monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,700 per month","House, For rent",2-storey Terraced House,3,2,750 sq.ft.,Partially Furnished,"Parking, Playground, Minimart",Cooking Allowed,Selangor,Ampang,2025-01-14 07:37,107626583,,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Partially Furnished,,"Cooking Allowed, Air-Cond",Penang,Raja Uda,2025-01-14 07:30,109782673,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1120 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Minimart, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kelantan,Kota Bharu,2025-01-14 07:29,108726058,,,"Jalan Post Office Lama, Bandar Kota Bharu, Kota Bharu, Kelantan"
"RM 1,300 per month","House, For rent",Terraced House,4,2,1380 sq.ft.,Partially Furnished,,Air-Cond,Selangor,Shah Alam,2025-01-14 07:28,109782689,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,975 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Security, Playground, Swimming Pool, Barbeque area, Gymnasium, Lift, Club house",Air-Cond,Selangor,Cyberjaya,2025-01-14 07:23,109782684,,,"Off Persiaran Bestari, Cyberjaya, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,962 sq.ft.,Partially Furnished,"Playground, Gymnasium, Lift, Barbeque area, Parking, Security, Swimming Pool, Squash Court, Multipurpose hall","Air-Cond, Cooking Allowed",Negeri Sembilan,Nilai,2025-01-14 07:10,108198719,,,"Off Jalan Kuarters KLIA, Taman Memancing Istana Bunian, Nilai, Negeri Sembilan"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1495 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Jogging Track, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-14 07:10,109782656,1.5085807,110.32030535,"Lorong Arang 15C 1B, Kuching, Sarawak"
"RM 1,250 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Partially Furnished,"Parking, Security, Playground",,Selangor,Puncak Alam,2025-01-14 07:09,109782667,,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,830 sq.ft.,Fully Furnished,"Lift, Security, Gymnasium, Barbeque area, Swimming Pool, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-14 06:50,109699618,1.4939608495395706,110.3382832714829,"Jalan Stampin Tengah, Kuching, Sarawak"
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,990 sq.ft.,Not Furnished,"Security, Parking",,Selangor,Kajang,2025-01-14 06:45,109782648,,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,1,800 sq.ft.,Partially Furnished,"Parking, Playground",Cooking Allowed,Johor,Ulu Tiram,2025-01-14 06:20,109689988,,,
"RM 1,999 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Partially Furnished,,,Johor,Perling,2025-01-14 06:15,109612617,,,
"RM 1,300 per month","House, For rent",Bungalow House,3,2,1400 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",Perak,Taiping,2025-01-14 06:07,109251635,,,
"RM 1,800 per month","House, For rent",3-storey Terraced House,4,3,1170 sq.ft.,Not Furnished,,,Selangor,Kundang,2025-01-14 05:51,108080628,,,
"RM 2,500 per month","House, For rent",3-storey Terraced House,4,3,2475 sq.ft.,Not Furnished,,,Selangor,Kundang,2025-01-14 05:51,108080627,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Playground, Security, Lift, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Setia Alam,2025-01-14 05:50,109782631,3.1137264,101.4530429,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1180 sq.ft.,Fully Furnished,"Jogging Track, Club house, Security, Playground, Parking, Swimming Pool, Gymnasium",,Johor,Johor Bahru,2025-01-14 05:41,109768028,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,910 sq.ft.,Partially Furnished,"Playground, Barbeque area, Parking, Gymnasium, Jogging Track, Lift, Swimming Pool, Multipurpose hall, Security","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Puchong,2025-01-14 05:25,109591935,,,"Jalan Meranti Jaya 13, Taman Meranti Jaya, Puchong, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1078 sq.ft.,Not Furnished,"Swimming Pool, Multipurpose hall, Parking, Minimart, Playground, Barbeque area, Security, Sauna",,Johor,Johor Bahru,2025-01-14 05:20,109622787,1.5033100048384866,103.64325595208462,"Jalan Aman, Taman Skudai Baru, Johor Bahru, Johor"
"RM 1,300 per month","House, For rent",Terraced House,3,2,1200 sq.ft.,Partially Furnished,,,Negeri Sembilan,Seremban,2025-01-14 05:11,109442961,,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,861 sq.ft.,Not Furnished,"Parking, Gymnasium, Barbeque area, Minimart, Security, Playground, Swimming Pool, Lift, Jogging Track","Air-Cond, Cooking Allowed",Selangor,Seri Kembangan,2025-01-14 05:06,109772545,,,"Jalan Sungai Besi Indah 3, Taman Sunga Besi Indah, Seri Kembangan, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,813 sq.ft.,Partially Furnished,"Multipurpose hall, Playground, Swimming Pool, Barbeque area, Gymnasium, Parking, Security, Lift, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Wangsa Maju,2025-01-14 04:53,109737241,3.196638299982092,101.74516686645934,"Jalan 34/26, Wangsa Maju, Kuala Lumpur"
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,4,2,1600 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Lift, Multipurpose hall, Security, Playground, Barbeque area, Jogging Track","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine",Kuala Lumpur,Wangsa Maju,2025-01-14 04:53,109501276,3.191625717154733,101.7370818038535,"Jalan Wangsa Kuarza, Seksyen 10, Wangsa Maju, Kuala Lumpur"
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1267 sq.ft.,Fully Furnished,"Minimart, Playground, Gymnasium, Jogging Track, Parking, Security, Swimming Pool, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Wangsa Maju,2025-01-14 04:52,109480454,3.1931270823436493,101.73537431671753,"Jalan Seri Wangsa 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur"
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,4,3,1228 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Lift, Barbeque area, Parking, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Wangsa Maju,2025-01-14 04:52,109374610,3.1931270823436493,101.73537431671753,"Jalan Seri Wangsa 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur"
"RM 1,199 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Security, Parking, Multipurpose hall, Swimming Pool, Gymnasium, Lift, Playground, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Bandar Sungai Long,2025-01-14 04:44,109008236,,,"Off Jalan Idaman, Taman Cheras Idaman, Bandar Sungai Long, Selangor"
RM 800 per month,"House, For rent",2-storey Terraced House,3,2,1323 sq.ft.,Not Furnished,Parking,Cooking Allowed,Selangor,Klang,2025-01-14 04:30,109782620,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,855 sq.ft.,Not Furnished,Parking,,Johor,Skudai,2025-01-14 04:30,109782615,,,
"RM 2,200 per month","House, For rent",3-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,Johor,Skudai,2025-01-14 04:27,109782618,,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Security, Lift, Parking, Minimart, Playground","Cooking Allowed, Washing Machine, Internet",Selangor,Damansara Perdana,2025-01-14 04:15,106694147,,,"Jalan PJU 8/9, Bandar Damansara Perdana, Damansara Perdana, Selangor"
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,4,2,1351 sq.ft.,Partially Furnished,"Security, Minimart, Playground, Parking, Gymnasium, Jogging Track, Lift, Swimming Pool, Barbeque area, Multipurpose hall, Squash Court, Tennis Court, Club house, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Shah Alam,2025-01-14 04:12,109668747,,,"Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor"
"RM 2,900 per month","House, For rent",2-storey Terraced House,4,4,1400 sq.ft.,Partially Furnished,Parking,,Johor,Gelang Patah,2025-01-14 04:10,109782606,,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track",,Selangor,Bandar Puteri Klang,2025-01-14 04:10,109782605,,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,688 sq.ft.,Not Furnished,Playground,"Cooking Allowed, Near KTM/LRT",Selangor,Puchong,2025-01-14 04:06,109782611,3.0265519110212513,101.62331093630665,"Jalan Puteri 7/7, Bandar Puteri, Puchong, Selangor"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,Parking,,Johor,Skudai,2025-01-14 04:05,109782610,,,
"RM 4,300 per month","House, For rent",2-storey Terraced House,4,5,1800 sq.ft.,Fully Furnished,"Parking, Security",,Johor,Horizon Hills,2025-01-14 04:05,109782602,,,
"RM 1,300 per month","House, For rent",1-storey Terraced House,3,2,1100 sq.ft.,Partially Furnished,Parking,,Johor,Kulai,2025-01-14 04:05,109782600,,,
"RM 1,600 per month","House, For rent",1-storey Terraced House,3,2,2000 sq.ft.,Partially Furnished,,,Sarawak,Kuching,2025-01-14 04:02,109782609,,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,Parking,,Johor,Kulai,2025-01-14 04:01,109782608,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Lift, Security, Minimart, Playground, Parking","Cooking Allowed, Washing Machine, Internet, Air-Cond",Selangor,Damansara Perdana,2025-01-14 03:55,106664285,3.16493604883916,101.61251304535719,"Jalan PJU 8/1, Damansara Perdana, Selangor"
"RM 1,999 per month","House, For rent",2-storey Terraced House,4,3,2500 sq.ft.,Partially Furnished,"Security, Parking, Playground","Air-Cond, Cooking Allowed",Selangor,Bukit Rahman Putra,2025-01-14 03:49,109782598,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,450 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,Kuala Lumpur,Ampang,2025-01-14 03:22,109782588,,,"Jalan Nipah, Kampung Berembang, Ampang, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Parking, Playground, Security, Gymnasium, Swimming Pool",,Kuala Lumpur,Old Klang Road,2025-01-14 03:15,109782580,,,"Jalan Awan Jawa, Taman Yarl, Old Klang Road, Kuala Lumpur"
RM 500 per month,"Apartment / Condominium, For rent",Flat,2,1,527 sq.ft.,Not Furnished,Playground,Cooking Allowed,Selangor,Kajang,2025-01-14 03:03,109782581,2.9889676092098223,101.79631716801103,"Jalan Bukit Mewah 29, Taman Bukit Mewah, Kajang, Selangor"
"RM 1,050 per month","Apartment / Condominium, For rent",Service Residence,5,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Security, Parking, Gymnasium, Lift, Playground, Multipurpose hall","Air-Cond, Near KTM/LRT, Washing Machine, Internet, Cooking Allowed",Selangor,Seri Kembangan,2025-01-14 02:56,109727291,,,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1520 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Security, Lift, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Club house","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-14 02:43,109782572,,,"Jalan Stapok Sentral, Taman Stapok, Kuching, Sarawak"
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,1,1,450 sq.ft.,Partially Furnished,"Parking, Barbeque area, Swimming Pool, Playground, Gymnasium, Security, Sauna, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor,Cyberjaya,2025-01-14 02:40,109674098,2.9192110500000004,101.6505196,"Lingkaran Cyber Point Timur, Cyberjaya, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Sauna, Gymnasium, Multipurpose hall, Playground, Parking, Swimming Pool, Jogging Track, Lift, Barbeque area, Security","Air-Cond, Cooking Allowed, Washing Machine, Internet",Penang,Batu Kawan,2025-01-14 02:35,94918153,5.237960493379715,100.44254461590995,"Lebuhraya Bandar Cassia, Batu Kawan, Penang"
RM 800 per month,"Apartment / Condominium, For rent",Service Residence,1,1,200 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Sauna, Multipurpose hall, Security, Swimming Pool, Lift, Parking, Playground, Gymnasium","Air-Cond, Cooking Allowed, Internet",Penang,Batu Kawan,2025-01-14 02:34,107501846,5.237960493379715,100.44254461590995,"Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,883 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Sauna, Multipurpose hall, Security, Swimming Pool, Lift, Parking, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Penang,Batu Kawan,2025-01-14 02:34,107501814,5.237960493379715,100.44254461590995,"Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2624 sq.ft.,Fully Furnished,"Parking, Security, Playground, Barbeque area","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Cyberjaya,2025-01-14 02:30,109782558,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,720 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,2025-01-14 02:30,109782557,,,"Persiaran Sri Raya, Cheras, Kuala Lumpur"
"RM 1,000 per month","House, For rent",2-storey Terraced House,2,2,1400 sq.ft.,Partially Furnished,,,Johor,Kulai,2025-01-14 02:30,109782555,,,
RM 699 per month,"Apartment / Condominium, For rent",Flat,2,1,510 sq.ft.,Not Furnished,"Playground, Parking, Minimart","Cooking Allowed, Internet, Near KTM/LRT",Penang,Permatang Pauh,2025-01-14 02:26,109626701,5.428818281734105,100.42800371212385,"Lorong Pauh Indah 3, Taman Pauh Indah, Permatang Pauh, Penang"
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Club house, Security, Jogging Track, Lift, Barbeque area, Tennis Court, Minimart, Squash Court, Swimming Pool, Playground, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Selangor,Sepang,2025-01-14 02:23,109202461,,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Gymnasium, Security, Swimming Pool, Lift, Club house, Parking, Playground, Multipurpose hall, Minimart, Squash Court, Tennis Court, Barbeque area, Jogging Track","Cooking Allowed, Near KTM/LRT",Negeri Sembilan,Nilai,2025-01-14 02:23,109461253,2.823605417241818,101.79505512880675,"Persiaran Pusat Bandar, Bandar Baru Nilai, Nilai, Negeri Sembilan"
RM 850 per month,"Apartment / Condominium, For rent",Condominium,2,1,590 sq.ft.,Partially Furnished,"Lift, Multipurpose hall, Parking, Security, Gymnasium, Jogging Track, Playground, Swimming Pool",,Selangor,Kajang,2025-01-14 02:19,108674793,2.9600519,101.79473955,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,900 sq.ft.,Fully Furnished,"Jogging Track, Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Squash Court","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Kuala Lumpur,Ampang,2025-01-14 02:16,108641480,,,"Jalan Ampang Ulu 3, Kampung Berembang, Ampang, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Security, Swimming Pool, Lift, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,2025-01-14 02:15,109281593,3.2015430522313166,101.71456554774143,"Jalan Danau Saujana 1, Taman Danau Kota, Setapak, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1100 sq.ft.,Partially Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Club house","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor,Puchong,2025-01-14 02:15,109223389,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1014 sq.ft.,Not Furnished,"Parking, Gymnasium, Security, Swimming Pool, Lift, Multipurpose hall, Minimart, Playground, Barbeque area, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Bangi,2025-01-14 02:15,109052570,,,"Off Lebuhraya Utara Selatan, Southville City, Bangi, Selangor"
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,750 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur,Cheras,2025-01-14 02:10,109782511,,,"Persiaran Sri Raya, Cheras, Kuala Lumpur"
"RM 1,099 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Minimart, Playground, Gymnasium, Security, Swimming Pool, Squash Court, Lift, Barbeque area, Jogging Track, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Internet",Penang,Bayan Lepas,2025-01-14 02:07,105862504,,,"Jalan Rumbia, Kampung Seberang Paya, Bayan Lepas, Penang"
"RM 1,199 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Minimart, Playground, Gymnasium, Security, Swimming Pool, Squash Court, Lift, Barbeque area, Jogging Track, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Internet",Penang,Bayan Lepas,2025-01-14 02:07,109747057,,,"Jalan Rumbia, Kampung Seberang Paya, Bayan Lepas, Penang"
"RM 1,050 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Minimart, Playground, Gymnasium, Security, Swimming Pool, Squash Court, Lift, Barbeque area, Jogging Track, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Internet",Penang,Bayan Lepas,2025-01-14 02:06,109782540,,,"Jalan Rumbia, Kampung Seberang Paya, Bayan Lepas, Penang"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Barbeque area, Jogging Track","Air-Cond, Washing Machine",Selangor,Setia Alam,2025-01-14 02:06,109782538,3.1188307039333805,101.45292025158282,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Parking, Playground, Security, Minimart, Barbeque area, Jogging Track, Swimming Pool, Sauna, Lift, Multipurpose hall",,Johor,Tampoi,2025-01-14 02:05,109782537,1.5062114000000002,103.72902265006104,"Jalan Tampoi, Kawasan Perindustrian Tampoi, Tampoi, Johor"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,583 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Swimming Pool, Jogging Track, Multipurpose hall, Club house",,Putrajaya,Putrajaya,2025-01-14 02:05,109782536,2.895209997848269,101.66586853937105,"Jalan P5/8, Presint 5, Putrajaya, Putrajaya"
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,650 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Swimming Pool, Jogging Track, Multipurpose hall, Club house",,Putrajaya,Putrajaya,2025-01-14 02:05,109782535,2.895209997848269,101.66586853937105,"Jalan P5/8, Presint 5, Putrajaya, Putrajaya"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Partially Furnished,,,Negeri Sembilan,Lenggeng,2025-01-14 02:05,109782534,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1008 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Swimming Pool, Security, Lift, Playground",,Selangor,Kajang,2025-01-14 02:05,109782533,2.96124235,101.79580920000001,"Jalan Kajang Villa 3, Taman Kajang Villa, Kajang, Selangor"
RM 950 per month,"Apartment / Condominium, For rent",Apartment,1,1,500 sq.ft.,Partially Furnished,"Barbeque area, Swimming Pool, Tennis Court, Sauna, Playground, Gymnasium, Security, Minimart, Parking",,Selangor,Seri Kembangan,2025-01-14 02:05,109782532,3.039065162501661,101.68910008508719,"Jalan BS 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,807 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Barbeque area, Security, Playground, Gymnasium, Multipurpose hall",,Selangor,Sepang,2025-01-14 02:05,109782531,2.826571,101.7006692,"Warisan Puteri, Persiaran Warisan, Sepang, Selangor"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1731 sq.ft.,Partially Furnished,,,Selangor,Dengkil,2025-01-14 02:05,109782530,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,2,1,600 sq.ft.,Partially Furnished,"Security, Gymnasium, Lift, Parking, Minimart, Playground, Swimming Pool",,Selangor,Bangi,2025-01-14 02:05,109782529,,,"Persiaran Wawasan, Seksyen 14, Bandar Baru Bangi, Bangi, Selangor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,4,1700 sq.ft.,Not Furnished,,,Selangor,Telok Panglima Garang,2025-01-14 02:05,109782528,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1390 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool, Gymnasium, Tennis Court, Club house, Security, Playground, Sauna","Air-Cond, Washing Machine, Cooking Allowed",Selangor,Cyberjaya,2025-01-14 02:05,105520694,,,"Jalan Cyber Suria, Cyberjaya, Selangor"
"RM 2,700 per month","House, For rent",2-storey Terraced House,4,3,2200 sq.ft.,Fully Furnished,,,Johor,Gelang Patah,2025-01-14 02:05,109782497,,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Club house, Jogging Track, Security, Lift, Barbeque area, Tennis Court, Swimming Pool, Minimart, Squash Court, Multipurpose hall, Playground","Cooking Allowed, Near KTM/LRT",Selangor,Sepang,2025-01-14 02:03,109277980,,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Jogging Track, Club house, Security, Lift, Barbeque area, Tennis Court, Squash Court, Multipurpose hall, Playground, Swimming Pool, Minimart","Cooking Allowed, Near KTM/LRT",Selangor,Sepang,2025-01-14 02:03,109247093,,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Gymnasium, Security, Swimming Pool, Lift, Club house, Parking, Playground, Multipurpose hall, Minimart, Squash Court, Tennis Court, Barbeque area, Jogging Track","Cooking Allowed, Near KTM/LRT",Negeri Sembilan,Nilai,2025-01-14 02:03,109461175,2.823605417241818,101.79505512880675,"Persiaran Pusat Bandar, Bandar Baru Nilai, Nilai, Negeri Sembilan"
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Club house, Security, Jogging Track, Lift, Barbeque area, Tennis Court, Minimart, Squash Court, Swimming Pool, Playground, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Selangor,Sepang,2025-01-14 02:03,109369394,,,
RM 800 per month,"House, For rent",1-storey Terraced House,3,2,1100 sq.ft.,Not Furnished,Parking,Cooking Allowed,Selangor,Port Klang,2025-01-14 01:55,109782481,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,2,2,1000 sq.ft.,Fully Furnished,"Security, Playground, Tennis Court, Jogging Track, Swimming Pool, Barbeque area, Parking, Lift, Gymnasium, Sauna, Multipurpose hall, Club house",,Johor,Johor Bahru,2025-01-14 01:53,109453371,,,"Jalan Tengku Puteri 1, Straits View, Johor Bahru, Johor"
"RM 2,500 per month","House, For rent",3-storey Terraced House,4,5,2400 sq.ft.,Partially Furnished,"Parking, Security","Cooking Allowed, Air-Cond",Selangor,Selayang,2025-01-14 01:50,109782479,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Fully Furnished,"Lift, Security, Minimart, Parking, Swimming Pool",,Selangor,Cyberjaya,2025-01-14 01:47,108646073,2.9368967,101.66141285261833,"Jalan Teknokrat 1/1, Cyberjaya, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,1,590 sq.ft.,Fully Furnished,"Multipurpose hall, Lift, Parking, Security, Swimming Pool, Gymnasium, Playground, Jogging Track",,Selangor,Kajang,2025-01-14 01:47,109758631,2.9600519,101.79473955,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Security, Parking, Gymnasium",,Selangor,Cyberjaya,2025-01-14 01:47,109552356,,,"Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,1,900 sq.ft.,Fully Furnished,"Security, Swimming Pool, Minimart, Playground, Jogging Track, Multipurpose hall, Gymnasium, Parking, Lift, Barbeque area, Sauna, Club house",,Johor,Tampoi,2025-01-14 01:47,109782492,,,"Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,736 sq.ft.,Partially Furnished,,,Selangor,Shah Alam,2025-01-14 01:47,109478681,3.0624201,101.5212081,"Kemuning, Shah Alam, Selangor"
