monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1080 sq.ft.,Partially Furnished,,,Johor,Skudai,2025-01-13 20:50,109781070,,,
"RM 1,100 per month","House, For rent",Townhouse,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,Johor,Ulu Tiram,2025-01-13 20:50,109781082,,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Partially Furnished,,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,2025-01-13 20:49,109518285,,,
"RM 1,250 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,Cooking Allowed,Selangor,Ampang,2025-01-13 20:49,109217367,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,938 sq.ft.,Fully Furnished,"Security, Tennis Court, Sauna, Swimming Pool, Squash Court, Minimart, Gymnasium, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Taman Desa,2025-01-13 20:49,109781199,3.0995070070547146,101.6864234734611,"Jalan 2/109F, Taman Danau Desa, Taman Desa, Kuala Lumpur"
RM 800 per month,"Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Not Furnished,"Playground, Parking, Minimart, Security, Lift",Cooking Allowed,Penang,Ayer Itam,2025-01-13 20:48,109646723,,,"Lorong Bukit Kukus, Paya Terubong, Ayer Itam, Penang"
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Not Furnished,"Barbeque area, Parking, Security, Playground, Lift",Cooking Allowed,Kuala Lumpur,Cheras,2025-01-13 20:48,109498128,,,"Jalan 1A, Taman Segar, Cheras, Kuala Lumpur"
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,678 sq.ft.,Partially Furnished,"Barbeque area, Gymnasium, Swimming Pool, Lift, Parking, Playground, Jogging Track, Multipurpose hall, Security",,Kuala Lumpur,Cheras,2025-01-13 20:48,109647357,,,"Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur"
"RM 2,980 per month","Apartment / Condominium, For rent",Service Residence,1,1,510 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Bukit Bintang,2025-01-13 20:48,109781198,,,"Jalan Imbi, Off Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur"
"RM 1,900 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,,Selangor,Bandar Bukit Raja,2025-01-13 20:48,109438953,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Sauna, Playground, Lift, Barbeque area",,Sabah,Kota Kinabalu,2025-01-13 20:47,109188815,,,"Jalan Sulaman, Off Jalam UMS, Kota Kinabalu, Sabah"
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,3,2,1004 sq.ft.,Partially Furnished,"Squash Court, Multipurpose hall, Parking, Swimming Pool, Security, Jogging Track, Lift, Barbeque area, Playground",Washing Machine,Selangor,Bandar Saujana Putra,2025-01-13 20:45,109781160,,,"Jalan SP7, Off Jalan Saujana Putra, Bandar Saujana Putra, Selangor"
"RM 2,700 per month","House, For rent",2-storey Terraced House,4,3,1350 sq.ft.,Fully Furnished,Jogging Track,"Cooking Allowed, Air-Cond, Washing Machine, Internet",Johor,Pasir Gudang,2025-01-13 20:45,109781048,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-13 20:45,109781067,,,"Jalan Sultanah Aminah, Marina Cove, Johor Bahru, Johor"
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,1,1,609 sq.ft.,Fully Furnished,"Swimming Pool, Security, Barbeque area, Sauna, Gymnasium, Playground, Multipurpose hall",Air-Cond,Johor,Johor Bahru,2025-01-13 20:45,109781066,1.5012358561952133,103.78868238700376,"Jalan Bayu Puteri 2, Taman Bayu Puteri, Johor Bahru, Johor"
RM 950 per month,"Apartment / Condominium, For rent",Apartment,2,2,700 sq.ft.,Partially Furnished,"Lift, Multipurpose hall, Playground","Cooking Allowed, Air-Cond",Penang,Bayan Lepas,2025-01-13 20:45,109781065,,,"Tingkat Nipah, Taman Lip Sin,, Bayan Lepas, Penang"
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1400 sq.ft.,Fully Furnished,"Barbeque area, Security, Gymnasium, Swimming Pool, Lift, Multipurpose hall, Parking, Playground",,Johor,Johor Bahru,2025-01-13 20:45,109781058,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Security, Lift, Parking",,Johor,Johor Bahru,2025-01-13 20:42,109541593,1.5270639059062345,103.57742051597623,"Jalan Pulai Mutiara 7/2, Taman Pulai Mutiara, Johor Bahru, Johor"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1424 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Lift, Playground, Sauna, Club house, Security, Barbeque area, Multipurpose hall",,Penang,Jelutong,2025-01-13 20:42,109595179,,,"Lorong Slim, Taman Desa Green, Jelutong, Penang"
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,4,3,2600 sq.ft.,Fully Furnished,"Security, Gymnasium, Lift, Jogging Track, Barbeque area, Sauna, Parking, Playground, Swimming Pool, Squash Court, Club house",,Penang,Greenlane,2025-01-13 20:42,109718522,,,"Lebuhraya Jelutong, Greenlane, Penang"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Not Furnished,"Parking, Security, Playground",Cooking Allowed,Selangor,Shah Alam,2025-01-13 20:37,109732481,3.0832398549860143,101.52735937626305,"Jalan Sultan Salahuddin Abdul Aziz Shah 9/6, Shah Alam, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1010 sq.ft.,Partially Furnished,"Playground, Security, Minimart, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-13 20:36,109736401,,,"Lot 108634, Persiaran Sepang, Cyber 11, Cyberjaya, Selangor"
"RM 2,500 per month","House, For rent",2-storey Terraced House,5,4,1540 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Johor,Skudai,2025-01-13 20:36,109613684,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,864 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Barbeque area, Swimming Pool, Lift, Playground, Minimart","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor,Seri Kembangan,2025-01-13 20:35,108758018,,,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Squash Court",,Kuala Lumpur,Cheras,2025-01-13 20:34,109751385,,,"Jalan 6/19, Taman Bukit Ria, Cheras, Cheras, Kuala Lumpur"
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Security, Jogging Track, Lift, Swimming Pool, Tennis Court, Playground, Parking, Barbeque area, Multipurpose hall",,Kuala Lumpur,Cheras,2025-01-13 20:34,109631471,,,"Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur"
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Playground, Gymnasium, Security, Minimart",,Kuala Lumpur,Cheras,2025-01-13 20:34,109576593,,,"Jalan Tasik Permaisuri 3, Bandar Tasik Permaisuri, Cheras, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,860 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Lift, Parking, Security, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur,Setapak,2025-01-13 20:34,109673473,3.1945893,101.72106020000001,"Jalan Usahawan 6, Setapak Jaya, Setapak, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,990 sq.ft.,Fully Furnished,"Parking, Security, Playground, Multipurpose hall",,Kuala Lumpur,Cheras,2025-01-13 20:34,109579199,,,"Off Persiaran Bestari, Alam Damai, Cheras, Kuala Lumpur"
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Not Furnished,"Security, Parking, Swimming Pool, Gymnasium",,Penang,Batu Kawan,2025-01-13 20:32,109641071,5.241042966996667,100.44114854926575,"Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang"
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,901 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Parking, Security, Minimart, Playground, Tennis Court",Near KTM/LRT,Selangor,Seri Kembangan,2025-01-13 20:32,103968887,,,"Persiaran Seri Timah, Taman Seri Timah, Seri Kembangan, Selangor"
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Barbeque area, Playground, Swimming Pool, Lift, Parking, Security, Multipurpose hall, Gymnasium, Sauna","Air-Cond, Cooking Allowed",Penang,Bayan Lepas,2025-01-13 20:30,109609787,,,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, Bayan Lepas, Penang"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Fully Furnished,"Multipurpose hall, Barbeque area, Sauna, Squash Court, Lift, Gymnasium, Parking, Playground, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-13 20:30,108683355,5.307386065706903,100.26141652051894,"Persiaran Nuri, Setia Pearl Island, Bayan Lepas, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Parking, Swimming Pool, Jogging Track, Security, Playground, Gymnasium, Barbeque area, Lift",Cooking Allowed,Penang,Bayan Lepas,2025-01-13 20:30,108177222,5.302510687679897,100.25677263789284,"Lengkok Kelicap, Bayan Lepas, Penang"
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Playground, Jogging Track, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Penang,Batu Kawan,2025-01-13 20:30,109273157,5.2503874971889255,100.43660656364929,"Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,1,1,516 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Security, Playground, Gymnasium, Lift, Parking",,Johor,Iskandar Puteri,2025-01-13 20:30,109780968,1.4078774755293098,103.64225141647633,"Persiaran Medini 8/1, Medini Iskandar Malaysia, Iskandar Puteri, Johor"
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,942 sq.ft.,Fully Furnished,"Jogging Track, Parking, Playground, Security, Gymnasium, Club house, Swimming Pool",,Johor,Johor Bahru,2025-01-13 20:30,109780967,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,958 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Sauna, Lift, Minimart, Gymnasium",,Johor,Johor Bahru,2025-01-13 20:30,109780966,1.5497561379220282,103.7670265942601,"Jalan Mutiara Emas 8, Taman Austin Heights, Johor Bahru, Johor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,700 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-13 20:30,109781045,1.5553107337082526,103.76190188537824,"Jalan Sagu 36, Taman Daya, Johor Bahru, Johor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,880 sq.ft.,Fully Furnished,"Parking, Squash Court, Jogging Track, Lift, Minimart, Playground, Swimming Pool, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Kota Kinabalu,2025-01-13 20:29,109439953,,,"Off Jalan UMS, 1 Borneo Hypermall, Kota Kinabalu, Sabah"
"RM 1,800 per month","House, For rent",1-storey Terraced House,3,2,1150 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Penang,Batu Ferringhi,2025-01-13 20:29,109781043,,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1170 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT, Internet",Selangor,Puchong,2025-01-13 20:29,109781037,,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,870 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track, Lift, Multipurpose hall, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Selayang,2025-01-13 20:28,109781034,,,"Jalan Sungai Tua, Taman Jasa Pewira, Selayang, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,486 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Swimming Pool, Gymnasium, Tennis Court, Sauna, Multipurpose hall, Lift",,Selangor,Setia Alam,2025-01-13 20:28,109646994,,,"Jalan Setia Dagang AH U13/AH, Setia City, Setia Alam, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,904 sq.ft.,Partially Furnished,"Jogging Track, Swimming Pool, Multipurpose hall, Playground, Lift, Parking, Security, Gymnasium, Barbeque area",,Selangor,Setia Alam,2025-01-13 20:28,109574294,,,"Jalan Setia Dagang AL U13/AL, Setia Alam, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Not Furnished,"Parking, Minimart, Lift, Security, Playground",,Selangor,Kajang,2025-01-13 20:28,109726229,2.9742431589853173,101.78162336618789,"Jalan Sepakat Indah 2/1, Taman Sepakat Indah 2, Kajang, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1350 sq.ft.,Partially Furnished,"Security, Playground, Parking, Gymnasium, Lift, Swimming Pool, Jogging Track, Multipurpose hall, Club house",,Selangor,Kajang,2025-01-13 20:28,109725897,,,"Jalan Mutiara 3, Mutiara Height, Kajang, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1050 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Jogging Track, Security, Minimart, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine",Selangor,Kajang,2025-01-13 20:28,108387513,2.9742431589853173,101.78162336618789,"Jalan Sepakat Indah 2/1, Taman Sepakat Indah 2, Kajang, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,1,1,497 sq.ft.,Fully Furnished,"Gymnasium, Parking, Security, Lift, Swimming Pool",,Sabah,Kota Kinabalu,2025-01-13 20:28,108149787,5.996557728197698,116.09020640944601,"Jalan Signal Hill Park, Kota Kinabalu, Sabah"
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Not Furnished,,,Negeri Sembilan,Senawang,2025-01-13 20:27,109781018,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,3,900 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Parking, Tennis Court, Gymnasium, Barbeque area",,Johor,Johor Bahru,2025-01-13 20:27,109781014,1.5012358561952133,103.78868238700376,"Jalan Bayu Puteri 2, Taman Bayu Puteri, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1239 sq.ft.,Fully Furnished,"Parking, Playground, Security","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-13 20:26,109781009,,,"Lorong Usahajaya 1, Taman Muara Tabuan, Kuching, Sarawak"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,614 sq.ft.,Partially Furnished,"Gymnasium, Playground, Sauna, Parking, Security, Minimart, Swimming Pool, Jogging Track, Barbeque area",,Johor,Masai,2025-01-13 20:25,109780948,1.5071805837628012,103.86215938048505,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
RM 800 per month,"Apartment / Condominium, For rent",Condominium,3,2,926 sq.ft.,Not Furnished,"Security, Tennis Court, Minimart, Playground, Jogging Track, Barbeque area, Parking, Gymnasium, Squash Court, Swimming Pool, Sauna, Lift",Cooking Allowed,Penang,Batu Ferringhi,2025-01-13 20:25,109780939,5.4679398500000005,100.24918175,"Jalan Sungai 1, Batu Ferringhi, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Parking, Tennis Court, Gymnasium, Barbeque area",,Johor,Johor Bahru,2025-01-13 20:22,109780992,1.5012358561952133,103.78868238700376,"Jalan Bayu Puteri 2, Taman Bayu Puteri, Johor Bahru, Johor"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,614 sq.ft.,Partially Furnished,"Gymnasium, Playground, Sauna, Parking, Security, Minimart, Swimming Pool, Jogging Track, Barbeque area",,Johor,Masai,2025-01-13 20:21,109780989,1.5071805837628012,103.86215938048505,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Sauna, Security, Swimming Pool, Gymnasium, Playground, Parking, Tennis Court, Lift","Air-Cond, Cooking Allowed",Penang,Gelugor,2025-01-13 20:20,109563099,,,"No.50, Persiaran Minden 1, Gelugor, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1155 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Barbeque area, Security, Lift","Air-Cond, Cooking Allowed",Penang,Bayan Lepas,2025-01-13 20:17,109687730,5.3319411533847845,100.29795019766486,"Gerbang Bukit Kecil 2, Bayan Lepas, Penang"
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1155 sq.ft.,Fully Furnished,"Lift, Multipurpose hall, Barbeque area, Playground, Swimming Pool, Gymnasium, Parking, Security","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-13 20:17,109214303,5.3319411533847845,100.29795019766486,"Gerbang Bukit Kecil 2, Bayan Lepas, Penang"
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,2,984 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Kepong,2025-01-13 20:15,109290840,,,
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Not Furnished,"Parking, Multipurpose hall, Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Lift, Jogging Track","Cooking Allowed, Near KTM/LRT",Penang,Simpang Ampat,2025-01-13 20:12,104771069,5.279503150036474,100.49196548446837,"Persiaran Mutiara 8, Bandar Tasek Mutiara, Simpang Ampat, Penang"
"RM 2,300 per month","House, For rent",1-storey Terraced House,3,2,1920 sq.ft.,Partially Furnished,"Parking, Playground, Security, Minimart",,Johor,Setia Tropika,2025-01-13 20:12,109688248,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,985 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Tennis Court, Barbeque area, Squash Court, Playground, Jogging Track, Lift, Parking, Security, Minimart, Sauna",,Selangor,Setia Alam,2025-01-13 20:10,109780928,,,"Jalan Setia Dagang AH U13/AH, Alam Nusantara, Setia Alam, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Parking, Barbeque area, Gymnasium, Jogging Track, Security, Playground, Swimming Pool",,Penang,Bayan Lepas,2025-01-13 20:10,109390672,5.299869445908428,100.25744319800339,"Lengkok Kelicap, Bayan Lepas, Penang"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1260 sq.ft.,Not Furnished,,,Selangor,Rawang,2025-01-13 20:10,109780830,,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,,,Selangor,Sepang,2025-01-13 20:10,109780829,,,
"RM 2,000 per month","House, For rent",1-storey Terraced House,4,3,1000 sq.ft.,Partially Furnished,,,Kuala Lumpur,Cheras,2025-01-13 20:10,109780871,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1098 sq.ft.,Fully Furnished,"Security, Playground, Jogging Track, Barbeque area, Parking, Swimming Pool, Lift, Multipurpose hall, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Penang,Sungai Ara,2025-01-13 20:10,109780834,,,"Changkat Sungai Ara 6, Setia Greens, Sungai Ara, Penang"
RM 550 per month,"Apartment / Condominium, For rent",Apartment,3,2,600 sq.ft.,Not Furnished,"Minimart, Playground",Cooking Allowed,Selangor,Seri Kembangan,2025-01-13 20:09,109385259,,,"Jalan LP 7/2, Lestari Perdana, Seri Kembangan, Selangor"
"RM 1,800 per month","House, For rent",Others,3,2,800 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",Air-Cond,Selangor,Bangi,2025-01-13 20:09,109321974,,,
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Fully Furnished,"Minimart, Lift, Parking, Squash Court, Playground, Tennis Court, Gymnasium, Jogging Track, Security, Swimming Pool",,Kuala Lumpur,Sentul,2025-01-13 20:09,109655244,,,"Jalan Union, Off Jalan Perhentian, Sentul, Kuala Lumpur"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,808 sq.ft.,Partially Furnished,"Barbeque area, Parking, Playground, Gymnasium, Multipurpose hall, Security, Swimming Pool, Jogging Track",,Kuala Lumpur,Setapak,2025-01-13 20:09,109780917,3.1955038128170634,101.70497325131782,"Jalan Gombak, Setapak, Kuala Lumpur"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,910 sq.ft.,Partially Furnished,"Lift, Barbeque area, Parking, Security, Playground",Air-Cond,Selangor,Kajang,2025-01-13 20:08,109726473,2.9839653489303766,101.78529607675662,"Jalan Pasir Emas 1, Taman Sepakat Indah, Kajang, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Fully Furnished,"Parking, Minimart, Lift, Security, Playground",Air-Cond,Selangor,Kajang,2025-01-13 20:08,109726012,2.9742431589853173,101.78162336618789,"Jalan Sepakat Indah 2/1, Taman Sepakat Indah 2, Kajang, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Multipurpose hall, Gymnasium, Barbeque area, Security, Swimming Pool, Jogging Track","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor,Kajang,2025-01-13 20:08,109343489,3.0340813359276204,101.80435118518957,"Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Multipurpose hall, Security, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Kajang,2025-01-13 20:08,108430091,2.945453684599669,101.79722422389378,"Jalan Vista Emas 3, Taman Universiti, Kajang, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1026 sq.ft.,Partially Furnished,"Playground, Parking, Swimming Pool, Lift, Security, Gymnasium","Cooking Allowed, Near KTM/LRT",Selangor,Kajang,2025-01-13 20:08,108387280,2.9600519,101.79473955,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,2,2,920 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Lift, Parking, Security",,Sabah,Kota Kinabalu,2025-01-13 20:08,109650461,5.99625309841183,116.0897828960596,"Jalan Signal Hill Park, Kota Kinabalu, Sabah"
"RM 3,500 per month","House, For rent",Semi-Detached House,4,4,2180 sq.ft.,Partially Furnished,,,Selangor,Semenyih,2025-01-13 20:08,109780914,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Squash Court, Gymnasium, Sauna, Minimart, Swimming Pool, Parking, Security, Playground, Lift",,Kuala Lumpur,Sentul,2025-01-13 20:07,109780912,,,"Pinggiran Dato Senu, Bandar Baru Sentul, Sentul, Kuala Lumpur"
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Partially Furnished,"Gymnasium, Playground, Sauna, Parking, Security, Minimart, Swimming Pool, Jogging Track, Barbeque area",,Johor,Masai,2025-01-13 20:07,109780908,1.5071805837628012,103.86215938048505,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Lift, Playground, Jogging Track, Security, Minimart",,Kuala Lumpur,Cheras,2025-01-13 20:06,109780905,3.1001521618541164,101.70841718370366,"Jalan Sri Permaisuri 1, Bandar Sri Permaisuri, Cheras, Kuala Lumpur"
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1432 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Club house, Gymnasium, Sauna, Barbeque area, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Johor,Masai,2025-01-13 20:05,109780803,1.4823087,103.8598024,"Jalan Rinting, Taman Rinting, Masai, Johor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Petaling Jaya,2025-01-13 20:05,109780801,,,"Persiaran Barat, Off Jalan Timur, Petaling Jaya, Selangor"
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,912 sq.ft.,Fully Furnished,"Lift, Gymnasium, Swimming Pool, Parking, Security",,Kuala Lumpur,Brickfields,2025-01-13 20:03,109780893,,,"8, Jalan Tun Sambanthan, Kampung Attap, Brickfields, Kuala Lumpur"
