monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Squash Court, Barbeque area, Sauna, Security, Swimming Pool, Tennis Court, Minimart, Jogging Track, Lift","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Bukit Gambier 1, Gelugor, Penang",Penang,Gelugor,2025-02-11 12:56,2025-02-11,109856140,,
"RM 2,800 per month","House, For rent",Townhouse,3,3,1800 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Barbeque area, Club house, Jogging Track","Washing Machine, Cooking Allowed, Air-Cond",,Johor,Gelang Patah,2025-02-11 12:55,2025-02-11,109983975,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1605 sq.ft.,Fully Furnished,"Security, Tennis Court, Jogging Track, Sauna, Parking, Gymnasium, Playground, Barbeque area, Minimart, Swimming Pool","Cooking Allowed, Washing Machine, Air-Cond","Persiaran Medini Utara 3, Off Lebuh Kota Iskandar, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 12:55,2025-02-11,109983981,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,1,1,650 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Security, Playground, Squash Court, Barbeque area, Parking, Minimart, Swimming Pool","Washing Machine, Cooking Allowed, Air-Cond","Persiaran Medini Utara 3, Medini Iskandar Malaysia, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 12:55,2025-02-11,110024115,,
"RM 1,400 per month","House, For rent",Cluster House,3,2,1011 sq.ft.,Partially Furnished,"Playground, Parking, Minimart, Jogging Track",Near KTM/LRT,,Penang,Bandar Perda,2025-02-11 12:55,2025-02-11,110086486,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,1,1,474 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Multipurpose hall, Parking, Security, Gymnasium, Barbeque area","Washing Machine, Cooking Allowed, Air-Cond","Persiaran Medini Utara 3, Off Lebuh Medini Utama, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 12:55,2025-02-11,110023999,,
"RM 2,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,1122 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Sibu, Taman Wahyu, Batu Caves, Selangor",Selangor,Batu Caves,2025-02-11 12:55,2025-02-11,110086483,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,"Playground, Minimart","Near KTM/LRT, Cooking Allowed","Jalan PJU 10/1, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-02-11 12:54,2025-02-11,96848015,3.1973067443088015,101.5941408190094
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,5,2,740 sq.ft.,Not Furnished,"Parking, Playground, Security, Lift",Cooking Allowed,"Taman Bunga Negara, Seksyen 27, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-11 12:54,2025-02-11,109986488,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Lift, Security, Playground, Jogging Track, Barbeque area, Parking, Tennis Court, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-11 12:53,2025-02-11,110013938,,
"RM 2,100 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Penang,Bukit Mertajam,2025-02-11 12:53,2025-02-11,109827543,,
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1030 sq.ft.,Fully Furnished,"Minimart, Playground, Gymnasium, Security, Multipurpose hall, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bayuemas, Port Klang, Selangor",Selangor,Port Klang,2025-02-11 12:53,2025-02-11,109353218,,
RM 600 per month,"Apartment / Condominium, For rent",Flat,2,1,468 sq.ft.,Not Furnished,,,"Jalan Hulubalang 3, Taman Ungku Tun Aminah, Skudai, Johor",Johor,Skudai,2025-02-11 12:52,2025-02-11,109461701,1.5113415702825534,103.65607979119808
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Parking, Security, Lift, Playground, Minimart, Sauna, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-11 12:51,2025-02-11,108467451,2.94568545,101.66181925000001
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,929 sq.ft.,Fully Furnished,"Parking, Playground, Barbeque area, Sauna, Minimart, Swimming Pool, Tennis Court, Squash Court, Club house, Security, Gymnasium, Jogging Track, Lift, Multipurpose hall","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Teknokrat 1, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-11 12:51,2025-02-11,107967924,2.942017447705054,101.66283866369776
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,,,Johor,Iskandar Puteri,2025-02-11 12:51,2025-02-11,109852902,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,450 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Parking, Club house, Jogging Track, Sauna, Lift, Security, Playground, Minimart, Tennis Court, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-11 12:51,2025-02-11,109853189,2.94568545,101.66181925000001
"RM 1,300 per month","House, For rent",1-storey Terraced House,3,2,990 sq.ft.,Partially Furnished,,,,Johor,Kulai,2025-02-11 12:51,2025-02-11,109649120,,
RM 950 per month,"Apartment / Condominium, For rent",Service Residence,3,2,450 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Parking, Sauna, Lift, Security, Playground, Minimart, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-11 12:51,2025-02-11,108110406,2.94568545,101.66181925000001
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,600 sq.ft.,Partially Furnished,"Playground, Parking, Minimart",,"Jalan Metafasa U16/3A, Seksyen U16, Taman Bukit Subang, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-11 12:50,2025-02-11,109747733,3.174378632387025,101.5159529667372
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,2,2,853 sq.ft.,Partially Furnished,"Parking, Gymnasium, Multipurpose hall, Security, Swimming Pool, Minimart, Sauna",,"Jalan Larkin, Taman Dato Onn, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:50,2025-02-11,110016918,1.4874324676535706,103.75048063166318
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,853 sq.ft.,Fully Furnished,"Jogging Track, Parking, Playground, Swimming Pool, Gymnasium, Tennis Court, Security, Multipurpose hall, Lift, Barbeque area, Sauna",,"Jalan Uda Utama 3/14, Bandar Uda Utama, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:50,2025-02-11,110017079,1.4978549,103.66996495000001
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,1,700 sq.ft.,Fully Furnished,"Barbeque area, Playground, Gymnasium, Lift, Parking, Sauna, Security, Multipurpose hall, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:50,2025-02-11,110086371,1.4676996579290054,103.7249724411857
"RM 1,498 per month","Apartment / Condominium, For rent",Apartment,1,1,463 sq.ft.,Fully Furnished,"Security, Playground, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond","Jalan Thamby Abdullah, Brickfields, Brickfields, Kuala Lumpur",Kuala Lumpur,Brickfields,2025-02-11 12:50,2025-02-11,110086101,3.127546916161463,101.68086883491031
"RM 1,298 per month","Apartment / Condominium, For rent",Apartment,3,2,890 sq.ft.,Partially Furnished,"Jogging Track, Lift, Barbeque area, Parking, Security, Playground, Minimart, Tennis Court","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine","Jalan USJ 19/6, USJ19, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-02-11 12:50,2025-02-11,110086100,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,5,3,1540 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-02-11 12:50,2025-02-11,110086096,,
"RM 1,500 per month","House, For rent",Townhouse,3,3,1300 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track",Cooking Allowed,,Selangor,Salak Tinggi,2025-02-11 12:50,2025-02-11,110086095,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1101 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Swimming Pool, Jogging Track, Lift, Barbeque area",Air-Cond,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-02-11 12:50,2025-02-11,109350202,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Parking, Security, Playground, Swimming Pool",,"Kampung Jawa, Prai, Penang",Penang,Prai,2025-02-11 12:50,2025-02-11,109349948,,
"RM 2,650 per month","Apartment / Condominium, For rent",Service Residence,3,3,1213 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Security, Sauna, Multipurpose hall, Playground, Barbeque area, Parking","Air-Cond, Cooking Allowed","Jalan Bayu Puteri 3/1, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:50,2025-02-11,110086137,1.5000579009139072,103.79024882266745
"RM 3,300 per month","Apartment / Condominium, For rent",Condominium,3,3,1528 sq.ft.,Fully Furnished,"Security, Jogging Track, Swimming Pool, Gymnasium, Tennis Court, Squash Court, Parking, Playground",,"Off Jalan Pantai Sinaran, Gelugor, Penang",Penang,Gelugor,2025-02-11 12:50,2025-02-11,110086116,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,838 sq.ft.,Partially Furnished,"Swimming Pool, Squash Court, Security, Jogging Track, Barbeque area, Parking, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine","Lorong Semarak Api 3, Ayer Itam, Penang",Penang,Ayer Itam,2025-02-11 12:50,2025-02-11,110086114,,
"RM 1,700 per month","House, For rent",1-storey Terraced House,3,2,990 sq.ft.,Partially Furnished,,,,Johor,Masai,2025-02-11 12:49,2025-02-11,109965128,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1095 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Lift, Barbeque area, Security, Jogging Track, Playground, Sauna, Parking",,"Changkat Sungai Ara 6, Setia Greens, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-11 12:49,2025-02-11,110086341,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1010 sq.ft.,Partially Furnished,"Barbeque area, Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Tennis Court, Club house","Cooking Allowed, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-11 12:49,2025-02-11,110086340,,
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Parking, Swimming Pool, Lift, Playground, Multipurpose hall, Security, Gymnasium, Jogging Track, Barbeque area",,"Jalan Lembah, Off Jalan Bukit Gambir, Gelugor, Penang",Penang,Gelugor,2025-02-11 12:49,2025-02-11,109484705,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,842 sq.ft.,Partially Furnished,"Security, Multipurpose hall, Playground, Swimming Pool, Parking, Minimart, Lift","Air-Cond, Cooking Allowed","Jalan PPAJ 5, Pusat Perdagangan Alam Jaya, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-02-11 12:48,2025-02-11,109234209,3.238953188028939,101.44780297706075
"RM 2,500 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track, Lift, Security, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Washing Machine","Jalan Lembah, Off Jalan Bukit Gambir, Gelugor, Penang",Penang,Gelugor,2025-02-11 12:48,2025-02-11,109809189,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Barbeque area, Sauna, Minimart, Swimming Pool, Security, Playground","Air-Cond, Cooking Allowed","Lebuh Minden 1, Off Jalan Bukit Gambier, Gelugor, Penang",Penang,Gelugor,2025-02-11 12:48,2025-02-11,109809323,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,830 sq.ft.,Fully Furnished,"Tennis Court, Sauna, Swimming Pool, Barbeque area, Squash Court, Gymnasium, Parking, Security, Playground",,"Jalan Mutiara 7, Taman Perindustrian Plentong, Masai, Johor",Johor,Masai,2025-02-11 12:47,2025-02-11,110086304,,
"RM 2,450 per month","Apartment / Condominium, For rent",Service Residence,1,1,560 sq.ft.,Fully Furnished,"Gymnasium, Lift, Swimming Pool, Club house, Parking, Playground, Security",,"Jalan Tengku Azizah, Bukit Chagar, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:47,2025-02-11,110086291,1.4660804421910185,103.76485714263775
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,1199 sq.ft.,Not Furnished,"Parking, Lift, Security, Swimming Pool",,"Jalan Daya Utama, Taman Daya, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-02-11 12:47,2025-02-11,109098779,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,,,Johor,Perling,2025-02-11 12:46,2025-02-11,109992953,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,1,700 sq.ft.,Fully Furnished,"Sauna, Parking, Security, Playground, Jogging Track, Minimart, Swimming Pool, Barbeque area, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed","Jalan Seri Setanggi, Off Lebuh Tebrau, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:46,2025-02-11,110086247,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Partially Furnished,"Tennis Court, Barbeque area, Security, Parking, Club house, Minimart, Swimming Pool, Gymnasium, Squash Court",,"Lengkok Free School, Kampung Dodol, Jelutong, Penang",Penang,Jelutong,2025-02-11 12:45,2025-02-11,109919134,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,901 sq.ft.,Not Furnished,"Barbeque area, Lift, Swimming Pool, Security, Parking, Playground, Multipurpose hall",,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-02-11 12:45,2025-02-11,109040008,,
"RM 5,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1550 sq.ft.,Fully Furnished,"Lift, Tennis Court, Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area",,"Persiaran Mahsuri, Off Jalan Tun Dr Awang, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-11 12:45,2025-02-11,110086213,,
"RM 1,598 per month","Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Partially Furnished,"Lift, Playground, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall, Parking, Security","Near KTM/LRT, Cooking Allowed, Washing Machine, Air-Cond","Persiaran Cove Sentral, Bandar Gamuda Cove, Banting, Selangor",Selangor,Banting,2025-02-11 12:45,2025-02-11,110086088,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,5,4,2000 sq.ft.,Partially Furnished,,,,Johor,Setia Indah,2025-02-11 12:44,2025-02-11,109993048,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,570 sq.ft.,Partially Furnished,"Security, Swimming Pool, Lift, Playground, Gymnasium, Barbeque area, Jogging Track, Sauna, Parking, Club house, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Setia Damai, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-11 12:44,2025-02-11,109535828,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1228 sq.ft.,Fully Furnished,"Squash Court, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Sauna, Security, Parking, Minimart, Barbeque area",,"Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-11 12:44,2025-02-11,110086197,,
"RM 1,360 per month","Apartment / Condominium, For rent",Apartment,3,2,960 sq.ft.,Not Furnished,"Security, Playground, Swimming Pool, Lift, Multipurpose hall",,"Jalan Batu Unjur 8, Taman Bayu Perdana, Klang, Selangor",Selangor,Klang,2025-02-11 12:43,2025-02-11,108687752,3.0163247714420383,101.42976168032924
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Playground, Security",,"Lorong Widuri 1, Off Lorong Chempa, Butterworth, Penang",Penang,Butterworth,2025-02-11 12:43,2025-02-11,110086171,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,2,2,850 sq.ft.,Partially Furnished,"Parking, Barbeque area, Security, Minimart, Gymnasium, Playground, Swimming Pool, Squash Court, Multipurpose hall",,"No.33, Jalan Tanjung Tokong, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-11 12:43,2025-02-11,110086170,5.462688500154045,100.30453975681765
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,4,1650 sq.ft.,Not Furnished,,,,Kedah,Sungai Petani,2025-02-11 12:43,2025-02-11,110086169,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,1,660 sq.ft.,Fully Furnished,"Security, Parking",,"Lorong Madrasah, Off Jalan Jelutong, Jelutong, Penang",Penang,Jelutong,2025-02-11 12:43,2025-02-11,110086167,,
RM 798 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Not Furnished,"Playground, Minimart","Near KTM/LRT, Washing Machine, Cooking Allowed","Persiaran Warisan, Koa Warisan, Sepang, Selangor",Selangor,Sepang,2025-02-11 12:42,2025-02-11,110086163,,
"RM 1,648 per month","Apartment / Condominium, For rent",Apartment,3,3,1020 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Minimart","Near KTM/LRT, Cooking Allowed, Washing Machine, Air-Cond",,Selangor,Bandar Saujana Putra,2025-02-11 12:42,2025-02-11,110086162,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Tennis Court, Security, Parking, Club house",,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor",Johor,Masai,2025-02-11 12:42,2025-02-11,109657849,1.5071805837628012,103.86215938048505
"RM 1,648 per month","Apartment / Condominium, For rent",Apartment,3,2,990 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Playground, Security, Lift, Swimming Pool, Minimart","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine","Off Persiaran Bestari, Alam Damai, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-11 12:41,2025-02-11,110086153,,
"RM 1,350 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Not Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Club house, Jogging Track",Cooking Allowed,,Penang,Simpang Ampat,2025-02-11 12:41,2025-02-11,109702429,,
"RM 2,200 per month","House, For rent",Bungalow House,4,4,5000 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Kedah,Kulim,2025-02-11 12:41,2025-02-11,110086152,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,4,2290 sq.ft.,Partially Furnished,,,,Penang,Batu Kawan,2025-02-11 12:40,2025-02-11,110074554,,
"RM 1,750 per month","House, For rent",2-storey Terraced House,4,3,1280 sq.ft.,Partially Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed",,Selangor,Puchong,2025-02-11 12:40,2025-02-11,109915786,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,,,Johor,Skudai,2025-02-11 12:40,2025-02-11,110021424,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Jogging Track, Barbeque area, Playground, Sauna, Security, Swimming Pool, Parking, Lift, Minimart, Multipurpose hall",Cooking Allowed,"No.50, Persiaran Minden 1, Gelugor, Penang",Penang,Gelugor,2025-02-11 12:39,2025-02-11,109561548,,
"RM 1,250 per month","House, For rent",Townhouse,3,2,1500 sq.ft.,Partially Furnished,,,,Johor,Kulai,2025-02-11 12:38,2025-02-11,110022266,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,430 sq.ft.,Fully Furnished,"Parking, Multipurpose hall, Playground, Lift, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Jalan Nipah, Kampung Berembang, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-02-11 12:37,2025-02-11,108857663,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Fully Furnished,"Tennis Court, Gymnasium, Security, Minimart, Multipurpose hall, Parking, Swimming Pool, Jogging Track, Playground",,"Jalan Skudai Lama, Taman Tampoi Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 12:36,2025-02-11,109992991,1.5172919,103.68193919999999
"RM 1,500 per month","House, For rent",Semi-Detached House,5,5,2282 sq.ft.,Not Furnished,"Jogging Track, Minimart, Parking",Cooking Allowed,,Penang,Simpang Ampat,2025-02-11 12:36,2025-02-11,109702585,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Parking, Multipurpose hall, Jogging Track, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Taman Sri Sentosa, Taman Sri Sentosa, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-02-11 12:35,2025-02-11,110062003,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Sri Permaisuri 3, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-11 12:35,2025-02-11,110061974,3.0995338,101.70912229999999
"RM 1,500 per month","House, For rent",Cluster House,2,2,1000 sq.ft.,Fully Furnished,,,,Penang,Bertam,2025-02-11 12:34,2025-02-11,109875130,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,4,2,1290 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track, Security, Playground, Lift, Barbeque area, Multipurpose hall, Swimming Pool",,"Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-11 12:34,2025-02-11,110040529,5.237891149999999,100.4388965
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,1100 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Swimming Pool, Lift",,"Jalan Medini Utara 1, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 12:33,2025-02-11,110021378,1.4305143484431648,103.63011171381208
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,857 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track, Lift, Sauna, Multipurpose hall, Barbeque area, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-11 12:33,2025-02-11,109814045,5.2407315186910095,100.44152169390041
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool, Security, Gymnasium, Parking, Jogging Track, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Sunsuria 1, Bandar Sunsuria, Sepang, Selangor",Selangor,Sepang,2025-02-11 12:32,2025-02-11,108687803,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,700 sq.ft.,Not Furnished,"Parking, Security, Minimart, Barbeque area, Playground, Swimming Pool, Gymnasium","Air-Cond, Near KTM/LRT, Cooking Allowed","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-02-11 12:32,2025-02-11,106246868,2.836966345923956,101.69650564693185
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,"Playground, Parking, Security",,"No 3, Jalan Anggerik Aranda 31/42, Section 31, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-11 12:32,2025-02-11,110049378,2.99044920566393,101.54834808805283
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,2,1,550 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Gymnasium, Barbeque area, Swimming Pool, Playground, Parking",Air-Cond,"Warisan Puteri, Persiaran Warisan, Sepang, Selangor",Selangor,Sepang,2025-02-11 12:32,2025-02-11,109997905,2.826571,101.7006692
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Playground, Barbeque area, Security, Parking",Air-Cond,"Persiaran Sepang, Taman Sains Selangor 2, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-11 12:32,2025-02-11,109944059,,
"RM 2,000 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Fully Furnished,,,,Johor,Kulai,2025-02-11 12:32,2025-02-11,109789558,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1020 sq.ft.,Partially Furnished,"Parking, Security, Playground, Multipurpose hall, Jogging Track, Lift, Minimart","Air-Cond, Cooking Allowed",,Selangor,Bandar Saujana Putra,2025-02-11 12:31,2025-02-11,109507949,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,450 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Minimart, Playground, Gymnasium, Multipurpose hall, Parking, Security, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lorong Masjid 1, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-02-11 12:31,2025-02-11,108578208,3.136534071795246,101.61430211315547
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-02-11 12:30,2025-02-11,110086042,,
