monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1005 sq.ft.,Partially Furnished,"Jogging Track, Parking, Security, Lift, Playground, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Thamby Abdullah 1, Off Jalan Tun Sambanthan 1, Brickfields, Kuala Lumpur",Kuala Lumpur,Brickfields,2025-02-11 09:13,2025-02-11,110083459,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Lift, Parking, Minimart, Playground, Tennis Court, Swimming Pool, Squash Court, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan UMS, 1 Borneo Hypermall, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-11 09:13,2025-02-11,110083456,,
"RM 1,100 per month","House, For rent",Terraced House,3,2,1343 sq.ft.,Partially Furnished,"Parking, Jogging Track, Minimart","Air-Cond, Cooking Allowed",,Sabah,Sandakan,2025-02-11 09:13,2025-02-11,110083455,,
"RM 1,100 per month","House, For rent",2-storey Terraced House,2,1,770 sq.ft.,Not Furnished,Parking,,,Selangor,Batu Caves,2025-02-11 09:13,2025-02-11,110083453,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,923 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Lift, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Near KTM/LRT","Jalan Thamby Abdullah 1, Off Jalan Tun Sambanthan 1, Brickfields, Kuala Lumpur",Kuala Lumpur,Brickfields,2025-02-11 09:13,2025-02-11,110083452,,
RM 850 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,Parking,,,Negeri Sembilan,Juasseh,2025-02-11 09:13,2025-02-11,110083450,,
RM 500 per month,"House, For rent",Others,3,2,1200 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Perak,Kuala Kangsar,2025-02-11 09:13,2025-02-11,110083449,,
"RM 2,400 per month","House, For rent",2.5-storey Terraced House,4,4,1540 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine, Internet",,Johor,Kulai,2025-02-11 09:13,2025-02-11,109619467,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1640 sq.ft.,Fully Furnished,"Parking, Security, Playground, Minimart","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Masai,2025-02-11 09:13,2025-02-11,109871049,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1200 sq.ft.,Fully Furnished,,,,Penang,Simpang Ampat,2025-02-11 09:13,2025-02-11,110083447,,
"RM 1,350 per month","House, For rent",Semi-Detached House,3,2,1200 sq.ft.,Not Furnished,,,,Selangor,Dengkil,2025-02-11 09:12,2025-02-11,110083446,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,2,1,560 sq.ft.,Not Furnished,"Playground, Parking, Minimart, Multipurpose hall, Jogging Track","Near KTM/LRT, Cooking Allowed","Off Jalan Taman Melati, Taman Melati, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-11 09:12,2025-02-11,109813920,,
"RM 1,000 per month","House, For rent",2-storey Terraced House,3,2,900 sq.ft.,Partially Furnished,"Parking, Playground, Security",,,Selangor,Sungai Buloh,2025-02-11 09:12,2025-02-11,110083440,,
"RM 2,800 per month","Apartment / Condominium, For rent",Others,5,4,1600 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",Cooking Allowed,,Penang,Jelutong,2025-02-11 09:12,2025-02-11,110083438,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,420 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Barbeque area, Sauna, Security, Gymnasium, Lift, Playground, Minimart, Parking","Air-Cond, Near KTM/LRT","Off Jalan Lapangan Terbang Subang, Saujana, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-11 09:12,2025-02-11,110083433,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,1,615 sq.ft.,Partially Furnished,"Lift, Minimart, Parking, Security","Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Jati Utama, Desa Jati, Bandar Baru Nilai, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-02-11 09:11,2025-02-11,110083428,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,2,2,770 sq.ft.,Not Furnished,,,,Selangor,Batu Caves,2025-02-11 09:11,2025-02-11,110083424,,
RM 900 per month,"House, For rent",Terraced House,3,2,100 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Selangor,Kapar,2025-02-11 09:10,2025-02-11,110083418,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,484 sq.ft.,Partially Furnished,"Gymnasium, Swimming Pool, Playground, Tennis Court, Jogging Track, Multipurpose hall, Parking, Security, Lift, Sauna, Minimart",,"Jalan Mutiara Emas 9/23, Taman Mount Austin, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 09:10,2025-02-11,110083409,1.5472139532473548,103.78789878770715
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,3,1650 sq.ft.,Partially Furnished,"Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Playground, Sauna, Parking, Security",,"Jalan Bukit Kukus, Bandar Baru Air Itam, Paya Terubong, Penang",Penang,Paya Terubong,2025-02-11 09:10,2025-02-11,110083408,5.385127991285132,100.27908334330036
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Multipurpose hall, Playground, Lift, Security, Barbeque area, Jogging Track","Cooking Allowed, Washing Machine","Jalan Rasah, Bukit Rasah, Seremban, Negeri Sembilan",Negeri Sembilan,Seremban,2025-02-11 09:09,2025-02-11,110083406,2.715804748948766,101.9423272475708
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1377 sq.ft.,Not Furnished,"Playground, Minimart, Security, Parking, Swimming Pool, Lift",Cooking Allowed,"Lorong Wan Alwi 3, Off Jalan Wan Alwi, Kuching, Sarawak",Sarawak,Kuching,2025-02-11 09:09,2025-02-11,110083405,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,920 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Lift, Barbeque area, Swimming Pool, Security, Minimart",,"Jalan C. M. Yusuff, Taman Jubilee, Ipoh, Perak",Perak,Ipoh,2025-02-11 09:09,2025-02-11,110083399,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,732 sq.ft.,Not Furnished,"Playground, Minimart, Parking, Security",,"Persiaran Lembah Perpaduan, Off Jalan Tambun, Ulu Kinta, Perak",Perak,Ulu Kinta,2025-02-11 09:09,2025-02-11,110083398,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,960 sq.ft.,Not Furnished,"Swimming Pool, Parking, Barbeque area, Gymnasium, Security, Squash Court",,"Lorong Buah Pala, Off Jalan Kaki Bukit, Gelugor, Penang",Penang,Gelugor,2025-02-11 09:09,2025-02-11,110083396,,
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,4,3,1320 sq.ft.,Fully Furnished,"Parking, Barbeque area, Sauna, Multipurpose hall, Gymnasium, Lift, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 1/48a, Bandar Baru Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-11 09:09,2025-02-11,109737651,,
"RM 3,500 per month","House, For rent",Semi-Detached House,4,3,2000 sq.ft.,Fully Furnished,,,,Perak,Ipoh,2025-02-11 09:09,2025-02-11,110083395,,
"RM 1,300 per month","House, For rent",2.5-storey Terraced House,5,4,2300 sq.ft.,Partially Furnished,,,,Perak,Ipoh,2025-02-11 09:08,2025-02-11,110083390,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,659 sq.ft.,Partially Furnished,"Parking, Playground, Minimart, Lift","Cooking Allowed, Near KTM/LRT","Persiaran Subang Mewah, Taman Subang Permai, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-02-11 09:08,2025-02-11,110083389,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,779 sq.ft.,Partially Furnished,"Parking, Security, Tennis Court, Lift, Playground","Air-Cond, Cooking Allowed","Jalan Perimbun 27/11, Seksyen 27, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-11 09:08,2025-02-11,110083386,3.0276922698589344,101.56800163371959
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,1,1200 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking, Sauna, Playground, Gymnasium, Jogging Track, Multipurpose hall, Lift","Air-Cond, Near KTM/LRT","Jalan Wangsa 3/8, Taman Wangsa Permai, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-02-11 09:08,2025-02-11,110083387,,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,650 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Sauna, Barbeque area, Security, Jogging Track, Parking, Playground, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed","Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor",Johor,Masai,2025-02-11 09:07,2025-02-11,110083381,1.5071805837628012,103.86215938048505
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,1200 sq.ft.,Fully Furnished,"Parking, Minimart, Playground, Gymnasium, Security, Swimming Pool, Lift, Club house, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Dato' Seri Amar, Kota Iskandar, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 09:07,2025-02-11,110083374,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Gymnasium, Parking, Minimart, Swimming Pool, Jogging Track, Sauna, Security, Playground, Squash Court",,"Jalan Bukit Gambier, Gelugor, Penang",Penang,Gelugor,2025-02-11 09:07,2025-02-11,110083373,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house","Cooking Allowed, Near KTM/LRT","Jalan Puchong Utama 6, Taman Puchong Utama, Puchong, Selangor",Selangor,Puchong,2025-02-11 09:07,2025-02-11,110083372,3.0032699435749963,101.61872296600592
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1200 sq.ft.,Fully Furnished,"Club house, Parking, Security, Gymnasium, Sauna, Playground, Swimming Pool, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Rinting, Taman Rinting, Masai, Johor",Johor,Masai,2025-02-11 09:07,2025-02-11,110083367,1.4849442808687643,103.86165335319482
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,2,1000 sq.ft.,Fully Furnished,Parking,"Cooking Allowed, Washing Machine",,Terengganu,Kuala Nerus,2025-02-11 09:06,2025-02-11,110083366,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,2,2,1100 sq.ft.,Fully Furnished,"Squash Court, Security, Swimming Pool, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet","Lorong Sungai Dua, Kampung Dua Bukit, Georgetown, Penang",Penang,Georgetown,2025-02-11 09:06,2025-02-11,110083364,,
RM 900 per month,"House, For rent",1-storey Terraced House,3,2,1500 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Perak,Taiping,2025-02-11 09:06,2025-02-11,110083363,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bandar Baru Batu Kawa, Kuching, Sarawak",Sarawak,Kuching,2025-02-11 09:06,2025-02-11,110083362,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,2,2,1000 sq.ft.,Fully Furnished,"Security, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Lift, Parking, Playground, Sauna, Minimart, Club house, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 09:06,2025-02-11,110083360,,
"RM 3,299 per month","Apartment / Condominium, For rent",Condominium,4,4,1500 sq.ft.,Fully Furnished,"Security, Lift, Barbeque area, Parking, Swimming Pool, Gymnasium, Playground, Multipurpose hall, Sauna, Minimart, Club house, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 09:06,2025-02-11,110083359,1.4676996579290054,103.7249724411857
"RM 7,000 per month","House, For rent",Bungalow House,7,4,6878 sq.ft.,Not Furnished,,,,Sabah,Kota Kinabalu,2025-02-11 09:05,2025-02-11,108824884,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,904 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Setia Tropika,2025-02-11 09:05,2025-02-11,110083295,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,3,3,1400 sq.ft.,Partially Furnished,,"Cooking Allowed, Air-Cond",,Selangor,Sungai Buloh,2025-02-11 09:04,2025-02-11,109216005,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,1220 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area, Parking, Squash Court, Tennis Court, Lift, Sauna, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 09:03,2025-02-11,110083348,1.4676996579290054,103.7249724411857
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Minimart, Playground, Security, Jogging Track","Near KTM/LRT, Washing Machine, Air-Cond, Cooking Allowed","Jalan 3/93A, Batu 2 ½, Jalan Cheras, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-11 09:03,2025-02-11,109882680,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Security, Parking","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT","Off Jalan Prima 2/1, Taman Puchong Prima, Puchong, Selangor",Selangor,Puchong,2025-02-11 09:03,2025-02-11,110036821,,
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Partially Furnished,"Security, Lift, Parking, Playground, Gymnasium, Minimart, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed","Persiaran Seremban Tiga 1, Seremban 3, Seremban, Negeri Sembilan",Negeri Sembilan,Seremban,2025-02-11 09:03,2025-02-11,110083346,2.674433552927843,101.9358000918603
RM 800 per month,"Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Partially Furnished,"Security, Lift, Parking, Playground, Gymnasium, Minimart, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed","Persiaran Seremban Tiga 1, Seremban 3, Seremban, Negeri Sembilan",Negeri Sembilan,Seremban,2025-02-11 09:02,2025-02-11,110083343,2.674433552927843,101.9358000918603
"RM 1,200 per month","House, For rent",Semi-Detached House,3,2,222 sq.ft.,Fully Furnished,"Parking, Barbeque area, Security","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",,Kedah,Langgar,2025-02-11 08:59,2025-02-11,110083333,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1889 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Negeri Sembilan,Senawang,2025-02-11 08:58,2025-02-11,110083329,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1090 sq.ft.,Fully Furnished,"Lift, Security, Gymnasium, Jogging Track, Swimming Pool, Playground, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet"," Lorong Palm Square 12, Kinarut, Papar, Sabah",Sabah,Papar,2025-02-11 08:56,2025-02-11,110083313,5.830986862882559,116.04365228694017
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Not Furnished,"Security, Lift, Playground, Parking, Gymnasium, Barbeque area",,"Jalan Bayu Puteri 2, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:56,2025-02-11,110083312,1.5003389975520924,103.78924326722266
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,1,500 sq.ft.,Fully Furnished,"Security, Playground, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","No.8, Jalan Damansara, PJU 8, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-02-11 08:56,2025-02-11,108812520,3.1641383000000003,101.6068359382883
RM 550 per month,"Apartment / Condominium, For rent",Flat,3,2,1700 sq.ft.,Not Furnished,Parking,Cooking Allowed,"Jalan Day, Perkampungan Portugis, Ujong Pasir, Melaka",Melaka,Ujong Pasir,2025-02-11 08:56,2025-02-11,110083307,,
"RM 1,600 per month","Apartment / Condominium, For rent",Duplex,1,2,880 sq.ft.,Partially Furnished,"Security, Minimart, Parking, Gymnasium, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Plumbum 7/102, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-11 08:56,2025-02-11,110083306,3.0647791269756985,101.48606686973181
RM 850 per month,"Apartment / Condominium, For rent",Flat,2,1,560 sq.ft.,Not Furnished,"Parking, Playground, Minimart, Barbeque area","Cooking Allowed, Near KTM/LRT","Off Jalan 2/27e, Seksyen 10, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-11 08:54,2025-02-11,109264384,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Not Furnished,"Parking, Security, Club house, Jogging Track, Minimart, Playground, Multipurpose hall","Air-Cond, Cooking Allowed",,Negeri Sembilan,Bandar Sri Sendayan,2025-02-11 08:52,2025-02-11,109913952,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,1,900 sq.ft.,Partially Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Desa Tun Razak, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-11 08:50,2025-02-11,110083215,3.0809753,101.722643
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Barbeque area, Sauna, Parking, Minimart, Gymnasium",,"Jalan Titiwangsa 1, Taman Tampoi Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:50,2025-02-11,110083207,1.5088084027114197,103.68613894750578
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,838 sq.ft.,Fully Furnished,"Club house, Gymnasium, Swimming Pool, Playground, Parking, Security, Lift, Jogging Track, Multipurpose hall","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine",,Sabah,Penampang,2025-02-11 08:50,2025-02-11,110083218,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Jogging Track, Lift, Swimming Pool, Squash Court, Parking, Security, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan SP7, Off Jalan Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-02-11 08:50,2025-02-11,107737484,,
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1338 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Lift, Sauna, Parking, Security, Multipurpose hall, Playground, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Lorong Kelapa 1, Kampung Seronok, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-11 08:49,2025-02-11,109301683,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Dato' Seri Amar, Kota Iskandar, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 08:48,2025-02-11,110083290,,
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,973 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083289,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,650 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Setanggi, Off Lebuh Tebrau, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083288,,
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,2,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083287,1.467763139109315,103.7250491807238
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,973 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sultanah Aminah, Marina Cove, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083285,,
"RM 3,300 per month","Apartment / Condominium, For rent",Condominium,2,2,942 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Tengku Azizah, Bukit Chagar, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083284,1.465682354314242,103.76396901385668
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,973 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083283,,
"RM 2,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1097 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sutera Kuning, Taman Perling, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083282,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,403 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor",Johor,Tampoi,2025-02-11 08:48,2025-02-11,110083281,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,600 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","No.1, Persiaran Southkey 1, Southkey, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083280,1.4973706999999998,103.7773152
"RM 1,750 per month","Apartment / Condominium, For rent",Service Residence,1,1,640 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Setanggi, Off Lebuh Tebrau, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083279,,
"RM 2,900 per month","Apartment / Condominium, For rent",Condominium,4,4,1395 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Medini Utara 3, Medini Iskandar Malaysia, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-11 08:48,2025-02-11,110083278,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,484 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mutiara Emas 9/23, Taman Mount Austin, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083277,1.5472474,103.787874
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,850 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Persiaran Mutiara Mas, Skudai, Johor",Johor,Skudai,2025-02-11 08:48,2025-02-11,110083276,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Skudai Lama, Taman Tampoi Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-11 08:48,2025-02-11,110083275,1.5173188,103.6820151
