monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 1,300 per month","House, For rent",Terraced House,3,2,1540 sq.ft.,Partially Furnished,Parking,"Air-Cond, Internet, Cooking Allowed",,Melaka,Bukit Katil,2025-01-27 15:39,109942088,,
RM 150 per month,"Apartment / Condominium, For rent",Condominium,1,1,160 sq.ft.,Not Furnished,Parking,,"Jalan Mayang Pasir 1, Off Persiaran Mahsuri, Bayan Baru, Penang",Penang,Bayan Baru,2025-01-27 15:39,109942085,,
"RM 2,600 per month","House, For rent",Bungalow House,4,2,6500 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed",,Melaka,Alor Gajah,2025-01-27 15:38,106520254,,
"RM 2,800 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Selangor,Bandar Sungai Long,2025-01-27 15:37,109942046,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Parking, Playground, Lift, Barbeque area, Security, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Duta Kiara, Segambut, Kuala Lumpur",Kuala Lumpur,Segambut,2025-01-27 15:36,104754813,3.174307888083121,101.66263919884254
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,938 sq.ft.,Fully Furnished,"Parking, Security, Tennis Court, Squash Court, Swimming Pool, Playground, Gymnasium, Sauna, Minimart",,"Jalan 2/109F, Taman Danau Desa, Taman Desa, Kuala Lumpur",Kuala Lumpur,Taman Desa,2025-01-27 15:36,109942038,3.0995070070547146,101.6864234734611
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Partially Furnished,,,,Negeri Sembilan,Seremban,2025-01-27 15:36,109636977,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1450 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Playground, Gymnasium, Multipurpose hall, Club house, Security, Sauna, Parking","Cooking Allowed, Air-Cond, Washing Machine","Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-27 15:34,109888840,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,680 sq.ft.,Partially Furnished,Lift,"Cooking Allowed, Air-Cond",,Penang,Sungai Nibong,2025-01-27 15:33,109280798,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Security, Lift, Parking","Cooking Allowed, Air-Cond","Tingkat Bukit Kecil, Off Jalan Sultan Azlan Shah, Sungai Nibong, Penang",Penang,Sungai Nibong,2025-01-27 15:33,109899506,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Jogging Track, Multipurpose hall, Barbeque area, Security, Playground, Gymnasium, Sauna, Lift, Parking","Cooking Allowed, Air-Cond, Washing Machine","Lengkuk Kelicap, Mutiara Perdana, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-27 15:33,109318595,,
"RM 1,400 per month","House, For rent",1-storey Terraced House,4,2,1500 sq.ft.,Not Furnished,,,,Selangor,Klang,2025-01-27 15:33,109847830,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,2200 sq.ft.,Fully Furnished,,"Cooking Allowed, Air-Cond, Washing Machine",,Melaka,Bukit Beruang,2025-01-27 15:32,109718674,,
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,1443 sq.ft.,Not Furnished,"Parking, Playground, Minimart, Jogging Track",Cooking Allowed,,Sarawak,Kota Samarahan,2025-01-27 15:30,109941978,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,864 sq.ft.,Partially Furnished,"Parking, Security, Jogging Track, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed","Lorong Lembah Permai 3, Tanjung Bungah, Penang",Penang,Tanjung Bungah,2025-01-27 15:30,108072799,5.45226375,100.28505003014706
"RM 4,000 per month","House, For rent",3-storey Terraced House,4,3,2500 sq.ft.,Fully Furnished,,,,Penang,Tanjung Bungah,2025-01-27 15:30,109110226,,
"RM 1,350 per month","Apartment / Condominium, For rent",Apartment,3,2,931 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Parking, Security, Playground, Lift, Minimart, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine","Jalan Seri Putra 2/3, Bandar Seri Putra, Bangi, Selangor",Selangor,Bangi,2025-01-27 15:30,109941848,2.882294602769821,101.78638605461528
RM 850 per month,"House, For rent",1-storey Terraced House,2,2,1550 sq.ft.,Not Furnished,"Parking, Playground, Minimart, Jogging Track",Cooking Allowed,,Sarawak,Kota Samarahan,2025-01-27 15:30,109941874,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,4,2300 sq.ft.,Partially Furnished,,,,Kuala Lumpur,Taman Melawati,2025-01-27 15:30,109941869,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Minimart, Jogging Track, Playground, Multipurpose hall, Barbeque area","Cooking Allowed, Near KTM/LRT","Susur Jalil Sejahtera, Taman Teknologi Malaysia, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-27 15:30,109941858,,
"RM 1,300 per month","House, For rent",Townhouse,3,2,1200 sq.ft.,Not Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium",,,Selangor,Dengkil,2025-01-27 15:28,108579379,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,653 sq.ft.,Fully Furnished,"Jogging Track, Gymnasium, Parking, Swimming Pool, Security, Barbeque area, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Segambut, Segambut, Kuala Lumpur",Kuala Lumpur,Segambut,2025-01-27 15:25,108396252,3.1834970862232903,101.67402747186084
"RM 1,390 per month","House, For rent",Terraced House,3,2,1300 sq.ft.,Partially Furnished,,,,Selangor,Sepang,2025-01-27 15:22,108957433,,
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Jogging Track, Parking, Multipurpose hall, Security, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Lorong Delapan, Kampung Pandan, Desa Pandan, Kuala Lumpur",Kuala Lumpur,Desa Pandan,2025-01-27 15:22,109941910,3.1425272079538353,101.73729451754339
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,3,1468 sq.ft.,Partially Furnished,"Gymnasium, Parking, Playground, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Setia Menanti, Taman Residensi Impian, Kajang, Selangor",Selangor,Kajang,2025-01-27 15:22,109941909,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,2520 sq.ft.,Not Furnished,,,,Negeri Sembilan,Seremban,2025-01-27 15:21,109941899,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1109 sq.ft.,Partially Furnished,"Multipurpose hall, Club house, Swimming Pool, Parking, Playground, Security",,"Tuai Residence Show Gallery, Lot 98513, Persiaran Setia Damai, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-27 15:21,109941896,,
"RM 1,399 per month","Apartment / Condominium, For rent",Condominium,3,2,1059 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Security, Gymnasium, Playground, Sauna, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Dr George Lim Ah Soo, Taman Equine, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-27 15:20,109009974,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1020 sq.ft.,Fully Furnished,"Security, Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track, Playground, Squash Court, Sauna, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Dato Keramat, Georgetown, Penang",Penang,Georgetown,2025-01-27 15:20,109809282,,
RM 350 per month,"House, For rent",Bungalow House,3,2,1200 sq.ft.,Not Furnished,"Barbeque area, Jogging Track","Cooking Allowed, Internet",,Kelantan,Pasir Mas,2025-01-27 15:20,109941888,,
RM 700 per month,"House, For rent",Others,2,1,850 sq.ft.,Partially Furnished,"Security, Parking",,,Selangor,Sungai Buloh,2025-01-27 15:20,109941883,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,895 sq.ft.,Fully Furnished,"Minimart, Playground, Parking",,"Jalan Bukit Baru, Kampung Solok Musai, Bukit Baru, Melaka",Melaka,Bukit Baru,2025-01-27 15:20,109941882,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,2222 sq.ft.,Fully Furnished,,,,Johor,Johor Bahru,2025-01-27 15:19,109941879,,
RM 930 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Playground, Parking, Lift, Multipurpose hall, Security, Tennis Court, Jogging Track",Cooking Allowed,"Jalan Tasik Biru 2, Taman Tasik Biru, Kundang, Selangor",Selangor,Kundang,2025-01-27 15:19,109941876,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Partially Furnished,"Jogging Track, Playground, Security, Gymnasium, Barbeque area, Multipurpose hall, Parking, Swimming Pool","Air-Cond, Washing Machine, Cooking Allowed","Lintang Sungai Ara 14, Sungai Ara, Penang",Penang,Sungai Ara,2025-01-27 15:18,109689430,5.334168524300976,100.2729452755813
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,871 sq.ft.,Fully Furnished,"Barbeque area, Club house, Tennis Court, Lift, Multipurpose hall, Parking, Playground, Gymnasium, Sauna, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 1a/4, Ara Damansara, Selangor",Selangor,Ara Damansara,2025-01-27 15:17,109869688,3.1142824892680756,101.57954176018544
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1668 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Squash Court, Jogging Track, Club house, Playground, Swimming Pool, Barbeque area, Parking, Tennis Court",,"Persiaran Golf, Seksyen U2, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-27 15:16,109392666,3.10829696032393,101.57950879823082
"RM 1,450 per month","Apartment / Condominium, For rent",Condominium,3,2,901 sq.ft.,Partially Furnished,"Barbeque area, Club house, Security, Playground, Gymnasium, Swimming Pool, Lift, Jogging Track, Parking",,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-01-27 15:15,109662902,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Not Furnished,"Security, Parking, Barbeque area, Sauna, Gymnasium, Playground, Swimming Pool, Jogging Track, Squash Court",,"No. 9 & 11, Persiaran Tanjung Bungah 2, Tanjung Bungah, Penang",Penang,Tanjung Bungah,2025-01-27 15:14,109828028,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,957 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Lift, Security, Minimart, Gymnasium, Barbeque area, Multipurpose hall, Sauna, Club house","Air-Cond, Cooking Allowed, Washing Machine","Off Lebuhraya Utara Selatan, Southville City, Bangi, Selangor",Selangor,Bangi,2025-01-27 15:12,109296090,,
"RM 1,850 per month","Apartment / Condominium, For rent",Service Residence,3,2,1121 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Playground, Gymnasium, Lift, Multipurpose hall, Security, Barbeque area, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","No.366, Sungai Besi Expressway, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-27 15:11,106874445,3.0534599111761227,101.7072475157869
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,700 sq.ft.,Fully Furnished,"Playground, Barbeque area, Multipurpose hall, Gymnasium, Parking, Security, Swimming Pool, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Internet","Warisan Puteri, Persiaran Warisan, Sepang, Selangor",Selangor,Sepang,2025-01-27 15:10,109087355,2.826571,101.7006692
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,2,1,700 sq.ft.,Partially Furnished,"Barbeque area, Gymnasium, Swimming Pool, Multipurpose hall, Parking, Security, Playground, Lift","Air-Cond, Cooking Allowed","Warisan Puteri, Persiaran Warisan, Sepang, Selangor",Selangor,Sepang,2025-01-27 15:10,108754221,2.826571,101.7006692
RM 550 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Security, Parking",Cooking Allowed,"Jalan Nilai Perdana 11, Taman Nilai Perdana, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-27 15:10,109397354,2.80195371121939,101.80828568297366
RM 700 per month,"Apartment / Condominium, For rent",Flat,5,2,650 sq.ft.,Not Furnished,"Playground, Parking, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Cempaka, Bandar Sri Damansara, Selangor",Selangor,Bandar Sri Damansara,2025-01-27 15:10,107755812,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1114 sq.ft.,Fully Furnished,"Club house, Security, Swimming Pool, Sauna, Multipurpose hall, Parking, Minimart, Gymnasium, Jogging Track, Playground, Lift, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine","Jalan Permas 2, Taman Permas Jaya, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-27 15:10,109625722,1.4973088529964558,103.82646497691546
"RM 1,500 per month","House, For rent",2-storey Terraced House,3,2,1200 sq.ft.,Fully Furnished,,,,Selangor,Puchong,2025-01-27 15:10,109941571,,
"RM 1,350 per month","House, For rent",2-storey Terraced House,4,4,1650 sq.ft.,Not Furnished,,,,Negeri Sembilan,Seremban,2025-01-27 15:10,109941539,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,764 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed",,Johor,Setia Tropika,2025-01-27 15:10,109941561,,
"RM 1,000 per month","Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,"Parking, Playground, Minimart, Jogging Track, Security, Lift",Near KTM/LRT,"Jalan Sri Permaisuri 1, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-27 15:10,109941480,3.098494,101.71163775
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,1,1,555 sq.ft.,Fully Furnished,"Minimart, Security, Barbeque area, Parking, Tennis Court, Jogging Track, Club house, Playground, Swimming Pool, Gymnasium, Sauna, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Austin Heights Utama, Taman Austin Heights, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-27 15:09,109800870,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,4,3,1217 sq.ft.,Not Furnished,"Gymnasium, Jogging Track, Parking, Barbeque area, Swimming Pool, Security, Playground, Multipurpose hall, Lift, Sauna",,"Laman Puteri 3, Bandar Puteri Bangi, Bangi, Selangor",Selangor,Bangi,2025-01-27 15:08,109888635,2.8780632392233954,101.79517375927882
RM 880 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Not Furnished,"Parking, Playground","Cooking Allowed, Air-Cond","Jalan KP 1/15, Taman Kajang Prima, Kajang, Selangor",Selangor,Kajang,2025-01-27 15:08,109422300,2.978843436500379,101.81339772504302
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1200 sq.ft.,Partially Furnished,"Security, Swimming Pool, Playground, Gymnasium, Parking, Lift, Multipurpose hall","Cooking Allowed, Air-Cond","Off Jalan P15H, Lebuh Perdana Timur, Presint 15, Putrajaya, Putrajaya",Putrajaya,Putrajaya,2025-01-27 15:08,109941705,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Partially Furnished,,,"Jalan Anggerik Malaxis 31/181, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-27 15:07,109941701,3.0077562172025196,101.53824481839203
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1868 sq.ft.,Not Furnished,Security,,,Selangor,Puncak Alam,2025-01-27 15:07,109941698,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1091 sq.ft.,Partially Furnished,"Barbeque area, Parking, Minimart, Security, Playground, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Sungai Besi Serdang Perdana, Taman Serdang Perdana, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-27 15:06,109699085,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,2,2,907 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Playground, Lift, Parking",Air-Cond,"Jalan Paloh, Kampung Paluh, Ipoh, Perak",Perak,Ipoh,2025-01-27 15:05,109941659,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,4,2,650 sq.ft.,Not Furnished,"Minimart, Parking, Playground, Jogging Track",Cooking Allowed,"Off Jalan Pristana Demak, Demak Laut Commercial Centre, Kuching, Sarawak",Sarawak,Kuching,2025-01-27 15:04,109941645,,
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Playground, Gymnasium, Club house, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","No.126,  Jalan Damai, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-01-27 15:01,109877991,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,4,3,930 sq.ft.,Partially Furnished,"Gymnasium, Lift, Security, Parking, Playground, Swimming Pool, Multipurpose hall, Club house, Jogging Track","Cooking Allowed, Near KTM/LRT","Jalan Zamrud Utama, Off Jalan Kajang Villa, Kajang, Selangor",Selangor,Kajang,2025-01-27 15:00,109778303,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1226 sq.ft.,Fully Furnished,"Sauna, Playground, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Squash Court, Barbeque area, Parking, Security","Air-Cond, Washing Machine","Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-27 15:00,109892541,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Club house, Barbeque area, Jogging Track, Multipurpose hall, Security, Swimming Pool, Parking, Gymnasium, Lift, Playground","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Halia 3, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-27 15:00,109701541,5.4483468362577625,100.30197504866534
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1241 sq.ft.,Fully Furnished,"Security, Playground, Squash Court, Minimart, Barbeque area, Parking, Swimming Pool, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-27 15:00,109385749,,
"RM 1,550 per month","House, For rent",2-storey Terraced House,3,3,1350 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Bangi,2025-01-27 14:53,109941441,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,4,2000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house",Cooking Allowed,,Penang,Bukit Minyak,2025-01-27 14:53,109941440,,
"RM 1,499 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Partially Furnished,"Security, Playground, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed",,Selangor,Semenyih,2025-01-27 14:52,109309648,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,948 sq.ft.,Fully Furnished,"Parking, Minimart, Gymnasium, Squash Court, Jogging Track, Playground, Tennis Court, Security, Swimming Pool, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Budiman 22/3, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-27 14:52,109941430,3.0674133145250932,101.55379554421481
"RM 1,800 per month","House, For rent",Terraced House,3,2,1400 sq.ft.,Not Furnished,"Parking, Security",Cooking Allowed,,Johor,Johor Bahru,2025-01-27 14:51,109941421,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,"Minimart, Playground, Parking, Lift, Security",Cooking Allowed,"Jalan PJS 2B/1, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-27 14:50,107756174,3.0780901,101.633039
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,Minimart,"Cooking Allowed, Near KTM/LRT","Jalan PJU 10/3, Damansara Damai, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-01-27 14:50,107755999,3.1966700579251683,101.59321357379635
"RM 3,300 per month","House, For rent",2-storey Terraced House,4,2,2500 sq.ft.,Not Furnished,,,,Selangor,Klang,2025-01-27 14:50,109739933,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1450 sq.ft.,Partially Furnished,,,,Negeri Sembilan,Seremban,2025-01-27 14:50,109941410,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Security, Playground, Parking, Squash Court, Sauna, Multipurpose hall, Minimart, Barbeque area, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Putra Permai, Bandar Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-27 14:50,105947035,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Playground, Squash Court, Sauna, Minimart, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Putra Permai, Bandar Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-27 14:50,108696375,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,780 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Lift, Playground","Cooking Allowed, Washing Machine","Jalan PJS8/9, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-27 14:50,109941177,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track, Lift, Security",,"Jalan Mutiara 4, Prima Saujana, Kajang, Selangor",Selangor,Kajang,2025-01-27 14:50,109941125,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,814 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Minimart",Cooking Allowed,,Selangor,Cyberjaya,2025-01-27 14:50,109941116,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,2,1,530 sq.ft.,Not Furnished,"Minimart, Playground",,"Off Jalan 4/27a, Seksyen 2, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-27 14:50,109941103,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,750 sq.ft.,Partially Furnished,"Minimart, Jogging Track, Parking, Security, Lift, Playground","Cooking Allowed, Near KTM/LRT","Jalan Jelawat 2, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-27 14:48,109910810,3.113664584964065,101.71851808349037
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Not Furnished,"Playground, Swimming Pool, Lift, Barbeque area, Parking, Gymnasium, Jogging Track, Security, Sauna, Tennis Court, Multipurpose hall, Minimart","Near KTM/LRT, Cooking Allowed","Jalan PJU 8/8, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-01-27 14:48,109864967,3.1682125,101.61253124999999
"RM 3,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Playground, Squash Court, Jogging Track, Security, Gymnasium, Swimming Pool, Tennis Court, Lift, Minimart","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine","Jalan Raja Abdullah, Off Jalan Raja Muda Abdul Aziz, KL City, Kuala Lumpur",Kuala Lumpur,KL City,2025-01-27 14:46,109481757,,
"RM 7,000 per month","House, For rent",Semi-Detached House,5,5,3381 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Barbeque area, Club house","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Cyberjaya,2025-01-27 14:45,109117200,,
"RM 2,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1660 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Jogging Track, Security, Tennis Court, Gymnasium, Minimart, Playground, Squash Court, Barbeque area, Club house, Multipurpose hall, Lift","Air-Cond, Cooking Allowed","Persiaran Golf, Seksyen U2, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-27 14:45,105782407,3.1071632870331496,101.5823802065
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,700 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Parking, Lift, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-01-27 14:45,108668931,2.8370947563536943,101.69652554537934
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1892 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed",,Selangor,Puncak Alam,2025-01-27 14:45,109941060,,
"RM 3,850 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Gymnasium","Air-Cond, Internet, Cooking Allowed","Persiaran Bayan Indah 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-27 14:45,109059182,5.3374074,100.3099021
"RM 1,550 per month","Apartment / Condominium, For rent",Service Residence,1,1,658 sq.ft.,Fully Furnished,"Swimming Pool, Tennis Court, Multipurpose hall, Security, Gymnasium, Barbeque area, Parking, Minimart, Playground, Lift",,"Jalan Austin Perdana 1, Taman Mount Austin, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-27 14:44,109908781,1.5487082,103.7824175
"RM 1,550 per month","Apartment / Condominium, For rent",Service Residence,2,1,550 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Minimart, Security, Barbeque area, Playground, Gymnasium, Lift","Air-Cond, Internet, Cooking Allowed","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-01-27 14:44,108677572,2.8370947563536943,101.69652554537934
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Pengerang,2025-01-27 14:44,104820433,,
