monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1132 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Minimart, Playground, Security, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Singa F 20/F, Seksyen 20, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-28 07:31,109616931,3.05117124664421,101.53918998147002
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,1320 sq.ft.,Not Furnished,,,,Penang,Tasek Gelugor,2025-01-28 07:30,109946128,,
"RM 4,200 per month","House, For rent",Cluster House,5,5,2000 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Gelang Patah,2025-01-28 07:27,109946145,,
"RM 1,900 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,"Parking, Playground, Security",Cooking Allowed,,Selangor,Kajang,2025-01-28 07:21,109946136,,
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,1,1,535 sq.ft.,Fully Furnished,"Security, Multipurpose hall, Lift, Parking, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mahmoodiah, Kampung Mahmoddiah, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-28 07:12,109750568,1.4653843218203344,103.75303472085142
"RM 5,500 per month","House, For rent",Semi-Detached House,4,4,2520 sq.ft.,Not Furnished,"Security, Playground",Cooking Allowed,,Selangor,Cyberjaya,2025-01-28 07:08,109446649,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,2,1,555 sq.ft.,Partially Furnished,"Security, Swimming Pool, Lift, Barbeque area, Gymnasium, Parking, Playground",Cooking Allowed,"Jalan BBLS 1, Southville City, Bangi, Selangor",Selangor,Bangi,2025-01-28 06:53,109897574,,
"RM 1,300 per month","House, For rent",Townhouse,3,2,1200 sq.ft.,Partially Furnished,,,,Selangor,Selayang,2025-01-28 06:52,109436279,,
"RM 1,550 per month","House, For rent",2-storey Terraced House,3,3,1520 sq.ft.,Partially Furnished,,,,Selangor,Puncak Alam,2025-01-28 06:50,108963486,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Barbeque area, Parking, Security, Lift, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-28 06:47,109601348,3.1980324857488562,101.69062820171115
"RM 2,400 per month","Apartment / Condominium, For rent",Apartment,3,3,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sutera Kuning, Taman Perling, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-28 06:47,109946110,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet","Lebuh Relau, Off Jalan Terubung, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-28 06:43,109883895,,
"RM 3,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1300 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mersawa 16, Taman Cahaya, Masai, Johor",Johor,Masai,2025-01-28 06:10,109946091,,
"RM 2,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sutera Kuning, Taman Perling, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-28 06:02,109946094,,
"RM 2,699 per month","Apartment / Condominium, For rent",Service Residence,3,2,1184 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Multipurpose hall, Playground, Swimming Pool, Lift, Barbeque area, Sauna, Parking, Security, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-28 05:25,109946079,1.4676996579290054,103.7249724411857
"RM 6,000 per month","Apartment / Condominium, For rent",Condominium,4,5,2207 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Lift, Club house, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","17, Jalan Syers, Taman Tunku, Bukit Tunku, Kuala Lumpur",Kuala Lumpur,Bukit Tunku,2025-01-28 04:48,109946070,,
"RM 1,200 per month","House, For rent",Terraced House,1,1,350 sq.ft.,Fully Furnished,"Parking, Swimming Pool","Air-Cond, Washing Machine, Cooking Allowed, Near KTM/LRT",,Negeri Sembilan,Seremban,2025-01-28 04:12,106206862,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Lift, Parking, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine","Persiaran Seremban Tiga 1, Seremban 3, Seremban, Negeri Sembilan",Negeri Sembilan,Seremban,2025-01-28 04:12,109848545,2.674433552927843,101.9358000918603
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Jogging Track, Security, Gymnasium",,"Jalan Kampung Bukit, Taman Sri Bayu, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-28 03:10,109946022,,
"RM 1,999 per month","Apartment / Condominium, For rent",Condominium,2,1,790 sq.ft.,Fully Furnished,"Jogging Track, Parking, Security, Gymnasium, Tennis Court, Sauna, Swimming Pool, Barbeque area, Playground, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Medini Utara 3, Medini Iskandar Malaysia, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-01-28 03:09,109946029,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1063 sq.ft.,Partially Furnished,"Security, Swimming Pool, Lift, Parking, Gymnasium, Playground, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",Selangor,Kajang,2025-01-28 03:05,108735396,2.9600519,101.79473955
"RM 5,700 per month","Apartment / Condominium, For rent",Service Residence,2,3,1350 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool, Lift, Multipurpose hall, Barbeque area, Parking, Gymnasium",Air-Cond,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-28 03:01,108957517,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,2,2,550 sq.ft.,Fully Furnished,Parking,,"Off Jalan Teluk Kumbar, Teluk Kumbar, Penang",Penang,Teluk Kumbar,2025-01-28 02:45,109946008,,
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,1244 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Gymnasium, Multipurpose hall, Security, Swimming Pool, Jogging Track, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",Selangor,Kajang,2025-01-28 02:42,109946016,3.0340813359276204,101.80435118518957
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,More than 10,1,700 sq.ft.,Fully Furnished,"Playground, Tennis Court, Lift, Parking, Security, Multipurpose hall, Gymnasium, Swimming Pool, Barbeque area",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-28 02:30,109945997,1.4676996579290054,103.7249724411857
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Sauna, Multipurpose hall, Security, Barbeque area",,"Jalan Perda Utara 1, Bandar Baru Perda, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-28 02:28,109946006,,
"RM 1,900 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed, Washing Machine",,Negeri Sembilan,Bandar Sri Sendayan,2025-01-28 02:25,109945992,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,,,,Penang,Bayan Baru,2025-01-28 02:06,109945987,,
"RM 2,450 per month","House, For rent",Semi-Detached House,4,3,2200 sq.ft.,Partially Furnished,Parking,,,Penang,Tanjung Bungah,2025-01-28 02:05,109945974,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,4,2,1400 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Sauna, Gymnasium, Multipurpose hall",,"Jalan Kelisa Emas 8, Taman Kelisa Emas, Seberang Jaya, Penang",Penang,Seberang Jaya,2025-01-28 01:44,109945966,5.392313346448595,100.4089207673097
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1900 sq.ft.,Fully Furnished,,,,Putrajaya,Putrajaya,2025-01-28 01:25,109945938,,
"RM 1,150 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Johor,Pagoh,2025-01-28 01:10,109945897,,
"RM 3,500 per month","Apartment / Condominium, For rent",Apartment,3,2,980 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Parking, Playground, Swimming Pool, Jogging Track, Lift, Security, Squash Court, Tennis Court",,"Jalan Raja Muda Musa, Kampung Baru, KL City, Kuala Lumpur",Kuala Lumpur,KL City,2025-01-28 01:10,109945892,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,Security,"Air-Cond, Cooking Allowed",,Johor,Tebrau,2025-01-28 01:08,109945919,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,3,1900 sq.ft.,Fully Furnished,,,,Kuala Lumpur,Kepong,2025-01-28 01:07,109188856,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,830 sq.ft.,Fully Furnished,"Security, Parking, Playground, Lift, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan 2/155a,, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-28 01:06,109400500,,
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Security, Lift, Sauna, Multipurpose hall, Parking, Gymnasium, Barbeque area, Swimming Pool",,"Jalan Profesor Diraja Ungku Aziz, Seksyen 13, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-28 01:04,109945908,3.1187845641012735,101.63343327320472
"RM 2,800 per month","House, For rent",2-storey Terraced House,5,4,2662 sq.ft.,Not Furnished,,,,Selangor,Kajang,2025-01-28 00:50,109945851,,
"RM 2,800 per month","House, For rent",Semi-Detached House,4,3,2050 sq.ft.,Partially Furnished,"Security, Minimart, Parking",,,Selangor,Aman Perdana,2025-01-28 00:48,108740715,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Playground, Gymnasium, Security, Parking, Multipurpose hall",,"Jalan Impian Indah, The Earth @ Bukit Jalil, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-28 00:47,101512621,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Minimart, Parking",,"Jalan 17/155c, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-28 00:46,109524863,3.0606221782984746,101.66792375695547
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,,,"Jalan 2/155a,, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-28 00:46,109512547,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Playground, Swimming Pool, Gymnasium, Security, Lift",,"Jalan Tasik Raja Lumu U4/17, Taman Subang Delima, Seksyen U4, Subang Bestari, Selangor",Selangor,Subang Bestari,2025-01-28 00:45,109945871,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1357 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium, Playground, Sauna, Parking, Lift","Air-Cond, Cooking Allowed","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-28 00:45,109945844,5.96684616568953,116.09667462063587
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Parking, Minimart, Playground, Swimming Pool, Security, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Liku Tasik Selatan 21/146, Cheras, Selangor",Selangor,Cheras,2025-01-28 00:45,42927512,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,746 sq.ft.,Partially Furnished,"Security, Lift, Swimming Pool, Playground",,"Jalan PJS8/9, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-28 00:45,109945847,,
RM 800 per month,"House, For rent",2-storey Terraced House,2,2,1400 sq.ft.,Partially Furnished,,,,Johor,Kluang,2025-01-28 00:45,109945846,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,955 sq.ft.,Fully Furnished,"Playground, Parking, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Jalan Suak Batu, Off Jalan Lintas, Penampang, Sabah",Sabah,Penampang,2025-01-28 00:44,109945870,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,780 sq.ft.,Partially Furnished,"Playground, Security, Parking, Multipurpose hall","Near KTM/LRT, Internet","Jalan Liku Tasik Selatan 21/146, Cheras, Selangor",Selangor,Cheras,2025-01-28 00:42,47017591,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,780 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet, Air-Cond","Jalan 10/142, Taman Orkid Desa, Taman Connaught, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-28 00:29,47374124,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Selangor,Cyberjaya,2025-01-28 00:28,109945834,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Off Jalan Lintas, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-28 00:25,109945801,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2200 sq.ft.,Fully Furnished,Security,"Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Bangi,2025-01-28 00:25,109945799,,
"RM 3,000 per month","House, For rent",Terraced House,4,3,1900 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Putrajaya,Putrajaya,2025-01-28 00:23,109945824,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1107 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran 3, Bandar Baru Selayang, Selayang, Selangor",Selangor,Selayang,2025-01-28 00:23,109781828,3.259165099409541,101.6523176053863
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Playground, Lift, Barbeque area, Parking, Swimming Pool, Multipurpose hall, Security",,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-28 00:16,109708682,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1200 sq.ft.,Partially Furnished,"Security, Multipurpose hall, Parking, Gymnasium, Lift, Playground, Swimming Pool, Minimart","Air-Cond, Cooking Allowed","Off Jalan P15H, Lebuh Perdana Timur, Presint 15, Putrajaya, Putrajaya",Putrajaya,Putrajaya,2025-01-28 00:10,109945797,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,805 sq.ft.,Partially Furnished,"Security, Jogging Track, Parking, Swimming Pool, Gymnasium, Barbeque area, Playground, Lift",,"Jalan Impian Indah, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-28 00:09,109945792,,
"RM 5,400 per month","House, For rent",Townhouse,7,4,2583 sq.ft.,Fully Furnished,"Parking, Security, Club house",,,Selangor,Puchong,2025-01-28 00:09,109945791,,
"RM 1,500 per month","House, For rent",Others,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed",,Johor,Permas Jaya,2025-01-28 00:06,109761401,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Playground, Lift, Barbeque area, Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium, Jogging Track",,"Jalan Sungai Ara 10, Sungai Ara, Penang",Penang,Sungai Ara,2025-01-28 00:05,109945776,5.3247146,100.2604788
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,635 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Playground, Minimart, Swimming Pool, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-01-28 00:04,109936369,2.8370947563536943,101.69652554537934
"RM 3,500 per month","House, For rent",2.5-storey Terraced House,4,4,2350 sq.ft.,Fully Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track","Cooking Allowed, Washing Machine, Near KTM/LRT, Air-Cond",,Selangor,Sepang,2025-01-28 00:04,109922838,,
"RM 2,700 per month","House, For rent",2-storey Terraced House,4,3,2300 sq.ft.,Partially Furnished,"Parking, Barbeque area, Security","Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Sepang,2025-01-28 00:04,109922897,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,700 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Playground, Minimart, Swimming Pool, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-01-28 00:04,109937443,2.8370947563536943,101.69652554537934
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security",Near KTM/LRT,"Seri Kembangan, Bandar Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-28 00:02,109814647,,
"RM 12,000 per month","House, For rent",Bungalow House,9,7,11900 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Kuala Lumpur,Old Klang Road,2025-01-27 23:58,109883930,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,680 sq.ft.,Partially Furnished,"Parking, Security, Lift",Washing Machine,"Lorong Lembah Indah 1, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-01-27 23:57,109699969,,
"RM 5,500 per month","House, For rent",Townhouse,4,4,2583 sq.ft.,Fully Furnished,"Parking, Security, Club house",,,Selangor,Puchong,2025-01-27 23:55,109945733,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,1050 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Club house, Playground, Squash Court, Jogging Track, Multipurpose hall, Security, Barbeque area, Swimming Pool",,"Jalan Dato Keramat, Georgetown, Penang",Penang,Georgetown,2025-01-27 23:45,109945720,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,1,750 sq.ft.,Fully Furnished,"Parking, Barbeque area, Sauna, Multipurpose hall, Gymnasium, Playground, Swimming Pool, Security, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bantayan Minintod, Bukit Bantayan, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-27 23:45,109945719,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,Security,Air-Cond,,Melaka,Ayer Keroh,2025-01-27 23:44,104811730,,
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,1,2,1137 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Barbeque area, Gymnasium, Tennis Court, Multipurpose hall, Club house, Playground, Security, Parking, Lift, Sauna, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Internet","Off Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-27 23:34,107271751,5.4575905,100.3126484
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,400 sq.ft.,Fully Furnished,"Security, Lift, Playground, Swimming Pool, Multipurpose hall, Minimart, Gymnasium, Parking, Squash Court, Jogging Track",,"Jalan Sungai Tiram 8, Off Jalan Tun Dr Awang, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-27 23:30,109945678,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Parking, Security, Playground, Lift, Barbeque area, Minimart, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed","Jalan Kenanga 3/31, Kampung Tujuh Gajah Berang, Melaka City, Melaka",Melaka,Melaka City,2025-01-27 23:29,109907888,,
RM 700 per month,"Apartment / Condominium, For rent",Flat,2,1,640 sq.ft.,Not Furnished,"Security, Parking",,"Halaman Zoo 2, Off Jalan Ru, Ayer Itam, Penang",Penang,Ayer Itam,2025-01-27 23:26,109945707,,
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,3,2,557 sq.ft.,Partially Furnished,"Gymnasium, Lift, Security, Swimming Pool, Parking, Playground, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Sentosa 2, Taman Bukit Lela, Gombak, Selangor",Selangor,Gombak,2025-01-27 23:25,109698900,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1002 sq.ft.,Partially Furnished,"Security, Lift, Swimming Pool, Playground, Parking",,"Jalan P. Patto, Kawasan Perindustrian Mak Mandin, Butterworth, Penang",Penang,Butterworth,2025-01-27 23:25,109945640,,
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Playground, Lift, Parking, Gymnasium, Swimming Pool, Jogging Track, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Akasa, Akasa Cheras Selatan, Cheras, Selangor",Selangor,Cheras,2025-01-27 23:25,109007067,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Playground, Security, Gymnasium, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Lift","Cooking Allowed, Washing Machine","Jalan Lingkaran Tengah 2, Batu Caves, Selangor",Selangor,Batu Caves,2025-01-27 23:22,108828362,3.2370255000017187,101.70282440085525
"RM 3,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Multipurpose hall, Security, Playground, Gymnasium, Lift, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-27 23:21,109076728,,
"RM 1,300 per month","House, For rent",Others,3,2,925 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track","Near KTM/LRT, Cooking Allowed",,Selangor,Klang,2025-01-27 23:15,109945672,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,680 sq.ft.,Partially Furnished,,,"Jalan PJS 6/5c, PJS 6, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-27 23:11,109636141,3.0795383629690005,101.6175080709761
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,2,1,800 sq.ft.,Not Furnished,"Security, Minimart, Lift",,"Jalan PJS 11/6, PJS 11, Bandar Sunway, Selangor",Selangor,Bandar Sunway,2025-01-27 23:11,109836365,3.071866318424585,101.6032208460438
RM 850 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,,,"Jalan Semenyih Indah 6, Off Jalan Dusun, Semenyih, Selangor",Selangor,Semenyih,2025-01-27 23:10,109857993,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Security, Swimming Pool, Playground, Parking, Gymnasium, Jogging Track, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Ceria, Off Persiaran Sepang, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-27 23:09,109945623,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,951 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Parking, Lift, Barbeque area, Sauna",,"Jalan Simfoni 2, Off Lebuhraya SILK, Balakong, Selangor",Selangor,Balakong,2025-01-27 23:07,109945597,,
"RM 5,400 per month","House, For rent",Townhouse,7,4,2583 sq.ft.,Fully Furnished,"Parking, Security, Club house",,,Selangor,Puchong,2025-01-27 23:05,109945552,,
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1246 sq.ft.,Fully Furnished,"Security, Gymnasium, Lift, Parking, Swimming Pool, Multipurpose hall, Playground",,"Persiaran Bayan Indah Off Bayan Mutiara, Gelugor, Penang",Penang,Gelugor,2025-01-27 23:05,109945550,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,940 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Gymnasium, Jogging Track, Swimming Pool, Playground, Barbeque area, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-27 23:01,109869764,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1170 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security, 11",,,Selangor,Klang,2025-01-27 23:01,71976797,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,1093 sq.ft.,Fully Furnished,"Security, Multipurpose hall, Barbeque area, Swimming Pool, Jogging Track, Gymnasium","Air-Cond, Washing Machine","Jalan Goh Hock Huat, Kawasan 18, Klang, Selangor",Selangor,Klang,2025-01-27 23:01,108540322,,
