monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 1,100 per month","House, For rent",2-storey Terraced House,3,2,1960 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart, Jogging Track",,,Sabah,Tawau,2025-01-02 08:01,109623198,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,901 sq.ft.,Not Furnished,"Lift, Parking, Security, Playground, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Jogging Track",Cooking Allowed,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-01-02 08:00,109623194,,
"RM 1,000 per month","House, For rent",Others,3,2,2100 sq.ft.,Not Furnished,,Cooking Allowed,,Negeri Sembilan,Nilai,2025-01-02 08:00,109623191,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,660 sq.ft.,Fully Furnished,"Minimart, Playground, Tennis Court, Sauna, Multipurpose hall, Club house, Gymnasium, Jogging Track, Parking, Security, Swimming Pool, Squash Court, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sagu 36, Taman Daya, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 07:59,109273450,1.5553107337082526,103.76190188537824
"RM 4,500 per month","House, For rent",2-storey Terraced House,4,3,1430 sq.ft.,Partially Furnished,Security,"Air-Cond, Cooking Allowed",,Johor,Iskandar Puteri,2025-01-02 07:56,109547117,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1500 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Barbeque area, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 07:55,108928293,1.467763139109315,103.7250491807238
"RM 3,500 per month","House, For rent",Bungalow House,5,4,4251 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Melaka,Bukit Baru,2025-01-02 07:55,109427516,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Playground, Lift",,"Jalan Pulai Mutiara Utama 2, Taman Pulai Mutiara 2, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 07:55,109599543,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,6,4,2800 sq.ft.,Partially Furnished,Parking,,,Selangor,Bukit Beruntung,2025-01-02 07:53,108734505,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Multipurpose hall, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-02 07:51,109405967,3.049334850458064,101.69358254755075
"RM 1,490 per month","Apartment / Condominium, For rent",Service Residence,2,2,650 sq.ft.,Partially Furnished,"Barbeque area, Swimming Pool, Security, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Uranus U5/125, Subang Pelangi, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 07:50,109005736,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Not Furnished,,,,Penang,Batu Maung,2025-01-02 07:48,109623175,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,2,1100 sq.ft.,Fully Furnished,"Sauna, Security, Swimming Pool, Playground, Gymnasium, Tennis Court, Barbeque area, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Tanjong Tokong, Kampung Masjid Bagan, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-02 07:48,108994383,,
"RM 1,190 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Minimart, Parking, Playground",,"Jalan Bukit Gambier, Taman Bukit Jambul, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 07:46,109574010,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,2,1,600 sq.ft.,Partially Furnished,Playground,Near KTM/LRT,"Off Jalan Mentari 2, Taman Naga Emas, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-02 07:16,109450590,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Parking, Security, Playground",Cooking Allowed,"Persiaran Meranti, Bandar Sri Damansara, Selangor",Selangor,Bandar Sri Damansara,2025-01-02 06:50,109623121,3.1825885187785077,101.61117306187955
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,1,1400 sq.ft.,Not Furnished,"Parking, Playground, Minimart","Cooking Allowed, Washing Machine",,Selangor,Shah Alam,2025-01-02 06:50,109623120,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,3,2,1078 sq.ft.,Partially Furnished,"Parking, Minimart, Jogging Track",Cooking Allowed,,Johor,Johor Bahru,2025-01-02 06:45,109623119,,
"RM 1,150 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Security, Swimming Pool, Gymnasium, Playground, Barbeque area, Jogging Track, Parking, Lift, Minimart, Multipurpose hall",Cooking Allowed,"Lengkok Kelicap, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 06:45,108868466,5.302510687679897,100.25677263789284
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,750 sq.ft.,Not Furnished,"Playground, Minimart, Multipurpose hall, Barbeque area, Security, Swimming Pool, Gymnasium, Parking, Lift, Sauna, Club house, Jogging Track","Cooking Allowed, Air-Cond, Near KTM/LRT","Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 06:11,108491202,3.07873,101.5462915
RM 500 per month,"Apartment / Condominium, For rent",Apartment,1,1,200 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Selangor,Kajang,2025-01-02 06:05,108870239,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,"Minimart, Playground, Parking, Security","Cooking Allowed, Near KTM/LRT, Internet",,Selangor,Kajang,2025-01-02 06:03,108644845,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,"Minimart, Parking, Security, Playground, Jogging Track","Cooking Allowed, Near KTM/LRT, Internet, Air-Cond",,Selangor,Seri Kembangan,2025-01-02 06:00,109468282,,
"RM 15,000 per month","Apartment / Condominium, For rent",Others,6,6,4616 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet",,Selangor,Shah Alam,2025-01-02 05:38,109358907,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,2,2,851 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart, Club house, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Harapan, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 05:38,109356563,3.1284959800905687,101.6299003686273
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,750 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Jogging Track, Security, Minimart, Barbeque area, Multipurpose hall, Lift, Club house","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Lorong Masjid 1, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 05:23,109356476,3.136534071795246,101.61430211315547
RM 990 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Security, Minimart, Playground, Parking",,"Jalan Ukay Perdana 4, Ukay Perdana, Ampang, Selangor",Selangor,Ampang,2025-01-02 04:55,109365600,3.20386916070861,101.77551297522241
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,2,1,590 sq.ft.,Fully Furnished,"Playground, Security, Parking, Swimming Pool, Gymnasium, Jogging Track, Lift, Multipurpose hall",,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",Selangor,Kajang,2025-01-02 04:45,109623080,2.9599028,101.7946165
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Partially Furnished,"Playground, Parking, Security, Swimming Pool, Jogging Track, Barbeque area",,"Persiaran Seri Alam, Bandar Seri Alam, Masai, Johor",Johor,Masai,2025-01-02 04:20,109184097,1.5107159568399515,103.86516764476701
"RM 1,599 per month","House, For rent",2-storey Terraced House,3,2,770 sq.ft.,Partially Furnished,,,,Johor,Skudai,2025-01-02 04:01,109623065,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,736 sq.ft.,Partially Furnished,,,"Kemuning, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 04:00,109478681,3.0549305,101.5231842
"RM 4,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1122 sq.ft.,Fully Furnished,"Gymnasium, Playground, Multipurpose hall, Parking, Security, Swimming Pool, Lift, Barbeque area",,"Jalan Kiara 5, Mont Kiara, Kuala Lumpur",Kuala Lumpur,Mont Kiara,2025-01-02 03:49,109623060,3.167764736026223,101.64694071185404
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,689 sq.ft.,Fully Furnished,"Parking, Barbeque area, Playground, Tennis Court, Lift, Multipurpose hall, Security, Swimming Pool, Gymnasium",,"Jalan Laksamana 1, Off Persiaran Laksamana, Puteri Harbour, Johor",Johor,Puteri Harbour,2025-01-02 03:28,109623054,,
"RM 3,900 per month","House, For rent",2-storey Terraced House,4,4,2200 sq.ft.,Fully Furnished,"Lift, Playground",,,Johor,Gelang Patah,2025-01-02 03:17,109426579,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,2,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Security, Playground, Lift, Barbeque area, Parking, Tennis Court",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 03:10,109623040,1.4623036,103.7303918
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Signal Hill Park, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 03:05,109623039,5.996557728197698,116.09020640944601
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,450 sq.ft.,Fully Furnished,"Minimart, Playground, Jogging Track, Security, Parking, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall",,"Lorong Masjid 1, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 03:05,109623037,3.136534071795246,101.61430211315547
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,1,689 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Tennis Court, Squash Court, Sauna, Multipurpose hall, Barbeque area, Security, Gymnasium, Lift",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 03:05,109623036,1.4623036,103.7303918
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Jogging Track, Parking, Playground, Multipurpose hall, Security, Swimming Pool, Barbeque area, Lift, Gymnasium, Sauna, Minimart, Club house",,"Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:57,109498978,,
"RM 3,500 per month","House, For rent",2.5-storey Terraced House,6,6,1760 sq.ft.,Partially Furnished,,Air-Cond,,Selangor,Selayang,2025-01-02 02:56,109348065,,
"RM 2,300 per month","Apartment / Condominium, For rent",Apartment,2,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Lift",,"Persiaran Ledang, East Ledang, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-01-02 02:55,109623030,1.420827,103.6173257
"RM 1,300 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,1400 sq.ft.,Partially Furnished,Parking,,"Jalan Scientex Jaya 32, Senai, Johor",Johor,Senai,2025-01-02 02:48,109623035,1.631380471008147,103.68242872146011
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,1000 sq.ft.,Fully Furnished,"Security, Lift, Barbeque area, Sauna, Multipurpose hall, Parking, Playground, Swimming Pool, Gymnasium",,"Jalan Tengah, Taman Laguna, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:47,109251075,1.4664073,103.7015234
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Playground, Barbeque area, Security, Tennis Court, Sauna, Parking, Swimming Pool, Gymnasium, Lift, Minimart",,"Jalan Persiaran Mutiara Mas, Skudai, Johor",Johor,Skudai,2025-01-02 02:46,109530776,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Lift, Sauna, Security, Playground, Gymnasium, Multipurpose hall, Barbeque area, Club house, Minimart, Jogging Track, Tennis Court",,"Jalan Larkin Perdana 2, Taman Larkin Perdana, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:44,109623032,,
"RM 3,000 per month","House, For rent",2-storey Terraced House,5,4,2240 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-01-02 02:44,109623031,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,Selangor,Damansara Damai,2025-01-02 02:36,109297005,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Lift, Sauna, Security, Swimming Pool, Parking, Playground, Multipurpose hall, Barbeque area, Club house, Jogging Track, Tennis Court, Minimart",,"Jalan Larkin Perdana 2, Taman Larkin Perdana, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:36,109600156,,
"RM 1,450 per month","House, For rent",1-storey Terraced House,3,2,1650 sq.ft.,Not Furnished,,,,Selangor,Selayang,2025-01-02 02:35,109309102,,
"RM 4,300 per month","House, For rent",Semi-Detached House,4,5,2800 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Selayang,2025-01-02 02:35,109453336,,
"RM 3,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1100 sq.ft.,Fully Furnished,"Playground, Parking, Security, Swimming Pool, Gymnasium, Jogging Track, Club house, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court",,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:32,109382640,1.4455676,103.9386164
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,3,3,1200 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Playground, Tennis Court, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Jogging Track",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:30,109623017,1.4623036,103.7303918
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,2500 sq.ft.,Partially Furnished,Parking,"Cooking Allowed, Washing Machine, Air-Cond",,Melaka,Sungai Udang,2025-01-02 02:30,109623016,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,1,1,620 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Playground, Gymnasium, Barbeque area, Security, Minimart, Swimming Pool, Lift, Sauna",,"Persiaran Medini Utara 3, Off Lebuh Medini Utama, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-01-02 02:29,109623025,,
"RM 2,500 per month","House, For rent",Semi-Detached House,5,5,4600 sq.ft.,Not Furnished,"Parking, Security, Playground",Cooking Allowed,,Selangor,Shah Alam,2025-01-02 02:28,109623024,,
"RM 1,699 per month","House, For rent",Cluster House,4,3,1700 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Jogging Track, Parking, Security","Air-Cond, Cooking Allowed",,Selangor,Setia Alam,2025-01-02 02:25,109623010,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,629 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Multipurpose hall, Lift, Barbeque area, Minimart, Club house, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 02:25,109623015,3.0647791269756985,101.48606686973181
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,735 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Lift, Barbeque area, Sauna, Security, Gymnasium, Jogging Track, Multipurpose hall",,"Persiaran Perdana, Taman Bucida Hijauan, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-02 02:20,108912604,,
"RM 1,899 per month","House, For rent",Semi-Detached House,4,3,1700 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Jogging Track, Parking, Security","Air-Cond, Cooking Allowed",,Selangor,Setia Alam,2025-01-02 02:15,109622997,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,2,2,1000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Barbeque area, Minimart, Gymnasium, Sauna, Parking, Playground, Multipurpose hall, Lift",,"Jalan Storey, Bukit Senyum, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:12,109498976,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,3,2,1500 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-01-02 02:12,109519257,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,1150 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Barbeque area, Security, Playground, Sauna, Multipurpose hall, Swimming Pool",,"Jalan Tengah, Taman Laguna, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:12,109540144,1.4664073,103.7015234
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,1000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Club house, Jogging Track, Playground, Gymnasium, Parking, Sauna, Barbeque area, Minimart, Lift, Multipurpose hall, Squash Court, Tennis Court",,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 02:12,109519259,1.4456292721710593,103.93859408054762
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,1,1,620 sq.ft.,Fully Furnished,"Playground, Barbeque area, Security, Gymnasium, Jogging Track, Lift, Multipurpose hall, Parking, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Genting Klang, Taman Danau Kota, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 02:09,109516670,,
RM 750 per month,"Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Jogging Track, Parking, Security, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Club house",Cooking Allowed,"Jalan PJU 10/9, Prima Damansara, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-01-02 02:06,109612559,3.1975349895572003,101.6000537498203
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,,,,Selangor,Bandar Bukit Raja,2025-01-02 02:06,109623007,,
"RM 1,499 per month","Apartment / Condominium, For rent",Condominium,3,2,1059 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Security, Gymnasium, Playground, Sauna, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Dr George Lim Ah Soo, Taman Equine, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-02 02:05,109009974,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1540 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine, Internet",,Melaka,Cheng,2025-01-02 02:05,109622986,,
RM 550 per month,"Apartment / Condominium, For rent",Condominium,3,2,150 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Lift, Barbeque area, Multipurpose hall, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Santuari 2, Kampung Baru Air Panas, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 02:05,109622985,,
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,824 sq.ft.,Partially Furnished,"Barbeque area, Security, Playground, Gymnasium, Multipurpose hall, Parking, Swimming Pool, Lift","Cooking Allowed, Air-Cond, Washing Machine","Jalan Stampin Baru 4, Off Jalan Stutong Baru, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 02:05,109622983,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,629 sq.ft.,Fully Furnished,"Parking, Security, Multipurpose hall, Swimming Pool, Barbeque area, Playground, Lift, Minimart, Gymnasium, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",Selangor,I-City,2025-01-02 02:04,109623003,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Minimart, Playground",,"Jalan 2/76a, Desa Pandan, Desa Pandan, Kuala Lumpur",Kuala Lumpur,Desa Pandan,2025-01-02 02:04,109623002,3.145854637314335,101.73206231222133
"RM 1,899 per month","House, For rent",Semi-Detached House,4,3,1700 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Jogging Track, Parking, Security","Air-Cond, Cooking Allowed",,Selangor,Setia Alam,2025-01-02 02:01,109622999,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Partially Furnished,,,,Johor,Kulai,2025-01-02 01:50,109498977,,
"RM 1,250 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Murni U13/51, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-02 01:49,109013977,3.1188307039333805,101.45292025158282
"RM 2,250 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Jogging Track, Security, Parking, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Gombak, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 01:49,108428590,3.1955038128170634,101.70497325131782
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Partially Furnished,"Gymnasium, Security, Minimart, Swimming Pool, Parking, Playground, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Usahawan 2, Off Jalan Genting Kelang, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 01:49,107247309,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1040 sq.ft.,Partially Furnished,"Security, Parking, Playground, Swimming Pool, Gymnasium, Minimart, Lift, Barbeque area, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Usahawan 2, Off Jalan Genting Kelang, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 01:49,105550962,,
"RM 1,900 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Fully Furnished,,,,Kedah,Kulim,2025-01-02 01:46,109622976,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Playground, Parking",,"Persiaran Kasuarina, Bandar Botanic, Port Klang, Selangor",Selangor,Port Klang,2025-01-02 01:45,108994174,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,914 sq.ft.,Partially Furnished,"Playground, Jogging Track, Parking, Swimming Pool, Barbeque area, Security, Lift, Minimart","Air-Cond, Cooking Allowed","Jalan Bayu Puteri 2, Taman Bayu Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:45,109622960,1.5012358561952133,103.78868238700376
"RM 1,850 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Playground, Minimart, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Security, Parking, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan 1/27e, Setapak Jaya, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-02 01:43,109622973,3.1939693481232014,101.72668212543824
"RM 1,850 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Playground, Minimart, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Security, Parking, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan 1/27e, Setapak Jaya, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-02 01:42,109622970,3.1939693481232014,101.72668212543824
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,,,Selangor,Bandar Bukit Raja,2025-01-02 01:42,109622968,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Playground, Swimming Pool, Parking, Gymnasium, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:36,109028226,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Playground, Tennis Court, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:35,109563653,1.4676996579290054,103.7249724411857
RM 750 per month,"Apartment / Condominium, For rent",Apartment,2,1,540 sq.ft.,Not Furnished,,Cooking Allowed,"Taman Shamelin Perkasa, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-02 01:35,108862422,3.12559615,101.73889101576535
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,2,1,850 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Security, Multipurpose hall, Gymnasium, Lift, Playground, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:30,109444055,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1075 sq.ft.,Fully Furnished,"Sauna, Parking, Playground, Lift, Barbeque area, Multipurpose hall, Security, Swimming Pool, Gymnasium",,"Jalan Sungai Burung 32/68, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 01:30,108994256,3.000952242683918,101.52784390971271
