monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,1225 sq.ft.,Fully Furnished,"Parking, Lift, Gymnasium, Jogging Track, Barbeque area, Playground, Security, Swimming Pool, Sauna, Multipurpose hall, Minimart, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Medini Sentral 1, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-01-29 13:50,109955339,1.4106835400280757,103.62737614575731
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,968 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Parking, Swimming Pool, Barbeque area, Security, Gymnasium, Lift, Minimart, Club house, Tennis Court, Squash Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:50,109955365,1.4676996579290054,103.7249724411857
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Club house, Swimming Pool, Security, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Pusat Bandar, Bandar Baru Nilai, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-29 13:48,109343912,2.819538477862071,101.78942660701775
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Fully Furnished,"Parking, Gymnasium, Club house, Jogging Track, Sauna, Security, Swimming Pool, Playground, Lift, Barbeque area, Tennis Court, Squash Court, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Negeri Sembilan,Nilai,2025-01-29 13:48,109343880,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Fully Furnished,"Parking, Gymnasium, Club house, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT",,Selangor,Sepang,2025-01-29 13:47,109514837,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Fully Furnished,"Parking, Gymnasium, Club house, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT",,Selangor,Sepang,2025-01-29 13:47,109514855,,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,900 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking, Swimming Pool",,"Off Taman Len Seng, Cheras, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-29 13:47,109791368,,
"RM 1,500 per month","House, For rent",Terraced House,4,3,1080 sq.ft.,Partially Furnished,"Parking, Security, Playground",,,Selangor,Puchong,2025-01-29 13:46,109955456,,
RM 550 per month,"House, For rent",Terraced House,3,2,1300 sq.ft.,Not Furnished,"Jogging Track, Parking, Security, Swimming Pool, Playground, Minimart, Multipurpose hall, Club house",,,Perak,Sitiawan,2025-01-29 13:46,109955445,,
RM 500 per month,"House, For rent",Semi-Detached House,2,1,2000 sq.ft.,Partially Furnished,,,,Kelantan,Machang,2025-01-29 13:45,109955394,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,2,2,896 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house, Tennis Court, Multipurpose hall, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Forest City, Forest City, Gelang Patah, Johor",Johor,Gelang Patah,2025-01-29 13:45,109955315,,
RM 999 per month,"Apartment / Condominium, For rent",Others,3,2,900 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Minimart",Near KTM/LRT,,Kuala Lumpur,Cheras,2025-01-29 13:44,109955393,,
"RM 3,300 per month","Apartment / Condominium, For rent",Condominium,2,2,1050 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Pantai Murni 7, Pantai, Kuala Lumpur",Kuala Lumpur,Pantai,2025-01-29 13:44,109955388,3.102546123976968,101.66333772822732
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,603 sq.ft.,Fully Furnished,,Air-Cond,,Negeri Sembilan,Port Dickson,2025-01-29 13:43,109955384,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1780 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Sepang,2025-01-29 13:43,109907385,,
"RM 1,750 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed",,Johor,Skudai,2025-01-29 13:42,109955376,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Parking, Security, Playground, Multipurpose hall","Air-Cond, Cooking Allowed","Lebuh Meru Raya, Bandar Meru Raya, Ipoh, Perak",Perak,Ipoh,2025-01-29 13:42,109955374,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Partially Furnished,Parking,Cooking Allowed,,Terengganu,Kuala Terengganu,2025-01-29 13:42,109955373,,
"RM 1,000 per month","House, For rent",2-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground",,,Negeri Sembilan,Others,2025-01-29 13:42,109955372,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Parking, Security, Swimming Pool, Lift","Cooking Allowed, Internet, Washing Machine, Air-Cond","Jalan 7/4, Seksyen 7, Bandar Baru Bangi, Bangi, Selangor",Selangor,Bangi,2025-01-29 13:42,109955371,2.9671558499999997,101.7852799
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,4,2600 sq.ft.,Not Furnished,,,,Selangor,Sepang,2025-01-29 13:36,108586161,,
"RM 1,400 per month","House, For rent",Terraced House,3,2,2548 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground",Cooking Allowed,,Johor,Skudai,2025-01-29 13:35,109955335,,
"RM 3,500 per month","House, For rent",2-storey Terraced House,4,4,2880 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Negeri Sembilan,Seremban,2025-01-29 13:35,109955332,,
"RM 1,200 per month","House, For rent",Townhouse,3,2,750 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Kuala Lumpur,Sentul,2025-01-29 13:35,109955331,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,908 sq.ft.,Fully Furnished,"Security, Parking, Playground, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed","Off Jalan Buli Sim Sim, Sandakan, Sabah",Sabah,Sandakan,2025-01-29 13:35,109955328,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Security, Playground, Lift",Cooking Allowed,"Jalan Bagan Baru 1, Kampung Jawa, Butterworth, Penang",Penang,Butterworth,2025-01-29 13:35,109955324,,
RM 700 per month,"House, For rent",1-storey Terraced House,3,2,1500 sq.ft.,Partially Furnished,"Playground, Minimart, Jogging Track, Parking",Washing Machine,,Johor,Muar,2025-01-29 13:34,109955320,,
RM 950 per month,"House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,"Security, Playground",,,Johor,Kota Tinggi,2025-01-29 13:33,109955318,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,1,900 sq.ft.,Partially Furnished,"Parking, Playground, Minimart","Cooking Allowed, Near KTM/LRT",,Selangor,Bangi,2025-01-29 13:33,109955316,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Security, Playground, Barbeque area, Lift, Parking, Swimming Pool, Gymnasium, Jogging Track",,"Tingkat Kelicap, Off Persiaran Kelicap, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-29 13:33,108392451,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1300 sq.ft.,Fully Furnished,"Security, Lift, Parking, Minimart, Playground, Swimming Pool, Gymnasium, Jogging Track, Barbeque area",,"Jalan Paya Terubong, Off Jalan Dato Ismail Hashim, Relau, Penang",Penang,Relau,2025-01-29 13:32,109195256,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,778 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground",Cooking Allowed,"Jalan Bintang U5/33, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-29 13:32,109955311,3.1864452276274657,101.53510552651987
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Playground, Gymnasium, Security, Minimart",,"Jalan Tasik Permaisuri 3, Bandar Tasik Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-29 13:31,109576593,,
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,"Parking, Playground",Cooking Allowed,,Selangor,Klang,2025-01-29 13:30,109955307,,
"RM 1,700 per month","House, For rent",Others,4,4,2238 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium, Jogging Track, Barbeque area",Cooking Allowed,,Selangor,Sepang,2025-01-29 13:30,109955211,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,901 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Club house, Parking, Swimming Pool, Jogging Track, Playground, Lift, Security, Multipurpose hall","Internet, Cooking Allowed, Air-Cond","Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-01-29 13:30,109955217,,
RM 900 per month,"Apartment / Condominium, For rent",Flat,2,1,550 sq.ft.,Partially Furnished,,,"Jalan 16/56, Taman Setiawangsa, Setiawangsa, Kuala Lumpur",Kuala Lumpur,Setiawangsa,2025-01-29 13:29,109780893,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1077 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Multipurpose hall, Club house, Security, Minimart, Gymnasium",,"Jalan Harbour View, Off Jalan New Ferry, Butterworth, Penang",Penang,Butterworth,2025-01-29 13:29,109955305,,
"RM 2,150 per month","Apartment / Condominium, For rent",Condominium,3,2,1124 sq.ft.,Fully Furnished,"Security, Playground, Parking, Lift, Swimming Pool",,"Lorong Canggih, Off Jalan Tuaran By Pass, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-29 13:28,109955304,,
"RM 1,460 per month","Apartment / Condominium, For rent",Condominium,3,2,1020 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool, Lift, Playground, Minimart, Jogging Track, Multipurpose hall, Gymnasium","Air-Cond, Near KTM/LRT","Off Jalan SG 9/8, Taman Sri Gombak, Gombak, Selangor",Selangor,Gombak,2025-01-29 13:27,109955293,,
RM 650 per month,"Apartment / Condominium, For rent",Flat,3,2,646 sq.ft.,Partially Furnished,Parking,,"Lorong Saujana Permai 9, Taman Saujana Permai, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-29 13:27,109955287,5.345052741756763,100.46287055947636
"RM 15,000 per month","Apartment / Condominium, For rent",Condominium,4,4,4629 sq.ft.,Fully Furnished,"Playground, Parking, Lift, Sauna, Gymnasium, Squash Court, Security, Swimming Pool, Barbeque area, Multipurpose hall",,"Off Jalan Pantai Sinaran, Gelugor, Penang",Penang,Gelugor,2025-01-29 13:26,106721302,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1550 sq.ft.,Fully Furnished,"Playground, Lift, Multipurpose hall, Club house, Swimming Pool, Security, Gymnasium, Sauna, Parking",,"Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-29 13:26,109681260,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1550 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool, Sauna, Parking, Lift, Gymnasium, Security, Club house",,"Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-29 13:25,109784231,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,2,2,1029 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool, Gymnasium, Playground, Barbeque area, Minimart, Club house, Tennis Court, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Forest City - Lebuhraya Tanjung Pelepas, Gelang Patah, Johor",Johor,Gelang Patah,2025-01-29 13:24,109955263,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,1029 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool, Lift, Security, Gymnasium, Parking, Barbeque area, Minimart, Club house, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:22,109955243,1.4676996579290054,103.7249724411857
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,2,2,968 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Parking, Swimming Pool, Barbeque area, Security, Gymnasium, Lift, Minimart, Club house, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:22,109955235,1.4676996579290054,103.7249724411857
"RM 2,950 per month","Apartment / Condominium, For rent",Apartment,4,4,1350 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Playground, Tennis Court, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:19,109604510,1.4676996579290054,103.7249724411857
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1109 sq.ft.,Fully Furnished,"Security, Playground, Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Lift, Parking, Swimming Pool",,"Lebuh Sungai Pinang 1, Jelutong, Penang",Penang,Jelutong,2025-01-29 13:18,109893011,5.4016431359530594,100.32459566000567
RM 700 per month,"House, For rent",1-storey Terraced House,4,2,1400 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Selangor,Kapar,2025-01-29 13:14,109615681,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,1,1,510 sq.ft.,Fully Furnished,"Security, Gymnasium, Lift",Air-Cond,"Jalan Pintas Penampang, Penampang, Sabah",Sabah,Penampang,2025-01-29 13:10,107607679,5.911701267242383,116.08774176883057
"RM 1,550 per month","Apartment / Condominium, For rent",Service Residence,1,1,567 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Barbeque area, Multipurpose hall, Security, Jogging Track, Parking, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:10,109955156,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,3,1140 sq.ft.,Partially Furnished,"Security, Lift, Parking, Swimming Pool, Playground, Jogging Track, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Cooking Allowed, Near KTM/LRT","Jalan 4/108a, Salak Selatan, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-29 13:10,109955194,3.07681657889971,101.71511501126787
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,3,1210 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Security, Playground, Swimming Pool, Lift, Gymnasium","Cooking Allowed, Air-Cond","Off Persiaran Bukit Takun 1, Templer Suasana, Rawang, Selangor",Selangor,Rawang,2025-01-29 13:08,109782366,,
RM 500 per month,"Apartment / Condominium, For rent",Apartment,3,2,755 sq.ft.,Not Furnished,"Security, Playground",Cooking Allowed,"Off Jalan Desa Ria, Bandar Country Homes, Rawang, Selangor",Selangor,Rawang,2025-01-29 13:08,108824324,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool, Security, Gymnasium, Parking, Jogging Track, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Sunsuria 1, Bandar Sunsuria, Sepang, Selangor",Selangor,Sepang,2025-01-29 13:07,108687803,,
"RM 3,800 per month","House, For rent",2-storey Terraced House,4,3,1850 sq.ft.,Partially Furnished,"Parking, Security, Lift, Barbeque area, Minimart, Playground, Gymnasium, Swimming Pool, Club house, Sauna, Tennis Court, Jogging Track, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",,Johor,Johor Bahru,2025-01-29 13:07,109650055,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,1,1,780 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Security, Multipurpose hall, Parking, Gymnasium, Playground, Tennis Court, Lift, Sauna, Minimart, Club house, Squash Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:06,109929813,1.4676996579290054,103.7249724411857
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,950 sq.ft.,Fully Furnished,"Lift, Security, Parking, Swimming Pool, Gymnasium, Barbeque area, Playground, Multipurpose hall, Sauna, Minimart, Jogging Track, Club house, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:06,109602710,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1350 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Tennis Court, Playground, Security, Lift, Multipurpose hall, Sauna, Barbeque area, Minimart, Club house, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 13:05,109602597,1.4676996579290054,103.7249724411857
"RM 1,598 per month","House, For rent",2-storey Terraced House,3,2,1000 sq.ft.,Partially Furnished,"Playground, Minimart, Parking","Near KTM/LRT, Cooking Allowed, Air-Cond",,Kuala Lumpur,Setapak,2025-01-29 12:55,109955081,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,484 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Minimart, Playground, Tennis Court, Lift, Swimming Pool, Jogging Track, Security, Gymnasium, Sauna","Air-Cond, Washing Machine","Jalan Mutiara Emas 9/23, Taman Mount Austin, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 12:54,109803035,1.5472139532473548,103.78789878770715
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,484 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Sauna, Minimart, Tennis Court, Jogging Track, Parking, Security, Playground, Lift","Air-Cond, Washing Machine","Jalan Mutiara Emas 9/23, Taman Mount Austin, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 12:54,109852803,1.5472139532473548,103.78789878770715
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,4,4,1851 sq.ft.,Not Furnished,"Playground, Parking, Swimming Pool, Jogging Track, Security, Lift",Cooking Allowed,"Jalan Batu Unjur 9, Taman Bayu Perdana, Klang, Selangor",Selangor,Klang,2025-01-29 12:50,109173151,3.021262934780762,101.43015575188953
RM 500 per month,"Apartment / Condominium, For rent",Flat,2,1,527 sq.ft.,Not Furnished,Playground,Cooking Allowed,"Jalan Bukit Mewah 29, Taman Bukit Mewah, Kajang, Selangor",Selangor,Kajang,2025-01-29 12:47,109782581,2.9889676092098223,101.79631716801103
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,870 sq.ft.,Partially Furnished,"Parking, Security, Playground, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Internet","Jalan Rebung Utama, Valencia, Sungai Buloh, Selangor",Selangor,Sungai Buloh,2025-01-29 12:46,109955100,,
RM 550 per month,"Apartment / Condominium, For rent",Flat,2,1,549 sq.ft.,Not Furnished,Playground,Cooking Allowed,"Bandar Teknologi Kajang, Semenyih, Semenyih, Selangor",Selangor,Semenyih,2025-01-29 12:46,108817488,2.9692095,101.8233769
RM 550 per month,"Apartment / Condominium, For rent",Flat,2,1,549 sq.ft.,Not Furnished,Playground,Cooking Allowed,"Bandar Teknologi Kajang, Semenyih, Semenyih, Selangor",Selangor,Semenyih,2025-01-29 12:40,108832109,2.9692095,101.8233769
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,700 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Lift, Minimart, Playground, Swimming Pool, Parking, Security","Air-Cond, Cooking Allowed","Persiaran IRC 3, IOI Resort City, Putrajaya, Putrajaya",Putrajaya,Putrajaya,2025-01-29 12:40,108485002,,
"RM 1,000 per month","Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,"Parking, Playground, Minimart, Jogging Track, Security, Lift",Near KTM/LRT,"Jalan Sri Permaisuri 1, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-29 12:40,109941480,3.099484345283117,101.70905931688175
RM 450 per month,"Apartment / Condominium, For rent",Flat,3,2,667 sq.ft.,Not Furnished,"Playground, Parking",Cooking Allowed,"Jalan Nilam 1, Off Jalan Semenyih, Kajang, Selangor",Selangor,Kajang,2025-01-29 12:40,108814322,,
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Playground, Gymnasium, Swimming Pool, Jogging Track, Parking, Security, Barbeque area, Lift, Minimart, Multipurpose hall","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 4/108a, Salak Selatan, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-29 12:40,109893191,3.0767493999999997,101.7152959
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,560 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Gymnasium, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sultan Ismail, Jalan Sultan Ismail, Kuala Lumpur",Kuala Lumpur,Jalan Sultan Ismail,2025-01-29 12:38,108832683,3.1593343,101.7013095
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,847 sq.ft.,Not Furnished,"Security, Parking, Minimart, Playground",,"Jalan Ipoh Rawang, Off Jalan Kuching, Gombak, Selangor",Selangor,Gombak,2025-01-29 12:30,109954962,,
"RM 1,798 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Squash Court, Security, Parking, Jogging Track, Playground, Barbeque area, Multipurpose hall, Lift","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine","Jalan Puchong Batu 13/12, Puchong, Selangor",Selangor,Puchong,2025-01-29 12:30,109954957,2.99278285,101.6193692
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,4,2,938 sq.ft.,Partially Furnished,"Swimming Pool, Playground, Gymnasium, Multipurpose hall, Parking, Security, Jogging Track, Barbeque area, Lift, Minimart","Air-Cond, Cooking Allowed","Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-29 12:26,109807539,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,700 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Playground, Minimart, Swimming Pool, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-01-29 12:19,109937443,2.836966345923956,101.69650564693185
"RM 2,300 per month","House, For rent",2-storey Terraced House,5,3,1890 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Selangor,Sepang,2025-01-29 12:19,109922650,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,1890 sq.ft.,Fully Furnished,,"Air-Cond, Near KTM/LRT, Cooking Allowed",,Selangor,Sepang,2025-01-29 12:19,109922694,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,635 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-01-29 12:19,109404345,2.836966345923956,101.69650564693185
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,2,1,850 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Parking, Security, Playground, Gymnasium, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 12:18,109459145,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,694 sq.ft.,Fully Furnished,"Parking, Gymnasium, Tennis Court, Multipurpose hall, Security, Swimming Pool, Playground, Lift, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Jalan Danga 1/1, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 12:17,109634401,1.482079667807297,103.72017568814329
"RM 1,999 per month","Apartment / Condominium, For rent",Condominium,4,2,1190 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Puchong Batu 13 1/2, Puchong, Selangor",Selangor,Puchong,2025-01-29 12:17,109772082,3.0536981807713253,101.62512592706165
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,1,900 sq.ft.,Partially Furnished,Parking,Near KTM/LRT,"Off Jalan Kelapa 18/42, Seksyen 18, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-29 12:16,109900431,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1129 sq.ft.,Fully Furnished,"Squash Court, Gymnasium, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Security, Lift, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 2/149b, Taman Sri Endah, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-01-29 12:16,109698683,3.0648626628012514,101.69241533930348
