monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Fully Furnished,"Playground, Security, Tennis Court, Barbeque area, Parking, Lift, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 08:28,2025-02-09,109812451,1.4676996579290054,103.7249724411857
"RM 2,200 per month","Apartment / Condominium, For rent",Apartment,3,2,916 sq.ft.,Fully Furnished,"Sauna, Parking, Security, Gymnasium, Minimart, Playground, Swimming Pool, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Dato Jaafar, Larkin, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 08:28,2025-02-09,110050224,1.495188909202652,103.75105306793702
"RM 3,700 per month","Apartment / Condominium, For rent",Service Residence,3,3,1617 sq.ft.,Fully Furnished,"Security, Playground, Parking, Swimming Pool, Gymnasium, Tennis Court, Multipurpose hall, Minimart, Lift, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Indah 15/2, Bukit Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 08:27,2025-02-09,110061100,1.4792697000000001,103.657002
"RM 3,300 per month","House, For rent",2-storey Terraced House,6,3,2308 sq.ft.,Partially Furnished,,,,Sabah,Kota Kinabalu,2025-02-09 08:25,2025-02-09,110061080,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Security, Playground, Gymnasium, Lift, Parking, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall","Cooking Allowed, Air-Cond","Jalan Santuari Utama, Kampung Baru Air Panas, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-09 08:24,2025-02-09,108198225,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,480 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Parking, Barbeque area, Playground, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 08:21,2025-02-09,110061090,,
"RM 1,490 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed",,Pahang,Kuantan,2025-02-09 08:20,2025-02-09,109953318,,
"RM 1,550 per month","House, For rent",Cluster House,3,2,1100 sq.ft.,Fully Furnished,Parking,"Cooking Allowed, Washing Machine",,Penang,Seberang Jaya,2025-02-09 08:20,2025-02-09,110000667,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,3,2,1000 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Penang,Batu Kawan,2025-02-09 08:17,2025-02-09,109383139,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,4,1600 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Penang,Simpang Ampat,2025-02-09 08:16,2025-02-09,109398822,,
RM 850 per month,"Apartment / Condominium, For rent",Service Residence,1,1,300 sq.ft.,Fully Furnished,"Jogging Track, Parking, Security, Gymnasium, Lift, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Sauna, Minimart, Club house, Tennis Court, Squash Court","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 08:15,2025-02-09,109586563,5.2407315186910095,100.44152169390041
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,1313 sq.ft.,Partially Furnished,"Parking, Playground, Multipurpose hall, Gymnasium, Lift, Barbeque area, Security, Swimming Pool, Sauna, Minimart, Club house, Tennis Court, Squash Court, Jogging Track","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 08:12,2025-02-09,109757085,5.240318978568288,100.43813882206682
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,4,1760 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track, Minimart, Security",Air-Cond,,Selangor,Denai Alam,2025-02-09 08:10,2025-02-09,110061060,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,685 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Playground, Sauna",,"Jalan Cyber City, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 08:05,2025-02-09,110061052,,
"RM 2,150 per month","Apartment / Condominium, For rent",Condominium,1,1,400 sq.ft.,Fully Furnished,"Parking, Squash Court, Multipurpose hall, Gymnasium, Tennis Court, Lift, Club house, Security, Playground, Swimming Pool",,"Off Persiaran Byan Indah, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-09 08:03,2025-02-09,110061069,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,"Minimart, Parking, Security, Playground","Cooking Allowed, Near KTM/LRT, Internet, Air-Cond",,Selangor,Seri Kembangan,2025-02-09 08:03,2025-02-09,108989844,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,775 sq.ft.,Fully Furnished,"Lift, Sauna, Parking, Playground, Multipurpose hall, Swimming Pool, Gymnasium, Security, Barbeque area",,"Jalan Lintang Selatan, Batu Lintang, Kuching, Sarawak",Sarawak,Kuching,2025-02-09 08:02,2025-02-09,110061067,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,"Minimart, Parking, Playground","Cooking Allowed, Near KTM/LRT, Internet, Air-Cond, Washing Machine",,Selangor,Seri Kembangan,2025-02-09 08:02,2025-02-09,106570052,,
"RM 1,850 per month","Apartment / Condominium, For rent",Service Residence,1,1,850 sq.ft.,Fully Furnished,"Playground, Security, Parking, Lift, Barbeque area, Swimming Pool, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Jalan Kemajuan Subang, SS19, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-02-09 08:02,2025-02-09,110061066,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Perak,Tambun,2025-02-09 08:00,2025-02-09,109217731,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,854 sq.ft.,Not Furnished,"Parking, Security, Lift",,"Lorong Bagan Lalang 10, Taman Bagan Lalang, Butterworth, Penang",Penang,Butterworth,2025-02-09 15:00,2025-02-09,110046661,5.429968349999999,100.40075615096609
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Security, Lift",,"Changkat Bukit Gambier, Gelugor, Penang",Penang,Gelugor,2025-02-09 08:00,2025-02-09,109229012,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Lift, Parking, Minimart","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT, Internet","Jalan Uranus U5/125, Subang Pelangi, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 15:00,2025-02-09,103453790,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1313 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Security, Parking, Lift, Playground, Sauna, Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 07:59,2025-02-09,109381206,5.241042966996667,100.44114854926575
"RM 2,000 per month","House, For rent",Semi-Detached House,4,3,2000 sq.ft.,Not Furnished,,"Cooking Allowed, Near KTM/LRT",,Penang,Batu Kawan,2025-02-09 07:53,2025-02-09,109977536,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,1,650 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Swimming Pool, Lift, Gymnasium, Tennis Court, Parking, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 07:50,2025-02-09,110061037,1.467763139109315,103.7250491807238
"RM 1,500 per month","House, For rent",3-storey Terraced House,4,4,2240 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Penang,Simpang Ampat,2025-02-09 07:49,2025-02-09,109118493,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,2,2,1120 sq.ft.,Not Furnished,"Barbeque area, Parking, Playground, Swimming Pool, Security, Gymnasium, Lift, Sauna, Multipurpose hall, Jogging Track, Squash Court, Tennis Court, Club house, Minimart",Cooking Allowed,"Jalan Song Ban Kheng, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-02-09 07:48,2025-02-09,109600031,5.3518151711856765,100.46786618464692
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1270 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Swimming Pool, Playground, Lift, Barbeque area, Security, Gymnasium",,"Persiaran Cinta Sayang Golf & Country Resort, Sungai Petani, Kedah",Kedah,Sungai Petani,2025-02-09 07:47,2025-02-09,110061047,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1030 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Lift, Multipurpose hall, Security, Parking, Gymnasium, Jogging Track, Barbeque area, Minimart, Club house, Tennis Court, Sauna, Squash Court","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 07:46,2025-02-09,109769767,5.23660974338571,100.4332651109698
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Lift, Security, Playground, Parking",Cooking Allowed,"Jalan Cassia Barat 1/1, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 07:46,2025-02-09,109730504,5.2499665568597464,100.43230480188707
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,883 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Multipurpose hall, Lift, Sauna, Parking, Gymnasium, Jogging Track, Security, Playground, Minimart, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 07:46,2025-02-09,109943764,5.260934000000001,100.4313671
RM 800 per month,"House, For rent",1-storey Terraced House,3,2,6687 sq.ft.,Not Furnished,,,,Kedah,Sungai Petani,2025-02-09 07:45,2025-02-09,108313495,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1001 sq.ft.,Fully Furnished,"Parking, Security, Playground, Minimart, Lift","Air-Cond, Washing Machine","Jalan Bendahara, Bukit Saujana, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 07:41,2025-02-09,110041191,,
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,3,1765 sq.ft.,Fully Furnished,,,"Jalan Kepayan, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 07:15,2025-02-09,110061021,5.942078485984285,116.05638670974152
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Parking",,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-09 07:07,2025-02-09,110061023,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,440 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",,"Jalan Setia Murni U13/51, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-09 06:50,2025-02-09,110061012,3.1137264,101.4530429
"RM 1,399 per month","Apartment / Condominium, For rent",Apartment,1,1,1 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Swimming Pool, Minimart, Sauna, Lift",,"Jalan Larkin, Taman Dato Onn, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 06:49,2025-02-09,110017753,1.4870777687534318,103.75048098486081
RM 650 per month,"House, For rent",Terraced House,3,1,600 sq.ft.,Not Furnished,Parking,,,Perak,Ipoh,2025-02-09 06:28,2025-02-09,109989551,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Fully Furnished,,,,Sabah,Kota Kinabalu,2025-02-09 06:26,2025-02-09,109896576,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,602 sq.ft.,Not Furnished,"Jogging Track, Lift, Barbeque area, Parking, Gymnasium, Swimming Pool, Playground, Multipurpose hall, Security",Cooking Allowed,"Jalan Suakasih, Cheras, Selangor",Selangor,Cheras,2025-02-09 06:21,2025-02-09,110061005,3.0325128205375935,101.76316837866979
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1182 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Security, Barbeque area, Minimart, Gymnasium, Sauna, Multipurpose hall",,"Halaman Sungai Ara, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-09 05:01,2025-02-09,109733678,5.335386249565667,100.27107545114131
"RM 5,000 per month","House, For rent",2.5-storey Terraced House,5,4,4000 sq.ft.,Fully Furnished,,,,Penang,Tanjong Tokong,2025-02-09 04:30,2025-02-09,108214637,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,4,2,1580 sq.ft.,Partially Furnished,"Playground, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Security, Lift, Sauna, Parking, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed","Lorong Seri Tanjung 1, Off Jalan Ong Yi How, Butterworth, Penang",Penang,Butterworth,2025-02-09 04:30,2025-02-09,110060979,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,4,2,1288 sq.ft.,Partially Furnished,"Parking, Security, Playground, Lift","Cooking Allowed, Washing Machine","Jalan Usahaniaga 1, Taman Usahaniaga, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-02-09 04:09,2025-02-09,110060976,,
"RM 3,000 per month","Apartment / Condominium, For rent",Apartment,4,3,1400 sq.ft.,Fully Furnished,"Lift, Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine, Air-Cond","Jalan Anggun, Off, Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 04:05,2025-02-09,110060971,,
"RM 2,200 per month","House, For rent",Townhouse,3,2,958 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine",,Penang,Batu Kawan,2025-02-09 04:00,2025-02-09,109810251,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-09 03:46,2025-02-09,110060969,,
"RM 2,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Lift, Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Anggun, Off, Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 03:43,2025-02-09,110060967,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,708 sq.ft.,Partially Furnished,"Swimming Pool, Security, Playground, Gymnasium, Jogging Track, Parking, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","Jalan Kesateria, Bandar Baru Sri Petaling, Kuchai Lama, Kuala Lumpur",Kuala Lumpur,Kuchai Lama,2025-02-09 03:41,2025-02-09,110060965,,
"RM 1,850 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Jogging Track, Security, Swimming Pool, Multipurpose hall, Barbeque area, Sauna, Parking, Playground, Gymnasium, Lift","Cooking Allowed, Air-Cond","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 03:31,2025-02-09,109228791,5.260934000000001,100.4313671
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Sauna, Jogging Track, Lift, Security, Playground, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 03:30,2025-02-09,110060962,5.260934000000001,100.4313671
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,646 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan BK5A/3, Bandar Kinrara 5, Bandar Kinrara, Selangor",Selangor,Bandar Kinrara,2025-02-09 03:25,2025-02-09,110060958,,
"RM 6,450 per month","Apartment / Condominium, For rent",Service Residence,3,2,1335 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Swimming Pool, Gymnasium, Barbeque area, Security, Sauna, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Peter Paul Dason, Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-09 03:23,2025-02-09,110060956,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,700 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Johor,Setia Tropika,2025-02-09 03:19,2025-02-09,110031338,,
"RM 7,800 per month","Apartment / Condominium, For rent",Condominium,4,4,2266 sq.ft.,Fully Furnished,"Parking, Minimart, Gymnasium, Tennis Court, Swimming Pool, Playground, Security, Sauna, Lift, Barbeque area, Multipurpose hall, Club house, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Haji Saman, Off Jalan Tun Fuad Stephen, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 03:16,2025-02-09,109634264,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,4,1980 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Parking, Security, Lift, Playground, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed","Jalan Bantayan, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 03:16,2025-02-09,109761190,5.972796152722892,116.10799205599973
"RM 7,000 per month","Apartment / Condominium, For rent",Condominium,4,5,2550 sq.ft.,Fully Furnished,"Lift, Club house, Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Tun Fuad Stephen, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 03:15,2025-02-09,109269759,5.992892944052025,116.09301674415123
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,2,2,832 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Multipurpose hall, Playground, Security, Gymnasium, Parking, Lift, Barbeque area, Minimart, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 03:15,2025-02-09,109269753,5.968081462806813,116.09342973642804
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,729 sq.ft.,Not Furnished,"Security, Swimming Pool, Gymnasium, Parking, Lift, Playground, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 03:14,2025-02-09,109810221,5.241042966996667,100.44114854926575
"RM 4,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1141 sq.ft.,Fully Furnished,"Parking, Playground, Tennis Court, Lift, Swimming Pool, Gymnasium, Barbeque area, Security, Sauna, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Peter Paul Dason, Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-09 03:10,2025-02-09,110060952,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,883 sq.ft.,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Sauna, Jogging Track, Lift, Security, Playground, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 03:06,2025-02-09,108683398,5.260934000000001,100.4313671
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,875 sq.ft.,Partially Furnished,"Parking, Playground, Lift, Minimart, Gymnasium, Squash Court, Swimming Pool, Tennis Court, Jogging Track, Security",Cooking Allowed,"Jalan Puncak Desa 2, Taman Puncak Desa, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-02-09 03:03,2025-02-09,109767943,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,4,3,1217 sq.ft.,Not Furnished,"Gymnasium, Jogging Track, Parking, Barbeque area, Swimming Pool, Security, Playground, Multipurpose hall, Lift, Sauna",,"Laman Puteri 3, Bandar Puteri Bangi, Bangi, Selangor",Selangor,Bangi,2025-02-09 03:02,2025-02-09,109888635,2.8780632392233954,101.79517375927882
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,1,590 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Playground, Jogging Track, Lift, Parking, Gymnasium, Swimming Pool",,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",Selangor,Kajang,2025-02-09 02:50,2025-02-09,110060930,2.9565485931360893,101.79432617236422
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Security, Playground, Parking",,"Persiaran Taman Tasik Prima 3, Lake Vista, Puchong, Selangor",Selangor,Puchong,2025-02-09 02:46,2025-02-09,109883868,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,810 sq.ft.,Partially Furnished,"Parking, Security",,"Jalan Ecohill 1/2, Setia Ecohill, Semenyih, Selangor",Selangor,Semenyih,2025-02-09 02:45,2025-02-09,109325828,2.922125395535554,101.84731789567337
RM 900 per month,"Apartment / Condominium, For rent",Apartment,1,1,400 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Lift, Security, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed","Jalan Anggun, Off, Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 02:45,2025-02-09,110060938,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,5,3,1140 sq.ft.,Not Furnished,"Swimming Pool, Parking, Security, Jogging Track, Playground, Club house",,"Off Jalan Rimba, Lestari Perdana, Taman Desaminium, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-09 02:41,2025-02-09,110060934,,
RM 650 per month,"Apartment / Condominium, For rent",Service Residence,1,1,205 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Sauna, Parking, Playground, Multipurpose hall, Swimming Pool, Security, Lift, Barbeque area","Cooking Allowed, Air-Cond","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 02:30,2025-02-09,110060921,5.260934000000001,100.4313671
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,845 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Wawasan, Puchong, Selangor",Selangor,Puchong,2025-02-09 02:25,2025-02-09,110060897,3.0352028,101.62426065
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Ampang,2025-02-09 02:25,2025-02-09,110060895,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool, Multipurpose hall, Gymnasium, Lift, Barbeque area, Minimart, Playground, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Warisan Sentral 4, Kota Warisan, Sepang, Selangor",Selangor,Sepang,2025-02-09 02:23,2025-02-09,109584629,2.8216360000753062,101.69528160995223
"RM 1,550 per month","Apartment / Condominium, For rent",Condominium,4,2,1180 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Gymnasium, Swimming Pool, Security, Playground, Lift, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 02:18,2025-02-09,109780080,5.23660974338571,100.4332651109698
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Fully Furnished,"Lift, Security, Minimart, Parking, Swimming Pool",,"Jalan Teknokrat 1/1, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-09 02:14,2025-02-09,108646073,2.9368967,101.66141285261833
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1130 sq.ft.,Not Furnished,"Playground, Security, Parking, Lift, Swimming Pool, Gymnasium",Cooking Allowed,"Jalan Cantek, Taman Cantek, Butterworth, Penang",Penang,Butterworth,2025-02-09 02:11,2025-02-09,108697325,,
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,1,2,780 sq.ft.,Fully Furnished,"Club house, Swimming Pool, Gymnasium, Parking, Playground, Lift, Security","Air-Cond, Washing Machine, Cooking Allowed","Jalan Tun Fuad Stephen, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 02:10,2025-02-09,110060877,5.992892944052025,116.09301674415123
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Partially Furnished,Security,Air-Cond,,Selangor,Klang,2025-02-09 02:08,2025-02-09,110060891,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,2,1,760 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Multipurpose hall, Security, Parking, Playground, Gymnasium, Barbeque area, Jogging Track, Sauna, Tennis Court","Washing Machine, Air-Cond, Cooking Allowed, Internet","Persiaran Bayan Indah Off Bayan Mutiara, Gelugor, Penang",Penang,Gelugor,2025-02-09 02:05,2025-02-09,110060873,,
