monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Not Furnished,"Barbeque area, Playground, Parking, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Damansara Perdana,2025-01-26 20:30,109935149,3.166384480459251,101.61278532062909,"Jalan PJU 8/8A, Damansara Perdana, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Playground, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-26 20:30,109935137,1.5274472,110.3762515,"Lorong Bayor Bukit 7, Tabuan Jaya, Kuching, Sarawak"
RM 950 per month,"Apartment / Condominium, For rent",Apartment,1,1,600 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Security","Air-Cond, Cooking Allowed",Pahang,Bentong,2025-01-26 20:29,109935208,3.349103,101.8217663,"Bukit Tinggi, Bentong, Pahang"
"RM 4,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1288 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Barbeque area, Multipurpose hall, Lift, Swimming Pool, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Kota Kinabalu,2025-01-26 20:25,109935188,5.996557728197698,116.09020640944601,"Jalan Signal Hill Park, Kota Kinabalu, Sabah"
"RM 5,000 per month","House, For rent",Bungalow House,6,6,4595 sq.ft.,Fully Furnished,,,Selangor,Klang,2025-01-26 20:25,109935187,,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart, Jogging Track",,Selangor,Bandar Bukit Raja,2025-01-26 20:25,109815737,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1302 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Playground, Swimming Pool, Multipurpose hall, Security, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Setiawangsa,2025-01-26 20:24,109772856,,,"Jalan Jelatek, Off Jalan Ampang, Setiawangsa, Kuala Lumpur"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Gymnasium, Swimming Pool, Security, Playground, Jogging Track, Barbeque area",Cooking Allowed,Penang,Bayan Lepas,2025-01-26 20:23,109477557,,,"Jalan Bukit Gemuruh, Kampung Tengah, Bayan Lepas, Penang"
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Parking, Playground, Security","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Shah Alam,2025-01-26 20:18,109590460,,,
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,4,3,1830 sq.ft.,Fully Furnished,"Club house, Security, Gymnasium, Multipurpose hall, Parking, Lift, Sauna, Playground, Swimming Pool",,Penang,Bayan Lepas,2025-01-26 20:15,109935102,,,"Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1170 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",Selangor,Setia Alam,2025-01-26 20:11,109636204,,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Playground, Multipurpose hall, Security, Lift, Minimart, Jogging Track",Cooking Allowed,Selangor,Setia Alam,2025-01-26 20:11,109636235,3.1343061517810127,101.47590465794737,"Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor"
RM 700 per month,"Apartment / Condominium, For rent",Flat,2,2,550 sq.ft.,Fully Furnished,"Minimart, Lift","Cooking Allowed, Internet",Penang,Ayer Itam,2025-01-26 20:10,109935122,,,"Medan Angsana, Off Lebuhraya Thean Tek, Ayer Itam, Penang"
"RM 3,500 per month","House, For rent",Townhouse,3,3,1100 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed",Sarawak,Kuching,2025-01-26 20:10,107910865,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Squash Court, Jogging Track, Parking, Swimming Pool, Gymnasium, Sauna",Air-Cond,Penang,Tanjung Bungah,2025-01-26 20:10,109935091,,,"No. 9 & 11, Persiaran Tanjung Bungah 2, Tanjung Bungah, Penang"
"RM 1,350 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Multipurpose hall, Playground, Parking, Security, Lift","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Kepong,2025-01-26 20:09,109889152,,,"No. 1, Jalan 3/33A, Kepong Baru, Kepong, Kuala Lumpur"
"RM 1,850 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,Selangor,Klang,2025-01-26 20:05,109935074,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,1076 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Security, Playground, Barbeque area, Sauna, Minimart, Gymnasium, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Internet, Washing Machine",Selangor,Damansara Damai,2025-01-26 20:05,109935076,,,"Jalan PJU 10/1, Off Jalan Kuala Selangor, Damansara Damai, Selangor"
"RM 2,200 per month","House, For rent",2-storey Terraced House,3,3,1400 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",Sarawak,Kuching,2025-01-26 20:04,109935111,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1184 sq.ft.,Partially Furnished,"Gymnasium, Security, Swimming Pool, Jogging Track, Parking, Minimart, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor,Cheras,2025-01-26 20:03,109935110,3.036288453526608,101.78409779279967,"Jalan Sungai Long, Cheras, Selangor"
"RM 1,100 per month","House, For rent",Semi-Detached House,3,2,2800 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track",Cooking Allowed,Kedah,Lunas,2025-01-26 20:03,108253634,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,750 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Lift, Gymnasium, Jogging Track, Barbeque area, Swimming Pool",,Penang,Jelutong,2025-01-26 20:03,109865973,,,"Jalan Lenggong, Symphony Park, Jelutong, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Security, Swimming Pool, Lift, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,2025-01-26 20:03,109281593,3.2015430522313166,101.71456554774143,"Jalan Danau Saujana 1, Taman Danau Kota, Setapak, Kuala Lumpur"
"RM 1,800 per month","House, For rent",2-storey Terraced House,6,3,3150 sq.ft.,Partially Furnished,,,Selangor,Klang,2025-01-26 20:02,109935105,,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Parking, Swimming Pool, Security, Lift","Cooking Allowed, Air-Cond",Selangor,Seri Kembangan,2025-01-26 20:02,109830291,3.0263145662717537,101.68032080367745,"Persiaran Puncak Jalil 2, Taman Puncak Jalil, Seri Kembangan, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1045 sq.ft.,Fully Furnished,"Security, Lift, Parking, Squash Court, Swimming Pool, Club house, Playground, Multipurpose hall, Gymnasium, Tennis Court","Washing Machine, Cooking Allowed, Air-Cond",Penang,Bayan Lepas,2025-01-26 20:00,109892307,,,"Off Persiaran Byan Indah, Bayan Lepas, Penang"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Putrajaya,Putrajaya,2025-01-26 19:50,109935069,,,"Jalan Kajangan P6, Presint 6, Putrajaya, Putrajaya"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,1,1,520 sq.ft.,Fully Furnished,"Security, Swimming Pool, Tennis Court, Barbeque area, Parking, Playground, Lift, Multipurpose hall, Gymnasium, Sauna, Minimart, Club house, Jogging Track, Squash Court","Air-Cond, Washing Machine",Johor,Johor Bahru,2025-01-26 19:50,109935019,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1050 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Sauna, Minimart, Playground, Barbeque area, Security, Jogging Track, Lift","Air-Cond, Washing Machine",Johor,Johor Bahru,2025-01-26 19:50,109935008,1.5090333672382066,103.82235069424365,"Jalan Permas 3, Bandar Permas Jaya, Johor Bahru, Johor"
"RM 5,500 per month","Apartment / Condominium, For rent",Condominium,5,4,1940 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Squash Court, Jogging Track, Sauna, Parking, Security, Tennis Court, Barbeque area, Lift, Minimart, Multipurpose hall","Cooking Allowed, Air-Cond, Washing Machine, Internet",Penang,Georgetown,2025-01-26 19:49,109935065,,,"Off Jalan Kelawei, Georgetown, Penang"
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Not Furnished,,,Johor,Senai,2025-01-26 19:45,109935005,,,
"RM 2,200 per month","House, For rent",Townhouse,3,3,1420 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Playground, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine, Internet",Sarawak,Kuching,2025-01-26 19:45,109174590,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Fully Furnished,"Squash Court, Parking, Security, Lift, Barbeque area, Playground, Tennis Court, Gymnasium, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Penang,Gelugor,2025-01-26 19:45,109935004,,,"Lorong Pekaka 1, Taman Pekaka, Gelugor, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Barbeque area",,Selangor,Cyberjaya,2025-01-26 19:45,109934986,,,"Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor"
"RM 1,700 per month","House, For rent",1-storey Terraced House,3,1,1400 sq.ft.,Not Furnished,Parking,Cooking Allowed,Penang,Batu Maung,2025-01-26 19:43,109511638,,,
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,2,1600 sq.ft.,Not Furnished,"Parking, Playground","Air-Cond, Cooking Allowed",Kedah,Lunas,2025-01-26 19:43,109632216,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Sauna, Parking, Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Lift, Minimart, Squash Court, Security, Playground","Air-Cond, Cooking Allowed, Internet, Washing Machine",Kuala Lumpur,Sentul,2025-01-26 19:43,109935030,,,"Jalan Pelangi 10, Taman Pelangi, Sentul, Kuala Lumpur"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine",Penang,Simpang Ampat,2025-01-26 19:42,109389043,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1380 sq.ft.,Partially Furnished,"Multipurpose hall, Gymnasium, Barbeque area, Jogging Track, Playground, Swimming Pool, Sauna, Parking, Security","Cooking Allowed, Washing Machine, Air-Cond",Penang,Seberang Jaya,2025-01-26 19:42,109758464,5.394299956280915,100.41448770720119,"Lorong Janggus Jaya 12, Taman Janggus Jaya, Seberang Jaya, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,1,1,520 sq.ft.,Fully Furnished,"Security, Swimming Pool, Tennis Court, Barbeque area, Parking, Playground, Lift, Multipurpose hall, Gymnasium, Sauna, Minimart, Club house, Jogging Track, Squash Court","Air-Cond, Washing Machine",Johor,Johor Bahru,2025-01-26 19:42,109935027,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
RM 680 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,,Kedah,Sungai Petani,2025-01-26 19:39,109853820,,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Security, Lift, Parking, Playground",Cooking Allowed,Selangor,Semenyih,2025-01-26 19:37,109789990,,,
"RM 1,450 per month","House, For rent",2-storey Terraced House,3,3,1200 sq.ft.,Not Furnished,,Cooking Allowed,Selangor,Semenyih,2025-01-26 19:37,109599235,,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Playground, Security, Parking, Lift",Cooking Allowed,Selangor,Semenyih,2025-01-26 19:37,109255067,,,"Jalan Eco Majestic 3A/5, Semenyih, Selangor"
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,Security,Cooking Allowed,Selangor,Semenyih,2025-01-26 19:33,109706415,,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,2,1,850 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Playground, Swimming Pool, Lift, Barbeque area, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-26 19:29,109455795,,,"Off Lebuh Skudai, Johor Bahru, Johor"
"RM 1,450 per month","Apartment / Condominium, For rent",Condominium,2,2,1300 sq.ft.,Partially Furnished,"Playground, Gymnasium, Jogging Track, Parking, Sauna, Multipurpose hall, Security, Swimming Pool, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor,Puchong South,2025-01-26 19:27,109934967,,,"Persiaran Kota Perdana, Kota Perdana, Puchong South, Selangor"
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Jogging Track, Playground, Parking",Air-Cond,Selangor,Puncak Alam,2025-01-26 19:27,108835308,,,
"RM 2,499 per month","Apartment / Condominium, For rent",Service Residence,3,2,899 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Playground, Multipurpose hall, Gymnasium, Security, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-26 19:27,109919203,1.4766332579033388,103.74210662498318,"4, Jalan Abdul Samad, Kampung Bahru, Johor Bahru, Johor"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,648 sq.ft.,Fully Furnished,"Barbeque area, Parking, Gymnasium, Security, Playground, Swimming Pool, Lift, Multipurpose hall",,Kuala Lumpur,Bangsar South,2025-01-26 19:26,109934965,3.1129258778420885,101.66718980251137,"Jalan Kerinchi Kiri 2, Kampung Kerinchi, Bangsar South, Kuala Lumpur"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,1,850 sq.ft.,Partially Furnished,"Barbeque area, Lift, Security, Tennis Court, Multipurpose hall, Gymnasium, Playground, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-26 19:26,109438942,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1400 sq.ft.,Fully Furnished,"Playground, Parking, Security","Near KTM/LRT, Cooking Allowed, Washing Machine",Selangor,Batu Caves,2025-01-26 19:25,109934961,,,"Jalan Setia, Taman Sri Gombak, Batu Caves, Selangor"
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,2070 sq.ft.,Partially Furnished,,,Negeri Sembilan,Seremban,2025-01-26 19:25,109763705,,,
"RM 1,699 per month","House, For rent",2-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,,Selangor,Kajang,2025-01-26 19:25,109934880,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,820 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Lift, Parking","Cooking Allowed, Internet",Kuala Lumpur,Cheras,2025-01-26 19:25,109934877,3.0986044534155077,101.71434410230317,"Jalan Tasik Permaisuri 3, Cheras, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Partially Furnished,"Jogging Track, Security, Swimming Pool, Parking, Multipurpose hall, Playground, Gymnasium, Barbeque area",,Kuala Lumpur,Segambut,2025-01-26 19:24,109934957,3.1840363969332834,101.67237016686833,"Jalan Segambut, Segambut, Kuala Lumpur"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Partially Furnished,"Lift, Playground, Security, Gymnasium, Swimming Pool, Parking",Air-Cond,Selangor,Kajang,2025-01-26 19:24,109022377,2.9600519,101.79473955,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Lift, Parking, Security, Playground","Cooking Allowed, Air-Cond, Washing Machine",Penang,Butterworth,2025-01-26 19:23,109858076,,,"Jalan Perusahaan Ringan 1, Kawasan Perindustrian Mak Mandin, Butterworth, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,990 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Gymnasium, Jogging Track, Barbeque area, Security, Playground, Lift, Parking","Cooking Allowed, Air-Cond, Washing Machine",Penang,Simpang Ampat,2025-01-26 19:23,109352992,,,"Persiaran Mutiara 8, Bandar Tasik Mutiara, Simpang Ampat, Penang"
"RM 1,100 per month","House, For rent",2-storey Terraced House,3,2,1300 sq.ft.,Not Furnished,Parking,,Negeri Sembilan,Port Dickson,2025-01-26 19:15,109934849,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1001 sq.ft.,Fully Furnished,"Sauna, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Playground, Lift, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Penang,Bayan Lepas,2025-01-26 19:11,109822649,,,"Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang"
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1980 sq.ft.,Partially Furnished,Parking,Cooking Allowed,Negeri Sembilan,Seremban,2025-01-26 19:10,108299815,,,
RM 850 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Partially Furnished,"Security, Minimart, Lift, Parking, Playground, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Penang,Sungai Ara,2025-01-26 19:10,109934872,5.316518195108623,100.26594067633297,"Tingkat Kenari, Desa Ria, Sungai Ara, Penang"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,Selangor,Bandar Bukit Tinggi,2025-01-26 19:10,109934843,,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Playground, Minimart","Air-Cond, Washing Machine, Cooking Allowed",Selangor,Semenyih,2025-01-26 19:07,109562158,,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Security, Minimart, Playground, Tennis Court, Parking, Swimming Pool, Gymnasium, Lift, Barbeque area, Multipurpose hall, Jogging Track",,Selangor,Semenyih,2025-01-26 19:05,108384711,,,"Jalan Eco Majestic 3A/5, Eco Majestic, Semenyih, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,3,1045 sq.ft.,Partially Furnished,"Minimart, Barbeque area, Gymnasium, Security, Swimming Pool, Playground, Parking, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Puchong,2025-01-26 19:05,109646739,,,"Taman Puchong Prima, Puchong, Selangor"
