monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,985 sq.ft.,Partially Furnished,"Minimart, Lift, Parking, Sauna, Security, Playground, Barbeque area, Gymnasium, Squash Court, Jogging Track, Swimming Pool, Tennis Court",Air-Cond,Selangor,Setia Alam,2025-01-12 17:50,109766861,,,"Jalan Setia Dagang AH U13/AH, Alam Nusantara, Setia Alam, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Sauna, Security, Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Parking, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bukit Mertajam,2025-01-12 17:49,109766995,,,"Jalan Perda Utara 1, Bandar Baru Perda, Bukit Mertajam, Penang"
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1800 sq.ft.,Not Furnished,,,Johor,Pasir Gudang,2025-01-12 17:48,109766994,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1030 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Gymnasium, Playground, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,Port Klang,2025-01-12 17:48,109766993,,,"Jalan Bayuemas, Port Klang, Selangor"
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1566 sq.ft.,Fully Furnished,"Sauna, Security, Gymnasium, Lift, Parking, Playground, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-12 17:48,109766992,5.336767940004336,100.3083403767963,"Persiaran Bayan Indah, Bayan Lepas, Penang"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,,,Selangor,Puchong,2025-01-12 17:48,109766990,,,"Taman Putra Perdana, Puchong, Selangor"
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,810 sq.ft.,Fully Furnished,"Sauna, Security, Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Parking, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bukit Mertajam,2025-01-12 17:48,109766989,,,"Jalan Perda Utara 1, Bandar Baru Perda, Bukit Mertajam, Penang"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1060 sq.ft.,Partially Furnished,"Swimming Pool, Barbeque area, Lift, Parking, Playground, Gymnasium, Tennis Court, Multipurpose hall, Security, Sauna, Jogging Track","Air-Cond, Cooking Allowed",Melaka,Melaka City,2025-01-12 17:47,109766979,2.1972175121363713,102.23783711673323,"Jalan KLJ 2, Taman Kota Laksamana, Melaka City, Melaka"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,2,2,810 sq.ft.,Fully Furnished,"Sauna, Security, Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Parking, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bukit Mertajam,2025-01-12 17:47,109766978,,,"Jalan Perda Utara 1, Bandar Baru Perda, Bukit Mertajam, Penang"
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,855 sq.ft.,Fully Furnished,"Playground, Lift, Parking, Swimming Pool, Security, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Cheras,2025-01-12 17:47,109766976,,,"Jalan Liku Tasik Selatan 21/146, Cheras, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Fully Furnished,"Gymnasium, Playground, Swimming Pool, Security, Lift, Parking",,Penang,Bukit Mertajam,2025-01-12 17:46,109766975,,,"Off Jalan Kampung Baru, Bukit Mertajam, Penang"
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,771 sq.ft.,Fully Furnished,"Lift, Parking, Swimming Pool, Gymnasium, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Johor,Iskandar Puteri,2025-01-12 17:46,109766973,1.4305143484431648,103.63011171381208,"Jalan Medini Utara 1, Iskandar Puteri, Johor"
"RM 3,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1047 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Penang,Tanjong Tokong,2025-01-12 17:46,109658315,,,"Jalan Seri Tg Pinang Seri Tanjung Pinang, Tanjong Tokong, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Playground, Jogging Track, Lift, Security","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bukit Mertajam,2025-01-12 17:46,109766971,5.36094532532302,100.45460757634275,"Tingkat Manggis 1, Taman Manggis Indah, Bukit Mertajam, Penang"
"RM 3,000 per month","House, For rent",2-storey Terraced House,5,4,2500 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Playground","Air-Cond, Washing Machine, Cooking Allowed",Selangor,USJ,2025-01-12 17:46,109766968,,,
"RM 1,300 per month","House, For rent",1-storey Terraced House,3,2,1300 sq.ft.,Not Furnished,,,Selangor,Klang,2025-01-12 17:45,108574449,,,
"RM 3,000 per month","House, For rent",Semi-Detached House,4,3,3780 sq.ft.,Fully Furnished,,"Air-Cond, Washing Machine, Internet, Cooking Allowed, Near KTM/LRT",Kedah,Alor Setar,2025-01-12 17:45,109766731,,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",Johor,Permas Jaya,2025-01-12 17:45,109766756,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,1076 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Playground, Gymnasium, Multipurpose hall, Lift, Barbeque area",,Penang,Batu Kawan,2025-01-12 17:44,109035675,5.241042966996667,100.44114854926575,"Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang"
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1800 sq.ft.,Not Furnished,,,Johor,Pasir Gudang,2025-01-12 17:43,109766938,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,730 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Security, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-12 17:43,109475057,1.5726708461141468,103.77386790172024,"Jalan Setia 12/5, Taman Setia Indah, Johor Bahru, Johor"
"RM 1,550 per month","Apartment / Condominium, For rent",Service Residence,1,1,630 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Barbeque area, Jogging Track, Parking, Minimart, Sauna, Multipurpose hall, Gymnasium",,Johor,Johor Bahru,2025-01-12 17:42,109766934,,,"Jalan Seri Setanggi, Off Lebuh Tebrau, Johor Bahru, Johor"
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,940 sq.ft.,Fully Furnished,"Security, Jogging Track, Minimart, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bangsar South,2025-01-12 17:42,109686872,3.10942962619433,101.66802687127692,"Jalan Kerinchi, Kampung Kerinchi, Bangsar South, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1013 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Jogging Track, Parking, Lift",,Sarawak,Kuching,2025-01-12 17:41,109637735,1.5192835275083674,110.30246955044896,"Jalan Bandar Baru Batu Kawah, Kuching, Sarawak"
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Cheras,2025-01-12 17:39,109766874,3.081017622636083,101.76111620285363,"Persiaran Awana, Cheras, Selangor"
RM 100 per month,"Apartment / Condominium, For rent",Condominium,1,1,1130 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Barbeque area, Security, Playground, Sauna, Multipurpose hall, Gymnasium, Squash Court, Parking","Washing Machine, Internet",Penang,Bayan Lepas,2025-01-12 17:37,109766824,,,"Lengkuk Kelicap, Mutiara Perdana, Bayan Lepas, Penang"
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,Near KTM/LRT,Negeri Sembilan,Senawang,2025-01-12 17:36,109766818,,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1045 sq.ft.,Fully Furnished,"Club house, Swimming Pool, Gymnasium, Barbeque area, Sauna, Security, Playground, Squash Court, Parking, Lift, Minimart, Multipurpose hall, Tennis Court","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Brickfields,2025-01-12 17:36,109766817,3.1299026548425863,101.68704367640665,"Jalan Sultan Abdul Samad, Brickfields, Kuala Lumpur"
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Not Furnished,,,Selangor,Klang,2025-01-12 17:36,109448329,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,480 sq.ft.,Fully Furnished,"Tennis Court, Barbeque area, Parking, Security, Playground, Sauna, Gymnasium, Club house, Swimming Pool, Lift",,Johor,Skudai,2025-01-12 17:35,109766583,,,"Jalan Persiaran Mutiara Mas, Skudai, Johor"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,658 sq.ft.,Fully Furnished,"Playground, Gymnasium, Multipurpose hall, Security, Swimming Pool",Cooking Allowed,Penang,Georgetown,2025-01-12 17:35,109766573,,,"Jalan Sultan Ahmad Shah, Pulau Tikus, Georgetown, Penang"
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,1,2,1100 sq.ft.,Partially Furnished,"Parking, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Damansara Perdana,2025-01-12 17:35,109766567,3.16728585,101.606709,"Jalan PJU 8/1, Damansara Perdana, Selangor"
"RM 9,000 per month","House, For rent",Bungalow House,6,5,10170 sq.ft.,Partially Furnished,"Parking, Security",,Selangor,Ampang,2025-01-12 17:35,109766581,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,870 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Multipurpose hall",,Selangor,Bangi,2025-01-12 17:34,109766786,2.9587273,101.7861764,"Jalan 5c/5, Seksyen 5, Bandar Baru Bangi, Bangi, Selangor"
RM 880 per month,"House, For rent",2-storey Terraced House,5,4,2500 sq.ft.,Not Furnished,,Cooking Allowed,Negeri Sembilan,Port Dickson,2025-01-12 17:34,109766782,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Playground, Lift, Security, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Club house","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine",Selangor,Kota Damansara,2025-01-12 17:34,95924563,3.1514423,101.5942418,"Jalan PJU 3/29, Kota Damansara, Selangor"
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,,Kedah,Kulim,2025-01-12 17:34,108878949,,,
"RM 3,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1051 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Parking, Playground, Gymnasium, Minimart, Security, Multipurpose hall, Club house, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Kuchai Lama,2025-01-12 17:33,109575921,,,"Jalan Kuchai Jaya, Off Jalan Kuchai Lama, Kuchai Lama, Kuala Lumpur"
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,2,2,851 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart, Club house, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,Petaling Jaya,2025-01-12 17:33,109356563,3.117501007079226,101.62962695942045,"Jalan Harapan, Petaling Jaya, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,915 sq.ft.,Partially Furnished,"Lift, Multipurpose hall, Security, Jogging Track, Barbeque area, Parking, Swimming Pool, Gymnasium, Playground",,Selangor,Puchong,2025-01-12 17:33,108596376,,,"Jalan Meranti Jaya 13, Taman Meranti Jaya, Puchong, Selangor"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,2,1400 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",Johor,Johor Bahru,2025-01-12 17:33,109766761,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Tennis Court, Lift, Security, Playground, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Jogging Track, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,2025-01-12 17:33,109684064,,,"Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,868 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,2025-01-12 17:32,109728497,3.1034087382865345,101.73312421317434,"Jalan Cheras, Taman Midah, Cheras, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,967 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area, Parking, Playground, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,2025-01-12 17:32,109734510,3.0827216,101.7393548,"Jalan 4/124, Taman Connaught,, Cheras, Kuala Lumpur"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,520 sq.ft.,Fully Furnished,"Security, Playground, Multipurpose hall, Lift, Swimming Pool, Parking, Gymnasium, Jogging Track, Barbeque area, Sauna, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Ampang,2025-01-12 17:32,109661180,,,"Jalan Bemban, Kampung Berembang, Ampang, Kuala Lumpur"
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,855 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Swimming Pool, Security, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor,Cheras,2025-01-12 17:32,109335519,,,"Jalan Liku Tasik Selatan 21/146, Cheras, Selangor"
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Minimart, Lift, Parking, Security, Jogging Track, Barbeque area, Swimming Pool, Gymnasium",,Johor,Tampoi,2025-01-12 17:30,109766543,,,"Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Playground, Lift, Parking, Security, Barbeque area",,Johor,Kulai,2025-01-12 17:30,109766542,1.668841,103.650392,"Lebuh Putra Utama, Bandar Putra Kulai, Kulai, Johor"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Not Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur,Jalan Kuching,2025-01-12 17:30,109766549,,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,,Johor,Setia Indah,2025-01-12 17:30,109766545,,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,4,1400 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",Johor,Ulu Tiram,2025-01-12 17:30,109766530,,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Not Furnished,"Security, Swimming Pool, Gymnasium, Jogging Track, Minimart, Playground, Parking",,Kuala Lumpur,Old Klang Road,2025-01-12 17:30,109766556,,,"Jalan Taman Seri Sentosa, Taman Sri Sentosa, Old Klang Road, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Studio,1,1,300 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Minimart, Barbeque area","Air-Cond, Washing Machine, Internet, Cooking Allowed, Near KTM/LRT",Selangor,Shah Alam,2025-01-12 17:29,104997859,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1260 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Security, Playground, Gymnasium, Lift, Swimming Pool, Jogging Track, Barbeque area, Sauna, Tennis Court","Air-Cond, Cooking Allowed",Selangor,Kajang,2025-01-12 17:28,107988586,,,"Jalan Mutiara 3, Mutiara Height, Kajang, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,3,1100 sq.ft.,Fully Furnished,"Security, Playground, Parking, Multipurpose hall, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Kajang,2025-01-12 17:28,102423272,,,"Persiaran Tropicana Heights 1B, Bandar Teknologi Kajang, Kajang, Selangor"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart","Air-Cond, Cooking Allowed",Selangor,Puchong,2025-01-12 17:28,109286505,,,
"RM 5,500 per month","House, For rent",2-storey Terraced House,4,4,1540 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Jogging Track, Club house",,Selangor,Cyberjaya,2025-01-12 17:27,109766662,,,
"RM 1,650 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Lift, Parking, Playground, Swimming Pool, Multipurpose hall, Security",,Selangor,Cyberjaya,2025-01-12 17:25,109766650,2.9283999,101.6334616,"Persiaran Sepang, Cyber 11, Cyberjaya, Selangor"
"RM 4,000 per month","House, For rent",Semi-Detached House,5,5,3200 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Melaka,Klebang,2025-01-12 17:25,109766646,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,800 sq.ft.,Fully Furnished,"Parking, Playground, Security","Air-Cond, Cooking Allowed, Washing Machine",Melaka,Melaka Raya,2025-01-12 17:25,109766642,,,"Off Jalan Melati, Bandar Hilir, Melaka Raya, Melaka"
"RM 1,100 per month","House, For rent",Townhouse,3,3,1000 sq.ft.,Fully Furnished,,,Johor,Masai,2025-01-12 17:25,109766464,,,
"RM 2,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Parking, Minimart, Security, Lift, Barbeque area, Gymnasium, Swimming Pool, Sauna",,Sarawak,Kuching,2025-01-12 17:24,109766639,,,"Jalan Tun Datuk Patinggi Hj. Ahmad Zaidi Adruce, Kuching, Sarawak"
"RM 8,500 per month","House, For rent",Semi-Detached House,6,7,4596 sq.ft.,Fully Furnished,,,Selangor,Puchong South,2025-01-12 17:24,109766632,,,
RM 650 per month,"Apartment / Condominium, For rent",Flat,2,1,550 sq.ft.,Not Furnished,,Cooking Allowed,Penang,Bukit Mertajam,2025-01-12 17:23,109766627,5.339502127445732,100.48054268420441,"Lorong Damai 6, Taman Permata, Bukit Mertajam, Penang"
"RM 1,650 per month","House, For rent",Bungalow House,3,3,6400 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Minimart, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kedah,Kulim,2025-01-12 17:23,109766623,,,
"RM 2,400 per month","House, For rent",Townhouse,3,2,1200 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Johor,Tampoi,2025-01-12 17:23,109766620,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Security, Gymnasium, Swimming Pool, Parking, Minimart, Playground, Lift, Multipurpose hall, Club house","Cooking Allowed, Near KTM/LRT",Selangor,Kajang,2025-01-12 17:22,109766611,2.992544303112685,101.76793315279657,"Jalan Sri Kenari 10, Taman Sri Kenari, Kajang, Selangor"
"RM 3,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,570 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bangsar,2025-01-12 17:22,109766604,,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Internet",Selangor,Kajang,2025-01-12 17:21,109766589,,,"Jalan Cheras Prima 1, Taman Sutera, Kajang, Selangor"
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Melaka,Ayer Keroh,2025-01-12 17:21,109766588,,,"Jalan MH Utama, Taman Muzaffar Heights, Ayer Keroh, Melaka"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,1,786 sq.ft.,Fully Furnished,"Sauna, Multipurpose hall, Security, Playground, Gymnasium, Lift, Swimming Pool, Parking, Barbeque area",,Johor,Johor Bahru,2025-01-12 17:21,109305265,,,"Jalan Palma Perak 1, Nasa City, Johor Bahru, Johor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,440 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Lift, Playground, Security, Parking, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Kota Kinabalu,2025-01-12 17:19,109719228,,,"KK Times Square Boulevard, Off Jalan Mentari, Kota Kinabalu, Sabah"
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,2,1,667 sq.ft.,Fully Furnished,"Jogging Track, Lift, Swimming Pool, Gymnasium, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Bukit Jalil,2025-01-12 17:18,109528925,3.0527070707941517,101.67945013095526,"Jalan Jalil Perkasa 3, Bukit Jalil, Kuala Lumpur"
"RM 5,800 per month","House, For rent",Link Bungalow,6,7,3881 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed",Johor,Permas Jaya,2025-01-12 17:16,109143749,,,
"RM 1,650 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed",Johor,Masai,2025-01-12 17:16,109333608,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,913 sq.ft.,Fully Furnished,"Security, Barbeque area, Parking, Swimming Pool, Multipurpose hall, Club house, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Balakong,2025-01-12 17:15,109349914,,,"Persiaran Impian Indah, Taman Impian Indah, Balakong, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1310 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Parking, Playground, Barbeque area, Security, Swimming Pool, Lift",Air-Cond,Selangor,Kajang,2025-01-12 17:15,109285538,,,"Off Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1120 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cheras,2025-01-12 17:15,109716646,,,"Lebuhraya Silk Off Cheras Selatan, Balakong, Cheras, Selangor"
"RM 15,000 per month","Apartment / Condominium, For rent",Others,6,6,4616 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor,Shah Alam,2025-01-12 17:14,109358907,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,700 sq.ft.,Fully Furnished,"Parking, Gymnasium, Barbeque area, Swimming Pool, Security, Playground, Lift, Minimart, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,Shah Alam,2025-01-12 17:13,107151645,,,"Jalan Uranus U5/125, Subang Pelangi, Shah Alam, Selangor"
"RM 3,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1173 sq.ft.,Fully Furnished,"Gymnasium, Security, Playground, Lift, Minimart, Club house, Barbeque area, Multipurpose hall, Jogging Track, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,Petaling Jaya,2025-01-12 17:13,109684917,3.1546086,101.5674877,"Selangor, Petaling Jaya, Petaling Jaya, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Fully Furnished,"Security, Swimming Pool, Squash Court, Parking, Multipurpose hall, Minimart, Playground, Gymnasium, Tennis Court",,Penang,Tanjung Bungah,2025-01-12 17:13,109375414,5.4649145,100.2806138,"Jalan Lembah Permai, Tanjung Bungah, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Parking, Security",,Penang,Pulau Tikus,2025-01-12 17:13,108936208,,,"Lengkok Berjaya, Off Lorong Kuching, Pulau Tikus, Penang"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Gymnasium, Parking, Swimming Pool, Lift, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Cyberjaya,2025-01-12 17:12,109273078,2.9443143,101.660917,"Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor"
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Not Furnished,"Security, Swimming Pool, Barbeque area, Parking, Multipurpose hall, Sauna, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor,Cyberjaya,2025-01-12 17:12,104856258,2.9188959215687715,101.65636259498474,"Jalan Teknokrat 4, Cyber 5, Cyberjaya, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,4,2,700 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Gymnasium, Parking, Lift, Playground","Air-Cond, Near KTM/LRT, Washing Machine, Internet, Cooking Allowed",Selangor,Cyberjaya,2025-01-12 17:12,109141437,2.9443143,101.660917,"Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor"
