monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1226 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Sauna, Security, Minimart, Playground, Swimming Pool, Parking, Squash Court, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-05 22:10,2025-02-06,109606188,,
"RM 3,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,786 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Swimming Pool, Lift, Parking, Playground, Jogging Track, Multipurpose hall, Security",,"Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 22:10,2025-02-06,110023401,,
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,409 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Tun Fuad Stephens, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 22:07,2025-02-06,110023460,5.983120444787438,116.07328658028514
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,630 sq.ft.,Fully Furnished,,,"Jalan Setia Murni U13/51, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-05 22:07,2025-02-06,109869312,3.1188307039333805,101.45292025158282
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1090 sq.ft.,Fully Furnished,"Parking, Playground, Minimart, Gymnasium, Security, Swimming Pool, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan PJU 8/1, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-02-05 22:07,2025-02-06,109888705,3.166416424317879,101.60760605129686
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Playground, Security",,"Halaman Sungai Ara, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-05 22:07,2025-02-06,110023452,5.335386249565667,100.27107545114131
RM 550 per month,"Apartment / Condominium, For rent",Condominium,1,2,1020 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Cooking Allowed, Near KTM/LRT, Internet","Persiaran Utl, Bandar Universiti Teknologi Lagenda, Mantin, Negeri Sembilan",Negeri Sembilan,Mantin,2025-02-05 22:06,2025-02-06,110023446,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1450 sq.ft.,Partially Furnished,Parking,Air-Cond,,Sabah,Papar,2025-02-05 22:06,2025-02-06,110023442,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Security, Sauna, Parking, Squash Court, Jogging Track, Swimming Pool, Lift",,"Jalan Padi Makmur, Kampung Muafakat, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 22:05,2025-02-06,110023388,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2350 sq.ft.,Fully Furnished,,,,Penang,Batu Kawan,2025-02-05 22:04,2025-02-06,109810585,,
"RM 18,000 per month","House, For rent",Bungalow House,8,8,5350 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Ampang,2025-02-05 22:02,2025-02-06,110023426,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1596 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Internet","Off Jalan Bucida Hijauan 1/1, Taman Bucida Hijauan, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-02-05 22:02,2025-02-06,97268865,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,700 sq.ft.,Partially Furnished,"Lift, Security, Parking, Minimart, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed","Persiaran IRC 3, IOI Resort City, Putrajaya, Putrajaya",Putrajaya,Putrajaya,2025-02-05 22:01,2025-02-06,109951956,,
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Barbeque area, Tennis Court, Gymnasium, Playground, Swimming Pool, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine","The Northbank, Off Kuching - Samarahan Expressway, Kuching, Sarawak",Sarawak,Kuching,2025-02-05 22:01,2025-02-06,110023422,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,943 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan 9/118B, Desa Tun Razak, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 21:59,2025-02-06,100401859,3.081694824519559,101.71759251398083
"RM 2,350 per month","Apartment / Condominium, For rent",Condominium,3,2,1280 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Barbeque area, Security, Playground, Swimming Pool, Parking, Sauna, Club house",,"Jalan Desiran Tanjung 1, Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-05 21:59,2025-02-06,109895713,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,2,1,543 sq.ft.,Fully Furnished,"Minimart, Playground, Security, Swimming Pool, Lift, Parking, Gymnasium",,,Johor,Johor Bahru,2025-02-05 21:55,2025-02-06,109452389,,
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,3,2,1200 sq.ft.,Partially Furnished,"Multipurpose hall, Playground, Swimming Pool, Jogging Track, Barbeque area, Security, Gymnasium",Air-Cond,"Persiaran Mutiara 8, Bandar Tasik Mutiara, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-02-05 21:55,2025-02-06,110023329,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,2,1,543 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool, Lift, Security, Parking",,,Johor,Johor Bahru,2025-02-05 21:55,2025-02-06,109539305,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Security, Minimart, Gymnasium, Barbeque area, Parking, Lift, Playground, Swimming Pool, Multipurpose hall, Jogging Track, Club house, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Wangsa Kuarza, Seksyen 10, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-05 21:54,2025-02-06,109851582,3.191625717154733,101.7370818038535
"RM 1,550 per month","Apartment / Condominium, For rent",Condominium,3,3,1100 sq.ft.,Partially Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Puchong,2025-02-05 21:54,2025-02-06,109925698,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,3,2,2000 sq.ft.,Partially Furnished,"Minimart, Playground",,,Johor,Skudai,2025-02-05 21:53,2025-02-06,110001364,,
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Partially Furnished,"Swimming Pool, Security, Gymnasium, Parking, Barbeque area, Multipurpose hall, Playground, Lift, Sauna, Minimart, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed","Off Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-05 21:53,2025-02-06,109986060,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,830 sq.ft.,Fully Furnished,"Security, Parking, Playground, Lift, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan 2/155a,, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-02-05 21:53,2025-02-06,109400500,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,1,639 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Lift, Gymnasium",,"Jalan Signal Hill Park, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 21:50,2025-02-06,109609340,5.99625309841183,116.0897828960596
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,2,1400 sq.ft.,Not Furnished,,,,Penang,Bukit Mertajam,2025-02-05 21:50,2025-02-06,110023318,,
RM 450 per month,"House, For rent",1-storey Terraced House,3,2,1600 sq.ft.,Not Furnished,,,,Perak,Bagan Datoh,2025-02-05 21:50,2025-02-06,110023315,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Playground, Sauna, Gymnasium, Lift, Barbeque area, Jogging Track, Multipurpose hall, Security, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine","alan Putra Perdana 5A, Taman Putra Perdana, Puchong, Selangor",Selangor,Puchong,2025-02-05 21:50,2025-02-06,110023322,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,3,2000 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Barbeque area, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Kuchai Maju 12, Kuchai Entrepreneurs Park, Kuchai Lama, Kuala Lumpur",Kuala Lumpur,Kuchai Lama,2025-02-05 21:48,2025-02-06,110023355,3.088300019169586,101.6881543779954
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,449 sq.ft.,Fully Furnished,"Security, Parking, Minimart, Gymnasium",,"Jalan Plumbum 7/102, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 21:47,2025-02-06,109853964,3.0647791269756985,101.48606686973181
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,1,1,517 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Tun Fuad Stephens, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 21:47,2025-02-06,107692533,5.983120444787438,116.07328658028514
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Swimming Pool, Lift, Parking, Playground, Jogging Track, Multipurpose hall, Security",,"Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 21:47,2025-02-06,110009825,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,430 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Multipurpose hall, Parking, Security, Lift",,"Jalan Nipah, Kampung Berembang, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-02-05 21:46,2025-02-06,109998551,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Playground, Tennis Court, Barbeque area, Parking, Security, Lift, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 21:46,2025-02-06,109438538,1.4676996579290054,103.7249724411857
"RM 2,150 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Gymnasium, Lift, Playground, Swimming Pool, Parking, Tennis Court, Security, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 21:46,2025-02-06,109438942,1.4676996579290054,103.7249724411857
"RM 1,750 per month","Apartment / Condominium, For rent",Apartment,2,1,850 sq.ft.,Partially Furnished,"Playground, Lift, Swimming Pool, Parking, Security, Barbeque area, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 21:46,2025-02-06,109438882,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,4,2200 sq.ft.,Not Furnished,,,,Penang,Simpang Ampat,2025-02-05 21:45,2025-02-06,109811917,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,948 sq.ft.,Partially Furnished,"Jogging Track, Parking, Minimart, Gymnasium, Lift, Multipurpose hall, Security, Squash Court, Playground, Club house",,"Off Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-05 21:45,2025-02-06,110023308,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Security, Swimming Pool, Club house, Lift, Minimart","Washing Machine, Air-Cond","Off Jalan Lintas, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 21:45,2025-02-06,110023305,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,4,4,1079 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area, Playground, Sauna, Lift, Multipurpose hall, Parking, Swimming Pool, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 21:45,2025-02-06,110023300,,
"RM 1,500 per month","House, For rent",Cluster House,2,2,1000 sq.ft.,Fully Furnished,,,,Penang,Bertam,2025-02-05 21:44,2025-02-06,109875130,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,2,1400 sq.ft.,Not Furnished,,,,Kuala Lumpur,Taman Melawati,2025-02-05 21:43,2025-02-06,108482664,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1065 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Air-Cond,"Jalan Post Office Lama, Bandar Kota Bharu, Kota Bharu, Kelantan",Kelantan,Kota Bharu,2025-02-05 21:42,2025-02-06,109972769,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Selangor,Shah Alam,2025-02-05 21:38,2025-02-06,107958284,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,1,639 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Lift, Gymnasium",,"Jalan Signal Hill Park, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 21:30,2025-02-06,110023296,5.99625309841183,116.0897828960596
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed",,Selangor,Puncak Alam,2025-02-05 21:30,2025-02-06,110023251,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,842 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Playground, Gymnasium, Barbeque area, Security, Swimming Pool, Jogging Track, Lift, Minimart","Air-Cond, Cooking Allowed","Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-05 21:30,2025-02-06,110023260,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,6,2,1000 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Sauna, Swimming Pool, Gymnasium, Security, Barbeque area, Multipurpose hall",,"Jalan Lintang Selatan, Batu Lintang, Kuching, Sarawak",Sarawak,Kuching,2025-02-05 21:30,2025-02-06,110023253,,
"RM 1,300 per month","Apartment / Condominium, For rent",Studio,1,1,480 sq.ft.,Partially Furnished,"Minimart, Security, Parking, Gymnasium",,"Jalan Plumbum 7/102, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 21:28,2025-02-06,110023287,3.0647791269756985,101.48606686973181
"RM 1,980 per month","Apartment / Condominium, For rent",Apartment,2,1,800 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Security, Barbeque area, Gymnasium, Lift, Playground, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kontraktor U1/14, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 21:27,2025-02-06,109733687,3.094962910029594,101.56253080932467
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Lift, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Jalil Utama, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-02-05 21:26,2025-02-06,110023277,3.053509885616365,101.67253749213221
RM 650 per month,"Apartment / Condominium, For rent",Condominium,3,3,1020 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Utl, Bandar Universiti Teknologi Lagenda, Mantin, Negeri Sembilan",Negeri Sembilan,Mantin,2025-02-05 21:25,2025-02-06,99909023,,
"RM 4,100 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,"Parking, Security",,,Johor,Iskandar Puteri,2025-02-05 21:25,2025-02-06,110023226,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,555 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Barbeque area, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed","Jalan BBLS 1, Southville City, Bangi, Selangor",Selangor,Bangi,2025-02-05 21:25,2025-02-06,110023232,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,1,1,720 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Tennis Court, Minimart, Jogging Track, Security, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Washing Machine","Jalan Medini Utara 3, Off Lebuh Kota Iskandar, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-05 21:24,2025-02-06,110023274,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,1000 sq.ft.,Fully Furnished,"Lift, Barbeque area, Parking, Swimming Pool, Gymnasium, Security","Cooking Allowed, Air-Cond, Washing Machine","Jalan Boling Padang 13/62, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 21:24,2025-02-06,110023273,3.0751843823612655,101.55101583371984
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1044 sq.ft.,Fully Furnished,"Playground, Sauna, Security, Jogging Track, Lift, Minimart, Swimming Pool, Gymnasium, Parking, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Lebuh Tunku Kudin 3, Gelugor, Penang",Penang,Gelugor,2025-02-05 21:24,2025-02-06,110023272,,
"RM 2,050 per month","Apartment / Condominium, For rent",Condominium,3,2,1226 sq.ft.,Partially Furnished,"Club house, Swimming Pool, Security, Multipurpose hall, Parking, Barbeque area, Sauna, Playground, Gymnasium, Minimart, Lift","Air-Cond, Cooking Allowed, Internet","Jalan Jalil 2, Off Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-02-05 21:22,2025-02-06,108486099,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,720 sq.ft.,Fully Furnished,,"Air-Cond, Near KTM/LRT, Washing Machine","Persiaran Sri Raya, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 21:22,2025-02-06,109854586,,
"RM 6,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,688 sq.ft.,Fully Furnished,"Swimming Pool, Security, Minimart, Lift, Parking, Playground, Gymnasium",,"Jalan Barat, Tun Razak Exchange, KL City, Kuala Lumpur",Kuala Lumpur,KL City,2025-02-05 21:21,2025-02-06,109908991,,
"RM 1,100 per month","House, For rent",2-storey Terraced House,4,4,2141 sq.ft.,Not Furnished,,,,Negeri Sembilan,Bandar Sri Sendayan,2025-02-05 21:20,2025-02-06,109930093,,
"RM 1,850 per month","House, For rent",2-storey Terraced House,4,3,1512 sq.ft.,Partially Furnished,,,,Selangor,Bandar Bukit Raja,2025-02-05 21:19,2025-02-06,109418313,,
"RM 4,400 per month","Apartment / Condominium, For rent",Condominium,4,3,1458 sq.ft.,Fully Furnished,"Parking, Sauna, Swimming Pool, Security, Barbeque area, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Dutamas, Dutamas, Solaris Dutamas, Kuala Lumpur",Kuala Lumpur,Solaris Dutamas,2025-02-05 21:15,2025-02-06,110023166,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,2,2,831 sq.ft.,Not Furnished,"Swimming Pool, Barbeque area, Sauna, Security, Minimart, Playground, Multipurpose hall, Parking",Cooking Allowed,"Jalan Aman, Taman Skudai Baru, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 21:12,2025-02-06,109999023,1.5033100048384866,103.64325595208462
"RM 11,000 per month","House, For rent",Semi-Detached House,5,6,4919 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine",,Kuala Lumpur,Ampang,2025-02-05 21:10,2025-02-06,110023200,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,1247 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Swimming Pool",,"Jalan Pahlawan 1 Persiaran Mahkota Cheras 1, Bandar Mahkota Cheras, Bandar Mahkota Cheras, Selangor",Selangor,Bandar Mahkota Cheras,2025-02-05 21:10,2025-02-06,110023147,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,841 sq.ft.,Partially Furnished,"Playground, Gymnasium, Swimming Pool, Parking, Security, Lift, Barbeque area","Air-Cond, Cooking Allowed","Jalan Wangsa Kuarza, Seksyen 10, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-05 21:10,2025-02-06,107096826,3.191625717154733,101.7370818038535
RM 750 per month,"Apartment / Condominium, For rent",Apartment,2,2,700 sq.ft.,Not Furnished,,,"Jalan Batu Nilam 34, Bandar Bukit Tinggi 2, Bandar Bukit Raja, Selangor",Selangor,Bandar Bukit Raja,2025-02-05 21:10,2025-02-06,110023195,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,2,2,800 sq.ft.,Partially Furnished,"Barbeque area, Security, Gymnasium, Minimart, Playground, Parking, Swimming Pool, Jogging Track",,"Jalan Tampoi, Kawasan Perindustrian Tampoi, Tampoi, Johor",Johor,Tampoi,2025-02-05 21:10,2025-02-06,110023164,1.5062114000000002,103.72902265006104
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,808 sq.ft.,Partially Furnished,"Barbeque area, Parking, Playground, Lift, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed","Jalan Wangsa Kuarza, Seksyen 10, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-05 21:07,2025-02-06,110023194,3.191625717154733,101.7370818038535
"RM 25,000 per month","Apartment / Condominium, For rent",Apartment,More than 10,More than 10,12000 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Kampung Datuk Keramat, Keramat, Kuala Lumpur",Kuala Lumpur,Keramat,2025-02-05 21:05,2025-02-06,103766707,3.1653706,101.71551535
"RM 1,550 per month","Apartment / Condominium, For rent",Apartment,3,2,1050 sq.ft.,Partially Furnished,"Minimart, Security, Barbeque area, Jogging Track, Parking, Playground, Swimming Pool, Gymnasium, Sauna, Club house, Lift","Cooking Allowed, Washing Machine","Jalan Austin Perdana 1, Taman Austin Perdana, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 21:05,2025-02-06,110023130,1.5481935700477127,103.78370853156336
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart",,"Persiaran Puchong Jaya Selatan, Bandar Kinrara, Selangor",Selangor,Bandar Kinrara,2025-02-05 21:05,2025-02-06,110023142,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Not Furnished,"Security, Parking, Swimming Pool, Playground, Lift, Minimart","Cooking Allowed, Near KTM/LRT","Jalan 1/152, Off Jalan Puchong, OUG, Kuala Lumpur",Kuala Lumpur,OUG,2025-02-05 21:05,2025-02-06,110023127,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,864 sq.ft.,Partially Furnished,"Playground, Gymnasium, Jogging Track, Parking, Security, Swimming Pool, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Lorong Lembah Permai 3, Tanjung Bungah, Penang",Penang,Tanjung Bungah,2025-02-05 21:05,2025-02-06,110023117,5.45226375,100.28505003014706
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,2400 sq.ft.,Not Furnished,Parking,,,Melaka,Sungai Udang,2025-02-05 21:04,2025-02-06,108946925,,
"RM 2,500 per month","House, For rent",1-storey Terraced House,4,2,1920 sq.ft.,Partially Furnished,"Parking, Security, Playground",Air-Cond,,Johor,Johor Bahru,2025-02-05 21:02,2025-02-06,110023175,,
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Sauna, Multipurpose hall, Security, Barbeque area, Jogging Track, Parking, Gymnasium, Playground, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Simfoni 2, Off Lebuhraya SILK, Balakong, Selangor",Selangor,Balakong,2025-02-05 20:51,2025-02-06,109581082,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,2,1,500 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Security, Sauna, Parking, Gymnasium, Lift, Playground, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Off Jalan Subang Mas, Taman Subang Mas, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-02-05 20:50,2025-02-06,109665934,,
"RM 8,000 per month","House, For rent",Bungalow House,9,8,11420 sq.ft.,Partially Furnished,,,,Penang,Tanjung Bungah,2025-02-05 20:50,2025-02-06,110023049,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Club house, Playground, Barbeque area, Multipurpose hall, Security, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine","Off JB East Coast Pkwy, Taman Sierra Perdana, Masai, Johor",Johor,Masai,2025-02-05 20:50,2025-02-06,110023059,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Parking, Swimming Pool, Jogging Track, Playground, Lift, Security","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Medini Sentral 1, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-02-05 20:50,2025-02-06,110023060,1.4106835400280757,103.62737614575731
