monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,state,region,publishedDatetime,ads_id,latitude,longitude,additional_facilities,address
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,1,1,200 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool, Gymnasium, Parking, Lift, Playground, Multipurpose hall",Selangor,Seri Kembangan,2025-01-29 09:14,109929887,,,"Air-Cond, Near KTM/LRT, Washing Machine, Internet","Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor"
"RM 1,950 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Partially Furnished,"Parking, Lift, Swimming Pool, Gymnasium, Security, Multipurpose hall, Playground, Barbeque area",Selangor,Shah Alam,2025-01-29 09:12,108431105,3.0773698,101.5463464,"Air-Cond, Cooking Allowed","Jalan Akuatik 13/64A, Seksyen 13, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,916 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Selangor,Shah Alam,2025-01-29 09:12,109757834,,,Cooking Allowed,"Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Partially Furnished,"Parking, Gymnasium, Jogging Track, Barbeque area, Sauna, Playground, Security, Swimming Pool, Lift, Multipurpose hall",Selangor,Shah Alam,2025-01-29 09:11,109575293,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Barbeque area, Sauna, Playground, Lift, Multipurpose hall, Swimming Pool, Gymnasium",Selangor,Shah Alam,2025-01-29 09:11,109569844,3.080964,101.5556345,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Penyelenggara U1/73, Shah Alam, Selangor"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1002 sq.ft.,Partially Furnished,"Security, Gymnasium, Jogging Track, Barbeque area, Swimming Pool, Multipurpose hall, Club house, Parking, Playground, Minimart",Putrajaya,Putrajaya,2025-01-29 09:09,109953605,2.9371875410621815,101.71582889953922,"Air-Cond, Cooking Allowed","Jalan P15 H, Presint 15, Putrajaya, Putrajaya"
"RM 1,200 per month","House, For rent",Semi-Detached House,3,2,1000 sq.ft.,Partially Furnished,Parking,Pahang,Pekan,2025-01-29 09:08,109953590,,,"Air-Cond, Cooking Allowed",
RM 600 per month,"House, For rent",Townhouse,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Playground",Perak,Tronoh,2025-01-29 09:07,109953589,,,Cooking Allowed,
RM 650 per month,"House, For rent",Semi-Detached House,3,2,900 sq.ft.,Partially Furnished,Parking,Perak,Batu Gajah,2025-01-29 09:07,109953588,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
RM 850 per month,"House, For rent",Terraced House,3,2,850 sq.ft.,Not Furnished,,Selangor,Hulu Langat,2025-01-29 09:07,109953587,,,,
RM 550 per month,"House, For rent",1-storey Terraced House,3,2,1900 sq.ft.,Not Furnished,"Parking, Swimming Pool, Sauna, Gymnasium, Club house, Security, Playground, Jogging Track, Barbeque area",Perak,Sitiawan,2025-01-29 09:07,109953581,,,,
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,2,2100 sq.ft.,Not Furnished,"Parking, Minimart, Playground",Perak,Ipoh,2025-01-29 09:06,108967815,,,Air-Cond,
RM 800 per month,"House, For rent",2-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,Minimart,Negeri Sembilan,Port Dickson,2025-01-29 09:06,109953578,,,"Air-Cond, Cooking Allowed",
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,,Kuala Lumpur,Jalan Kuching,2025-01-29 09:05,109953459,,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1302 sq.ft.,Fully Furnished,"Playground, Parking, Gymnasium, Lift, Security, Multipurpose hall, Swimming Pool, Barbeque area",Kuala Lumpur,Setiawangsa,2025-01-29 09:01,109953523,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Jelatek, Off Jalan Ampang, Setiawangsa, Kuala Lumpur"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Gymnasium",Penang,Batu Kawan,2025-01-29 09:01,109953513,5.23958,100.4327718,"Air-Cond, Cooking Allowed, Washing Machine","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,1,639 sq.ft.,Fully Furnished,"Lift, Parking, Gymnasium, Swimming Pool, Security, Sauna, Barbeque area",Sabah,Kota Kinabalu,2025-01-29 08:56,108754103,5.996557728197698,116.09020640944601,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Signal Hill Park, Kota Kinabalu, Sabah"
"RM 1,200 per month","Apartment / Condominium, For rent",Studio,1,1,500 sq.ft.,Partially Furnished,"Gymnasium, Security, Minimart, Parking",Selangor,Shah Alam,2025-01-29 08:55,109768109,3.0647791269756985,101.48606686973181,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Plumbum 7/102, Shah Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,904 sq.ft.,Fully Furnished,"Swimming Pool, Tennis Court, Security, Playground, Jogging Track, Parking, Gymnasium, Barbeque area, Club house, Minimart, Lift",Johor,Masai,2025-01-29 08:50,109953381,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Permas 7, Bandar Baru Permas Jaya, Masai, Johor"
"RM 1,555 per month","Apartment / Condominium, For rent",Condominium,2,1,455 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Security, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",Selangor,Subang Jaya,2025-01-29 08:50,109953371,3.0422402,101.5680422,"Cooking Allowed, Air-Cond, Washing Machine","Jalan TP 3, Taman Perindustrian UEP, Subang Jaya, Selangor"
"RM 1,300 per month","House, For rent",1.5-storey Terraced House,3,3,1400 sq.ft.,Not Furnished,"Parking, Playground, Minimart, Barbeque area, Squash Court",Selangor,Salak Tinggi,2025-01-29 08:43,109953431,,,Cooking Allowed,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Tennis Court, Jogging Track, Lift, Barbeque area, Multipurpose hall, Playground, Security, Gymnasium, Sauna, Minimart",Kuala Lumpur,Cheras,2025-01-29 08:40,109869114,,,"Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur"
"RM 1,300 per month","House, For rent",Semi-Detached House,3,2,1300 sq.ft.,Fully Furnished,"Parking, Playground",Kedah,Alor Setar,2025-01-29 08:40,109953416,,,"Air-Cond, Cooking Allowed, Washing Machine",
RM 900 per month,"Apartment / Condominium, For rent",Apartment,2,1,550 sq.ft.,Fully Furnished,Parking,Selangor,Cheras,2025-01-29 08:40,109953411,3.088506682485026,101.7631822755611,Cooking Allowed,"Jalan Awana 13, Taman Cheras Awana, Cheras, Selangor"
RM 750 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,Parking,Melaka,Melaka Tengah,2025-01-29 08:38,109953400,,,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,910 sq.ft.,Partially Furnished,"Playground, Barbeque area, Parking, Gymnasium, Jogging Track, Lift, Swimming Pool, Multipurpose hall, Security, Minimart",Selangor,Puchong,2025-01-29 08:38,109847071,,,"Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Meranti Jaya 13, Taman Meranti Jaya, Puchong, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1042 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Security, Gymnasium, Lift, Minimart, Club house",Kuala Lumpur,Cheras,2025-01-29 08:37,109953390,,,"Near KTM/LRT, Washing Machine, Cooking Allowed, Air-Cond, Internet","No, 2, Jalan Sri Permaisuri 5, Bandar Sri Permaisuri, Cheras, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Flat,3,2,750 sq.ft.,Fully Furnished,Parking,Selangor,Shah Alam,2025-01-29 08:35,109837699,3.0681774711202476,101.48085779946253,Cooking Allowed," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,916 sq.ft.,Partially Furnished,,Selangor,Shah Alam,2025-01-29 08:35,109768748,,,,"Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor"
"RM 15,000 per month","House, For rent",Bungalow House,7,7,8288 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Barbeque area, Club house, Jogging Track",Selangor,Ara Damansara,2025-01-29 08:35,109650564,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,,Selangor,Shah Alam,2025-01-29 08:35,109768547,,,"Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Permai, Seksyen 7, Shah Alam, Selangor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1765 sq.ft.,Not Furnished,"Parking, Playground, Minimart, Jogging Track",Negeri Sembilan,Nilai,2025-01-29 08:33,109396504,,,Cooking Allowed,
"RM 3,800 per month","House, For rent",Semi-Detached House,6,6,3200 sq.ft.,Not Furnished,"Parking, Security, Playground",Selangor,Cheras,2025-01-29 08:31,109822975,,,"Air-Cond, Cooking Allowed",
"RM 1,100 per month","House, For rent",2-storey Terraced House,4,3,2236 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Jogging Track",Negeri Sembilan,Bandar Sri Sendayan,2025-01-29 08:31,109554063,,,Cooking Allowed,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Parking, Security, Lift, Minimart, Barbeque area",Selangor,Puchong,2025-01-29 08:27,109953337,3.0636488384893092,101.62080977630619,"Cooking Allowed, Near KTM/LRT","Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Security, Minimart, Lift, Multipurpose hall, Playground, Gymnasium, Parking, Barbeque area",Penang,Tanjong Tokong,2025-01-29 08:23,109953327,5.4483468362577625,100.30197504866534,Air-Cond,"Persiaran Halia 1, Tanjong Tokong, Penang"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,4,2,1030 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Gymnasium, Jogging Track, Lift, Barbeque area, Multipurpose hall",Penang,Batu Kawan,2025-01-29 08:21,109953323,5.23660974338571,100.4332651109698,"Air-Cond, Cooking Allowed, Washing Machine","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang"
"RM 1,490 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track",Pahang,Kuantan,2025-01-29 08:20,109953318,,,"Air-Cond, Cooking Allowed",
RM 700 per month,"House, For rent",Terraced House,1,1,500 sq.ft.,Partially Furnished,"Parking, Minimart",Sabah,Lahad Datu,2025-01-29 08:20,109953316,,,,
"RM 1,150 per month","House, For rent",Terraced House,3,2,140 sq.ft.,Fully Furnished,Parking,Kedah,Sungai Petani,2025-01-29 08:20,109953314,,,"Air-Cond, Cooking Allowed, Washing Machine, Internet",
"RM 1,200 per month","House, For rent",Semi-Detached House,3,2,1200 sq.ft.,Fully Furnished,Parking,Pahang,Pekan,2025-01-29 08:20,109953312,,,,
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,4,3,1464 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Playground, Parking, Sauna, Lift",Selangor,Kajang,2025-01-29 08:18,109953300,,,"Air-Cond, Cooking Allowed, Washing Machine","Off Persiaran Jade Hills Utama, Jade Hills, Kajang, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,1,1,350 sq.ft.,Fully Furnished,"Playground, Lift, Gymnasium, Tennis Court, Parking, Jogging Track, Security, Barbeque area, Multipurpose hall, Swimming Pool, Sauna, Minimart, Squash Court",Kuala Lumpur,Setiawangsa,2025-01-29 08:18,109953299,3.177684337559281,101.73793934782941,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Taman Setiawangsa, AU2, Setiawangsa, Kuala Lumpur"
RM 800 per month,"House, For rent",Townhouse,3,2,1000 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track",Melaka,Durian Tunggal,2025-01-29 08:16,109953288,,,,
RM 700 per month,"House, For rent",2-storey Terraced House,3,2,775 sq.ft.,Not Furnished,"Parking, Playground, Minimart",Pahang,Kuantan,2025-01-29 08:16,109953287,,,Cooking Allowed,
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,1,600 sq.ft.,Partially Furnished,,Selangor,Sungai Buloh,2025-01-29 08:16,109953284,,,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,3,2,2000 sq.ft.,Partially Furnished,,Johor,Johor Bahru,2025-01-29 08:16,109953283,,,,
"RM 1,400 per month","House, For rent",1-storey Terraced House,3,2,2548 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground, Minimart",Johor,Skudai,2025-01-29 08:16,109953279,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,3,950 sq.ft.,Fully Furnished,"Parking, Minimart, Security, Swimming Pool, Sauna",Selangor,Shah Alam,2025-01-29 08:16,109837692,3.0807375488869475,101.4912815165505,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Platinum 7/58, Section 7, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Flat,3,2,850 sq.ft.,Fully Furnished,"Parking, Playground, Multipurpose hall",Selangor,Shah Alam,2025-01-29 08:16,109788096,3.0681774711202476,101.48085779946253,"Cooking Allowed, Near KTM/LRT, Washing Machine"," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1100 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Parking, Security, Squash Court, Jogging Track, Minimart, Playground, Gymnasium, Sauna",Selangor,Shah Alam,2025-01-29 08:16,109768573,3.075600964775376,101.4980383113529,"Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Ferum 7/31a, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Flat,3,2,850 sq.ft.,Fully Furnished,"Parking, Playground, Multipurpose hall",Selangor,Shah Alam,2025-01-29 08:16,109768485,3.0681774711202476,101.48085779946253,"Cooking Allowed, Washing Machine, Near KTM/LRT"," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Studio,1,1,500 sq.ft.,Partially Furnished,"Gymnasium, Security, Minimart, Parking",Selangor,Shah Alam,2025-01-29 08:16,109768110,3.0647791269756985,101.48606686973181,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Jalan Plumbum 7/102, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Flat,3,2,850 sq.ft.,Fully Furnished,"Parking, Playground, Multipurpose hall",Selangor,Shah Alam,2025-01-29 08:16,108532446,3.0681774711202476,101.48085779946253,"Cooking Allowed, Washing Machine"," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,3,750 sq.ft.,Not Furnished,"Parking, Jogging Track, Security, Lift, Playground, Minimart, Multipurpose hall",Kuala Lumpur,Old Klang Road,2025-01-29 08:15,109953274,,,"Cooking Allowed, Near KTM/LRT","Off Jalan Klang Lama, Taman Pasir Permata, Old Klang Road, Kuala Lumpur"
RM 700 per month,"House, For rent",Terraced House,3,2,1375 sq.ft.,Not Furnished,Parking,Melaka,Jasin,2025-01-29 08:15,109953267,,,,
RM 900 per month,"House, For rent",1-storey Terraced House,4,2,1540 sq.ft.,Not Furnished,Parking,Melaka,Alor Gajah,2025-01-29 08:12,109953259,,,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,1,1,242 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Minimart",Sabah,Kota Kinabalu,2025-01-29 08:12,109953258,5.977731186392809,116.1250778446293,"Air-Cond, Washing Machine","Lorong Pic, Taman Nelly, Kota Kinabalu, Sabah"
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Not Furnished,"Security, Parking, Playground, Swimming Pool, Gymnasium, Lift, Minimart, Jogging Track, Barbeque area, Multipurpose hall",Selangor,Semenyih,2025-01-29 08:11,107982757,2.922125395535554,101.84731789567337,,"Jalan Ecohill 1/2, Semenyih, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1400 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Parking, Security, Barbeque area, Swimming Pool, Gymnasium",Penang,Bukit Jambul,2025-01-29 08:10,109953191,5.3455938419238915,100.27441727829667,,"Tingkat Bukit Jambul 1, Bukit Jambul Indah, Bukit Jambul, Penang"
RM 700 per month,"House, For rent",1.5-storey Terraced House,4,2,2070 sq.ft.,Fully Furnished,,Perak,Ipoh,2025-01-29 08:09,109953244,,,,
RM 500 per month,"Apartment / Condominium, For rent",Apartment,3,2,876 sq.ft.,Not Furnished,Playground,Perak,Taiping,2025-01-29 08:09,109953237,,,,"Off Jalan Bukit Jana, Bukit Jana, Taiping, Perak"
RM 900 per month,"House, For rent",Terraced House,3,2,2800 sq.ft.,Partially Furnished,Parking,Perak,Teluk Intan,2025-01-29 08:08,109456618,,,,
"RM 1,800 per month","House, For rent",1-storey Terraced House,4,2,1400 sq.ft.,Partially Furnished,"Security, Parking, Playground, Barbeque area, Multipurpose hall",Selangor,Dengkil,2025-01-29 08:07,109953223,,,"Air-Cond, Cooking Allowed",
"RM 1,500 per month","House, For rent",2-storey Terraced House,3,2,770 sq.ft.,Not Furnished,,Selangor,Batu Caves,2025-01-29 08:07,109953220,,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,901 sq.ft.,Not Furnished,"Playground, Swimming Pool, Jogging Track, Parking, Barbeque area, Lift, Club house, Gymnasium, Security",Selangor,Puncak Alam,2025-01-29 08:06,109795758,,,Cooking Allowed,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor"
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1350 sq.ft.,Not Furnished,"Parking, Security, Playground",Selangor,Puncak Alam,2025-01-29 08:06,109797026,,,Cooking Allowed,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,4,1400 sq.ft.,Partially Furnished,,Penang,Relau,2025-01-29 08:04,109781743,,,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,Perak,Tambun,2025-01-29 08:01,109217731,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Barbeque area, Lift, Playground, Gymnasium, Swimming Pool, Multipurpose hall, Jogging Track, Squash Court",Selangor,Puncak Alam,2025-01-29 08:00,109668193,,,"Air-Cond, Cooking Allowed, Internet",
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,4,2,1257 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Jogging Track, Barbeque area, Club house, Parking, Tennis Court, Lift, Sauna, Security, Gymnasium, Squash Court",Selangor,Bandar Saujana Putra,2025-01-29 08:00,108345389,2.9447116631418795,101.58690436207732,,"Jalan Saujana Putra, Bandar Saujana Putra, Selangor"
