monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 6,500 per month","Apartment / Condominium, For rent",Condominium,2,2,1200 sq.ft.,Fully Furnished,"Lift, Multipurpose hall, Playground, Gymnasium, Swimming Pool, Security, Barbeque area, Sauna, Parking","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bayan Indah 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 16:30,109925031,5.33715855,100.31081342126376
"RM 2,300 per month","Apartment / Condominium, For rent",Apartment,1,1,584 sq.ft.,Fully Furnished,"Lift, Barbeque area, Minimart, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security",,"Persiaran Medini 3, Bandar Medini Iskandar., Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-01-25 16:30,109925028,,
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,3,1450 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Jogging Track, Barbeque area, Lift, Sauna, Parking, Gymnasium",,"Halaman Halia, Taman Evergreen, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-25 16:30,109925027,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1465 sq.ft.,Partially Furnished,"Multipurpose hall, Lift, Swimming Pool, Gymnasium, Club house, Playground, Sauna, Parking, Security","Air-Cond, Cooking Allowed","Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 16:30,109924899,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,4,1650 sq.ft.,Partially Furnished,,,,Selangor,Kajang,2025-01-25 16:30,109924938,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1044 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Lift, Gymnasium, Jogging Track, Sauna, Parking, Multipurpose hall, Security, Barbeque area","Air-Cond, Cooking Allowed","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-25 16:29,109925007,5.2503874971889255,100.43660656364929
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Johor,Iskandar Puteri,2025-01-25 16:29,109888023,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,3,3,2400 sq.ft.,Partially Furnished,,,,Kuala Lumpur,Segambut,2025-01-25 16:28,109925002,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,486 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Swimming Pool, Gymnasium, Tennis Court, Sauna, Multipurpose hall, Lift",,"Jalan Setia Dagang AH U13/AH, Setia City, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-25 16:28,109646994,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,460 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Jaya Putra, Taman Jaya Putra, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 16:27,109924985,1.57782225,103.7667167
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Parking, Playground, Jogging Track, Multipurpose hall, Tennis Court, Squash Court, Minimart",,"Tingkat Bukit Jambul 1, Bukit Jambul Indah, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 16:26,109924982,,
"RM 1,999 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Fully Furnished,"Jogging Track, Playground, Swimming Pool, Gymnasium, Lift, Barbeque area, Multipurpose hall, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor",Johor,Tampoi,2025-01-25 16:26,109924980,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,2,2,950 sq.ft.,Fully Furnished,"Sauna, Multipurpose hall, Security, Gymnasium, Lift, Barbeque area, Parking, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bayan Indah 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 16:25,109924857,5.33715855,100.31081342126376
"RM 1,300 per month","House, For rent",Bungalow House,3,2,1500 sq.ft.,Not Furnished,,,,Kedah,Jitra,2025-01-25 16:25,109924869,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Not Furnished,"Parking, Playground",,"Persiaran Bayan Mutiara 3, Gelugor, Penang",Penang,Gelugor,2025-01-25 16:25,109924880,,
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,2900 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track, Barbeque area",,,Kedah,Padang Serai,2025-01-25 16:24,109924965,,
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,250 sq.ft.,Fully Furnished,"Security, Lift, Parking, Gymnasium, Swimming Pool, Multipurpose hall, Playground, Jogging Track, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-25 16:21,109731607,5.237960493379715,100.44254461590995
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,840 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",,"Tadisma Business Park Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 16:21,109469900,3.0889027,101.5450357
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Parking, Playground, Multipurpose hall, Swimming Pool, Lift, Security, Gymnasium, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Taman Bandaraya, Bukit Serindit, Melaka",Melaka,Bukit Serindit,2025-01-25 16:20,109924950,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT","Jalan Pandan Indah 6/12, Pandan Indah, Kuala Lumpur",Kuala Lumpur,Pandan Indah,2025-01-25 16:20,109924945,3.1449965270975984,101.7389786173796
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Not Furnished,"Security, Parking",,,Selangor,Bangi,2025-01-25 16:19,109924933,,
RM 750 per month,"House, For rent",2-storey Terraced House,2,2,650 sq.ft.,Not Furnished,Parking,,,Selangor,Ampang,2025-01-25 16:18,109924926,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bundusan, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-25 16:17,109924914,5.948233844521472,116.10244917074564
"RM 1,100 per month","House, For rent",2-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,Cooking Allowed,,Selangor,Semenyih,2025-01-25 16:17,109510996,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Playground, Security, Parking, Lift",Cooking Allowed,"Jalan Eco Majestic 3A/5, Semenyih, Selangor",Selangor,Semenyih,2025-01-25 16:16,109255067,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,836 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT","Taman Cheras Permai, Cheras, Selangor",Selangor,Cheras,2025-01-25 16:16,109787941,3.0734787,101.77184665671378
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security",Air-Cond,"Jalan M, Kampung Tasik Permai, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-01-25 16:16,109924907,,
"RM 2,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Lift, Parking, Security, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Thamby Abdullah 1, Off Jalan Tun Sambanthan 1, Brickfields, Kuala Lumpur",Kuala Lumpur,Brickfields,2025-01-25 16:16,109924905,,
"RM 2,700 per month","House, For rent",2-storey Terraced House,4,3,2700 sq.ft.,Partially Furnished,,Air-Cond,,Johor,Iskandar Puteri,2025-01-25 16:16,109924904,,
RM 500 per month,"House, For rent",Others,1,1,140 sq.ft.,Partially Furnished,,,,Johor,Tebrau,2025-01-25 16:16,109924901,,
RM 980 per month,"House, For rent",1-storey Terraced House,3,2,870 sq.ft.,Partially Furnished,Parking,Cooking Allowed,,Sabah,Kota Kinabalu,2025-01-25 16:15,109924895,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,970 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Minimart, Swimming Pool",,"Jalan Wawasan 1/10, Bandar Baru Ampang, Ampang, Selangor",Selangor,Ampang,2025-01-25 16:15,109924799,3.1465512,101.7665438
"RM 1,100 per month","House, For rent",Terraced House,3,2,1400 sq.ft.,Fully Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Negeri Sembilan,Port Dickson,2025-01-25 16:14,109648814,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool, Lift, Multipurpose hall, Gymnasium, Parking","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 16:12,109905002,1.4676996579290054,103.7249724411857
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1047 sq.ft.,Fully Furnished,"Security, Gymnasium, Multipurpose hall, Jogging Track, Parking, Swimming Pool, Barbeque area, Playground","Air-Cond, Cooking Allowed","Jalan Seri Tg Pinang Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-25 16:12,108830283,,
"RM 2,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Gymnasium, Lift, Parking, Security, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 16:12,109905056,1.4676996579290054,103.7249724411857
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,900 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Barbeque area, Sauna, Playground, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Tenteram, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 16:12,109905221,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,4,2100 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track",Cooking Allowed,,Selangor,Bangi,2025-01-25 16:11,107981248,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,1,1,753 sq.ft.,Not Furnished,"Parking, Playground, Multipurpose hall, Swimming Pool, Gymnasium, Barbeque area, Security, Lift",Cooking Allowed,"Persiaran Subang Indah, USJ1, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-01-25 16:11,108686459,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,979 sq.ft.,Not Furnished,"Gymnasium, Parking, Swimming Pool, Lift, Security, Playground, Barbeque area, Multipurpose hall",Cooking Allowed,"Persiaran Subang Indah, USJ1, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-01-25 16:10,108686458,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,3,3,3250 sq.ft.,Partially Furnished,,,,Johor,Pasir Gudang,2025-01-25 16:10,109924773,,
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Jogging Track",,"Off Jalan Sungai Pinang, Taman Cemerlang, Georgetown, Penang",Penang,Georgetown,2025-01-25 16:10,109924775,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1175 sq.ft.,Fully Furnished,"Playground, Jogging Track, Barbeque area, Multipurpose hall, Security","Air-Cond, Cooking Allowed",,Selangor,Setia Alam,2025-01-25 16:10,109924791,,
"RM 2,200 per month","House, For rent",Bungalow House,6,6,6400 sq.ft.,Not Furnished,,,,Perak,Seri Iskandar,2025-01-25 16:10,109136059,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,1,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift",,"Lorong Khoo Hye Keat, Ayer Itam, Penang",Penang,Ayer Itam,2025-01-25 16:10,108881077,,
"RM 1,750 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool, Squash Court, Lift, Club house, Tennis Court, Parking, Jogging Track, Sauna, Multipurpose hall, Playground, Gymnasium, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Teknologi Subang, Subang Hi-tech Industrial Park, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-01-25 16:10,109924794,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Jogging Track, Barbeque area, Multipurpose hall, Parking, Playground, Tennis Court, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Lestari, Off Jalan Baru, Perai, Penang",Penang,Perai,2025-01-25 16:08,109556422,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed","Jalan Sepakat Indah 6, Taman Sepakat Indah, Kajang, Selangor",Selangor,Kajang,2025-01-25 16:08,109924837,2.9742431589853173,101.78162336618789
"RM 2,950 per month","Apartment / Condominium, For rent",Apartment,3,3,1250 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Playground, Gymnasium, Barbeque area, Swimming Pool, Tennis Court, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 16:06,109873218,1.4676996579290054,103.7249724411857
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,4,2198 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Jogging Track, Club house","Air-Cond, Cooking Allowed",,Selangor,Bangi,2025-01-25 16:05,109924825,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,700 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Minimart, Playground, Barbeque area, Multipurpose hall, Gymnasium, Tennis Court, Jogging Track, Sauna, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Singgahsana, Off Persiaran Gerbang Utama, Bukit Jelutong, Selangor",Selangor,Bukit Jelutong,2025-01-25 16:05,109924765,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool, Squash Court, Lift, Club house, Tennis Court, Parking, Jogging Track, Sauna, Multipurpose hall, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed","Persiaran Teknologi Subang, Subang Hi-tech Industrial Park, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-01-25 16:05,109924766,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Partially Furnished,,,,Selangor,Rawang,2025-01-25 16:04,109831997,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,540 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",,"Off Jalan Kuching, Taman Prima Selayang, Selayang, Selangor",Selangor,Selayang,2025-01-25 16:04,109088547,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,,,Kedah,Kulim,2025-01-25 16:03,109734496,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Parking, Lift, Minimart, Gymnasium, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 16:02,109924805,3.0763722500000004,101.54200975
"RM 1,200 per month","House, For rent",1-storey Terraced House,4,2,1000 sq.ft.,Not Furnished,,,,Selangor,Bandar Saujana Putra,2025-01-25 15:59,109914307,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,1008 sq.ft.,Partially Furnished,"Minimart, Parking, Playground, Lift, Security","Air-Cond, Cooking Allowed","Jalan Sepakat Indah 3, Taman Sepakat Indah, Kajang, Selangor",Selangor,Kajang,2025-01-25 15:59,109891612,2.974661811754674,101.7831331188504
"RM 1,550 per month","Apartment / Condominium, For rent",Apartment,4,2,1200 sq.ft.,Partially Furnished,"Playground, Parking, Security, Lift, Minimart","Cooking Allowed, Air-Cond","Off Jalan Lingkaran Tengah 2, Pekan Kepong, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-25 15:58,108848863,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Klang Lama, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-01-25 15:55,107278624,3.09346915,101.67657204176042
"RM 2,500 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Playground, Lift, Barbeque area, Security, Swimming Pool, Gymnasium, Parking, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Persiaran You City, Cheras, Selangor",Selangor,Cheras,2025-01-25 15:52,109904649,,
"RM 2,550 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Club house, Barbeque area, Sauna, Multipurpose hall, Swimming Pool, Parking, Security, Lift, Playground, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Jalil 2, Off Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-25 15:52,109715955,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1059 sq.ft.,Partially Furnished,"Security, Playground, Parking, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan 4/1, Seksyen 4, Bandar Baru Bangi, Bangi, Selangor",Selangor,Bangi,2025-01-25 15:51,109615420,2.954595699361409,101.77911551651776
"RM 3,850 per month","Apartment / Condominium, For rent",Condominium,2,2,700 sq.ft.,Fully Furnished,"Gymnasium, Lift, Security, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kia Peng, Off Jalan Raja Chulan, KLCC, Kuala Lumpur",Kuala Lumpur,KLCC,2025-01-25 15:51,109654106,,
"RM 2,350 per month","Apartment / Condominium, For rent",Service Residence,2,1,700 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Awana, Cheras, Selangor",Selangor,Cheras,2025-01-25 15:51,109723554,3.081017622636083,101.76111620285363
"RM 3,300 per month","Apartment / Condominium, For rent",Condominium,4,3,1350 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Gymnasium, Jogging Track, Sauna, Tennis Court, Barbeque area, Parking, Security, Playground, Squash Court","Air-Cond, Washing Machine, Cooking Allowed","No.25, Jalan Mohd Taib, Wadi Hana, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 15:50,109924631,1.4708686091120196,103.75984547688158
"RM 1,400 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,904 sq.ft.,Not Furnished,"Playground, Security, Parking",,"Jalan Impian 11B, Bandar Botanik, Bandar Botanic, Selangor",Selangor,Bandar Botanic,2025-01-25 15:50,109924632,2.9959261084406816,101.46026035305911
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Parking, Security, Playground, Lift, Swimming Pool",,"Jalan Temenggung 19, Off Jalan Sungai Jati, Klang, Selangor",Selangor,Klang,2025-01-25 15:49,109924710,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Playground, Swimming Pool, Gymnasium, Parking, Minimart, Security, Lift, Tennis Court",,"Jalan Pelangi 10, Taman Pelangi, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 15:49,109924707,,
"RM 1,850 per month","Apartment / Condominium, For rent",Service Residence,3,2,822 sq.ft.,Partially Furnished,"Lift, Multipurpose hall, Playground, Gymnasium, Barbeque area, Sauna, Swimming Pool, Jogging Track, Parking, Security, Minimart",,"Jalan Sinar Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 15:46,109924693,3.1891904955224337,101.69067289992145
"RM 2,200 per month","House, For rent",2-storey Terraced House,5,3,3200 sq.ft.,Partially Furnished,,,,Melaka,Cheng,2025-01-25 15:45,109924690,,
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,2,750 sq.ft.,Not Furnished,"Playground, Parking, Security",,"Jalan Gaya 11, Taman Gaya, Ulu Tiram, Johor",Johor,Ulu Tiram,2025-01-25 15:45,109924689,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,906 sq.ft.,Fully Furnished,"Lift, Security, Barbeque area, Playground, Gymnasium, Multipurpose hall, Parking, Swimming Pool",,"Jalan M9A, Taman Merak Mas, Bukit Katil, Melaka",Melaka,Bukit Katil,2025-01-25 15:45,108866883,2.2339057226039825,102.29017235357509
RM 700 per month,"Apartment / Condominium, For rent",Condominium,3,2,728 sq.ft.,Not Furnished,"Lift, Playground, Parking, Barbeque area, Minimart","Cooking Allowed, Near KTM/LRT, Internet","Jalan Desa Palma, Bandar Baru Nilai, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-25 15:40,87401951,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,890 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Barbeque area, Multipurpose hall, Security, Jogging Track, Lift, Swimming Pool, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bayu Laut 7/KS9, Port Klang, Selangor",Selangor,Port Klang,2025-01-25 15:39,109308732,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,840 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Sauna, Swimming Pool, Minimart, Playground, Security, Barbeque area, Multipurpose hall, Club house, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT","Off Jalan Klang Banting, Bandar Bestari, Klang, Selangor",Selangor,Klang,2025-01-25 15:38,109309443,,
"RM 1,199 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Partially Furnished,"Gymnasium, Lift, Swimming Pool, Security, Parking",,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",Selangor,Kajang,2025-01-25 15:37,109525883,2.9600519,101.79473955
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1270 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mutiara 3, Mutiara Heights, Kajang, Selangor",Selangor,Kajang,2025-01-25 15:37,108806854,3.033613978027687,101.80467338738575
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,3,1200 sq.ft.,Partially Furnished,"Gymnasium, Playground, Lift, Parking, Swimming Pool, Security, Sauna, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan PBS 14/2, Taman Bukit Serdang, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-25 15:37,109259652,3.0439877873683443,101.69490344851917
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,2,1650 sq.ft.,Not Furnished,,Cooking Allowed,,Johor,Johor Bahru,2025-01-25 15:35,109903640,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,2,2,880 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Security, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Tennis Court, Jogging Track, Parking","Air-Cond, Washing Machine","Jalan Forest City, Forest City, Gelang Patah, Johor",Johor,Gelang Patah,2025-01-25 15:35,109711985,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,718 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Minimart, Playground, Barbeque area, Multipurpose hall, Gymnasium, Tennis Court, Jogging Track, Sauna, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Singgahsana, Off Persiaran Gerbang Utama, Bukit Jelutong, Selangor",Selangor,Bukit Jelutong,2025-01-25 15:35,109924481,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,1,1,520 sq.ft.,Fully Furnished,"Security, Playground, Tennis Court, Parking, Lift, Multipurpose hall, Swimming Pool, Gymnasium, Barbeque area, Sauna, Minimart, Jogging Track, Club house","Air-Cond, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 15:34,109712504,1.4676996579290054,103.7249724411857
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT",,Penang,Simpang Ampat,2025-01-25 15:34,109586368,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,2,1,780 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Security, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Multipurpose hall, Tennis Court","Air-Cond, Washing Machine","Jalan Forest City, Forest City, Gelang Patah, Johor",Johor,Gelang Patah,2025-01-25 15:34,109711922,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Security, Multipurpose hall, Lift, Playground, Parking, Swimming Pool, Gymnasium",,"Jalan Semenyih, Semenyih, Selangor",Selangor,Semenyih,2025-01-25 15:33,108919118,2.9591273103196403,101.83954419725188
"RM 1,400 per month","House, For rent",1-storey Terraced House,4,2,1500 sq.ft.,Not Furnished,,,,Selangor,Klang,2025-01-25 15:33,109847830,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,781 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Parking, Lift, Playground, Gymnasium, Squash Court, Security, Minimart, Swimming Pool",,"Jalan Ampang, Kampung Berembang, KL City, Kuala Lumpur",Kuala Lumpur,KL City,2025-01-25 15:32,107360279,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,460 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Gymnasium, Lift, Barbeque area, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Jalan Ilmiah, Kajang, Selangor",Selangor,Kajang,2025-01-25 15:31,109702451,2.9361851156877457,101.7970071344437
