ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
105413830,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,600 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
105408485,The Clio 2 Residences,2021,"RM 3,500 per month",Putrajaya - Putrajaya,Condominium,3,2,2,829 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Sauna, Playground, Lift, Multipurpose hall, Parking, Security, Gymnasium",
105399965,Pangsapuri Putra Damai,,"RM 1,000 per month",Putrajaya - Putrajaya,Apartment,3,4,2,700 sq.ft.,Partially Furnished,"Parking, Playground, Minimart, Lift, Security, Swimming Pool, Multipurpose hall, Jogging Track, Tennis Court, Squash Court, Gymnasium",
105391689,Saujana Aster,2016,"RM 1,600 per month",Putrajaya - Putrajaya,Condominium,3,1,2,1000 sq.ft.,Partially Furnished,"Barbeque area, Parking, Swimming Pool, Multipurpose hall, Playground, Security",
105380326,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,300 per month",Putrajaya - Putrajaya,Apartment,3,2,2,1200 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
105375789,Tamara Residence,2016,"RM 1,900 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1205 sq.ft.,Partially Furnished,"Gymnasium, Playground, Swimming Pool, Parking, Multipurpose hall, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine"
105372667,Pangsapuri Putra Damai,,"RM 1,100 per month",Putrajaya - Putrajaya,Flat,3,1,2,750 sq.ft.,Not Furnished,"Minimart, Parking, Lift, Playground",Cooking Allowed
105358289,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,300 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Partially Furnished,"Parking, Playground, Lift, Security, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT"
105347755,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,500 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Fully Furnished,"Parking, Lift, Playground, Security, Multipurpose hall, Jogging Track",
103528511,Tamara Residence,2016,"RM 2,600 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1205 sq.ft.,Fully Furnished,"Security, Parking",
105339564,Conezion Residences,2018,"RM 2,600 per month",Putrajaya - Putrajaya,Service Residence,3,2,2,986 sq.ft.,Fully Furnished,"Gymnasium, Parking, Playground, Minimart, Lift, Multipurpose hall, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine"
105336294,Residensi Youth City,,RM 700 per month,Putrajaya - Putrajaya,Condominium,2,1,2,735 sq.ft.,Not Furnished,"Parking, Gymnasium, Security, Club house, Jogging Track, Tennis Court, Barbeque area, Lift, Swimming Pool, Minimart, Squash Court, Multipurpose hall, Playground","Cooking Allowed, Near KTM/LRT"
105332328,Pangsapuri Putra Damai,,"RM 1,100 per month",Putrajaya - Putrajaya,Apartment,3,,2,845 sq.ft.,Not Furnished,"Parking, Playground, Minimart, Lift",Cooking Allowed
105292625,"PPAM KASTURI, PRESINT 17",2024,"RM 1,550 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Multipurpose hall",Cooking Allowed
105231561,Presint 11 Apartment,,RM 900 per month,Putrajaya - Putrajaya,Apartment,3,1,1,850 sq.ft.,Not Furnished,"Parking, Playground, Lift, Security, Minimart, Tennis Court, Squash Court, Swimming Pool, Multipurpose hall","Cooking Allowed, Internet"
