ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,Column1
105985647,Henna Residence  @ The Quartz WM,2021,"RM 2,600 per month",Kuala Lumpur - Wangsa Maju,Service Residence,3,1,2,841 sq.ft.,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Barbeque area, Minimart, Playground, Lift, Security","Air-Cond, Cooking Allowed",
105942114,Unio Residence,2021,"RM 2,550 per month",Kuala Lumpur - Kepong,Service Residence,3,2,2,1139 sq.ft.,Partially Furnished,"Lift, Minimart, Playground, Swimming Pool, Gymnasium, Security, Tennis Court, Parking, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105992432,Twin Arkz @ Bukit Jalil,2015,"RM 2,550 per month",Kuala Lumpur - Bukit Jalil,Condominium,2,2,2,1025 sq.ft.,Partially Furnished,"Lift, Multipurpose hall, Barbeque area, Squash Court, Playground, Swimming Pool, Gymnasium, Tennis Court, Parking, Security","Air-Cond, Cooking Allowed, Washing Machine",
105996224,Paraiso @ The Earth Bukit Jalil,2020,"RM 2,550 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,,2,986 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106052850,United Point Residence @ North Kiara,2019,"RM 2,500 per month",Kuala Lumpur - Segambut,Service Residence,3,2,2,958 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Minimart, Lift, Barbeque area, Gymnasium, Parking, Security, Multipurpose hall","Air-Cond, Cooking Allowed",
105818608,The Hamilton,2020,"RM 2,500 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Security, Playground, Gymnasium, Jogging Track, Multipurpose hall, Parking, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105928801,The Hamilton,2020,"RM 2,500 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1000 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Playground, Multipurpose hall",,
106041495,Vista Kiara,1997,"RM 2,500 per month",Kuala Lumpur - Mont Kiara,Condominium,3,1,2,1238 sq.ft.,Fully Furnished,"Parking, Security, Sauna, Gymnasium, Multipurpose hall, Playground, Squash Court, Jogging Track, Club house, Minimart, Swimming Pool, Tennis Court, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine",
106039420,Infiniti 3 Residences,2017,"RM 2,500 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1085 sq.ft.,Fully Furnished,"Tennis Court, Barbeque area, Lift, Parking, Playground, Swimming Pool, Security, Gymnasium",,
106026510,Cubic Botanical,2022,"RM 2,500 per month",Kuala Lumpur - Bangsar South,Service Residence,3,,2,805 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Multipurpose hall, Security, Swimming Pool, Barbeque area, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105805238,Arte Cheras,2023,"RM 2,500 per month",Kuala Lumpur - Cheras,Service Residence,2,1,2,8685 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Security, Parking, Lift, Multipurpose hall, Club house, Swimming Pool, Playground, Sauna, Minimart, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
103644740,Danau Kota Suite Apartments,2018,"RM 2,500 per month",Kuala Lumpur - Setapak,Apartment,3,1,2,969 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
104807613,Residensi Bandar Razak,,"RM 2,500 per month",Kuala Lumpur - Sungai Besi,Service Residence,3,1,3,1140 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",
105988402,Razak City Residences (RC Residence),2020,"RM 2,500 per month",Kuala Lumpur - Sungai Besi,Service Residence,3,1,3,1148 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Swimming Pool, Jogging Track, Lift, Barbeque area, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105980416,UNA Serviced Apartment @ Jalan Peel,2020,"RM 2,500 per month",Kuala Lumpur - Cheras,Service Residence,2,1,1,807 sq.ft.,Fully Furnished,"Gymnasium, Playground, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
105973143,Trion 2 @ KL,2022,"RM 2,500 per month",Kuala Lumpur - Chan Sow Lin,Service Residence,2,,1,675 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Jogging Track, Sauna, Multipurpose hall, Security, Playground, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105970086,Platinum OUG Residence,2021,"RM 2,500 per month",Kuala Lumpur - OUG,Condominium,3,1,3,1250 sq.ft.,Fully Furnished,"Playground, Gymnasium, Lift, Multipurpose hall, Security, Swimming Pool, Parking, Barbeque area, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",
106007494,Casa Green (Bukit Jalil),2019,"RM 2,499 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,2,3,1030 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105970298,Armani Residence,,"RM 2,499 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,900 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Club house, Parking, Playground, Swimming Pool, Security, Minimart, Lift, Multipurpose hall, Sauna","Air-Cond, Cooking Allowed, Washing Machine",
105518483,M Adora,2024,"RM 2,400 per month",Kuala Lumpur - Wangsa Maju,Condominium,4,2,2,1000 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Parking, Playground, Swimming Pool, Multipurpose hall, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106026732,Kiara Residence 2,,"RM 2,400 per month",Kuala Lumpur - Bukit Jalil,Condominium,4,2,3,1457 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Jogging Track, Gymnasium, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106011947,3 Residen @ Melawati,2010,"RM 2,400 per month",Kuala Lumpur - Taman Melawati,Condominium,4,2,3,1250 sq.ft.,Fully Furnished,"Sauna, Barbeque area, Minimart, Playground, Multipurpose hall, Parking, Swimming Pool, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",
105917170,Kiara Residence 2,,"RM 2,400 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Security, Swimming Pool, Jogging Track, Gymnasium, Parking, Lift, Playground, Sauna, Barbeque area, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106054827,Condominium Akasia Bukit Jalil,2023,"RM 2,399 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105993937,Sofiya Residences,2019,"RM 2,350 per month",Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,862 sq.ft.,Fully Furnished,"Parking, Security, Playground, Lift, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",
106052041,EkoCheras Service Apartment,2017,"RM 2,300 per month",Kuala Lumpur - Cheras,Service Residence,1,1,2,762 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Lift, Jogging Track, Parking, Security, Minimart, Tennis Court, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine",
104926474,Titiwangsa Sentral,2011,"RM 2,300 per month",Kuala Lumpur - Titiwangsa,Condominium,3,1,2,1100 sq.ft.,Fully Furnished,"Tennis Court, Barbeque area, Security, Playground, Gymnasium, Squash Court, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106045814,Arte Plus Jalan Ampang,2018,"RM 2,300 per month",Kuala Lumpur - Ampang,Condominium,3,2,2,1121 sq.ft.,Fully Furnished,"Minimart, Jogging Track, Playground, Gymnasium, Parking, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Internet, Near KTM/LRT",
105699474,M Vertica,2023,"RM 2,300 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,850 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Barbeque area, Multipurpose hall, Lift, Tennis Court, Jogging Track",,
106037598,Riverville Residences,2015,"RM 2,300 per month",Kuala Lumpur - Old Klang Road,Condominium,3,2,2,1210 sq.ft.,Partially Furnished,"Security, Parking, Jogging Track, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",
105499921,Arte Cheras,2023,"RM 2,300 per month",Kuala Lumpur - Cheras,Service Residence,2,,2,868 sq.ft.,Fully Furnished,"Lift, Barbeque area, Multipurpose hall, Club house, Security, Parking, Gymnasium",,
105901350,M Vertica,2023,"RM 2,300 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105996185,3 Towers,2015,"RM 2,300 per month",Kuala Lumpur - Ampang Hilir,Service Residence,2,,2,830 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium, Multipurpose hall, Lift, Minimart","Air-Cond, Washing Machine",
105996164,3 Towers,2015,"RM 2,300 per month",Kuala Lumpur - Ampang Hilir,Service Residence,2,,2,830 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium, Lift, Minimart","Air-Cond, Washing Machine",
105992584,The Societe,2023,"RM 2,300 per month",Kuala Lumpur - Sri Hartamas,Service Residence,1,1,1,499 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Lift, Club house, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Internet",
105319553,Teratai Mewah Condominium,,"RM 2,300 per month",Kuala Lumpur - Setapak,Condominium,4,1,3,1500 sq.ft.,Fully Furnished,"Sauna, Playground, Gymnasium, Barbeque area, Club house, Parking, Swimming Pool, Lift, Multipurpose hall, Minimart, Tennis Court, Squash Court, Security",,
105828414,Mahsuri Apartments,1987,"RM 2,300 per month",Kuala Lumpur - Keramat,Condominium,3,2,2,1130 sq.ft.,Fully Furnished,"Parking, Playground, Security",,
105987619,Platinum Splendor Residensi Semarak,2020,"RM 2,300 per month",Kuala Lumpur - Keramat,Condominium,3,2,2,926 sq.ft.,Fully Furnished,"Swimming Pool, Security, Minimart, Playground, Parking, Gymnasium, Lift, Tennis Court, Squash Court, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105987556,Lily Apartment @ Kuchai Lama,2021,"RM 2,300 per month",Kuala Lumpur - Kuchai Lama,Apartment,3,1,2,820 sq.ft.,Partially Furnished,,,
105987255,Kiara Residence 1,2014,"RM 2,300 per month",Kuala Lumpur - Bukit Jalil,Condominium,4,2,3,1293 sq.ft.,Fully Furnished,"Security, Playground, Squash Court, Jogging Track, Sauna, Parking, Minimart, Gymnasium, Club house, Swimming Pool, Tennis Court, Barbeque area",,
105598450,PKNS Kampung Baru,,"RM 2,250 per month",Kuala Lumpur - KLCC,Flat,3,,1,850 sq.ft.,Not Furnished,Lift,"Cooking Allowed, Near KTM/LRT",
106052080,Henna Residence  @ The Quartz WM,2021,"RM 2,200 per month",Kuala Lumpur - Wangsa Maju,Service Residence,2,1,2,700 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool, Parking, Security, Gymnasium, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",
105495648,Cubic Botanical,2022,"RM 2,200 per month",Kuala Lumpur - Bangsar South,Service Residence,1,1,1,518 sq.ft.,Fully Furnished,"Sauna, Parking, Swimming Pool, Barbeque area, Jogging Track, Multipurpose hall, Security, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",
105253108,The Z Residence,2014,"RM 2,200 per month",Kuala Lumpur - Bukit Jalil,Condominium,2,1,2,1036 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Minimart, Swimming Pool, Security, Lift, Parking, Playground, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105831002,United Point Residence @ North Kiara,2019,"RM 2,200 per month",Kuala Lumpur - Segambut,Service Residence,3,,2,958 sq.ft.,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Playground, Multipurpose hall, Security, Lift, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106004138,The Tamarind @ Sentul East,2005,"RM 2,200 per month",Kuala Lumpur - Sentul,Condominium,3,,2,1065 sq.ft.,Fully Furnished,"Swimming Pool, Minimart, Playground, Tennis Court, Barbeque area, Parking, Gymnasium, Security",,
105998177,Neu Suites,2021,"RM 2,200 per month",Kuala Lumpur - Ampang,Service Residence,2,1,2,480 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Lift, Multipurpose hall, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105992958,Sri Ayu,,"RM 2,200 per month",Kuala Lumpur - Setiawangsa,Apartment,3,,2,1200 sq.ft.,Fully Furnished,"Security, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105989889,Vista Sentul Residences,2023,"RM 2,200 per month",Kuala Lumpur - Sentul,Service Residence,3,2,2,958 sq.ft.,Partially Furnished,"Parking, Gymnasium, Lift, Multipurpose hall, Security, Swimming Pool, Playground",,
105796675,Damai Residence @ Sungai Besi,2021,"RM 2,200 per month",Kuala Lumpur - Chan Sow Lin,Service Residence,3,2,2,987 sq.ft.,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Sauna, Security",,
105735114,Plaza Metro Prima,2007,"RM 2,100 per month",Kuala Lumpur - Kepong,Service Residence,4,1,2,1460 sq.ft.,Fully Furnished,"Barbeque area, Security, Minimart, Playground, Swimming Pool, Parking, Gymnasium",Cooking Allowed,
106050668,M Centura,2021,"RM 2,100 per month",Kuala Lumpur - Sentul,Service Residence,3,,2,850 sq.ft.,Fully Furnished,"Security, Multipurpose hall, Playground, Swimming Pool, Barbeque area, Parking","Air-Cond, Cooking Allowed, Washing Machine",
106041081,The Havre @ Bukit Jalil,2020,"RM 2,100 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,1,3,1023 sq.ft.,Fully Furnished,"Lift, Security, Jogging Track, Sauna, Multipurpose hall, Barbeque area, Playground, Gymnasium, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",
106031768,Majestic Maxim,2021,"RM 2,100 per month",Kuala Lumpur - Cheras,Service Residence,3,1,2,819 sq.ft.,Fully Furnished,"Swimming Pool, Security, Barbeque area, Playground, Gymnasium, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",
105163480,The Haute,2019,"RM 2,100 per month",Kuala Lumpur - Keramat,Condominium,3,2,2,1003 sq.ft.,Partially Furnished,"Security, Gymnasium, Multipurpose hall, Parking, Swimming Pool, Lift, Playground, Sauna, Barbeque area","Cooking Allowed, Near KTM/LRT, Air-Cond",
106000479,M Adora,2024,"RM 2,100 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,900 sq.ft.,Fully Furnished,"Barbeque area, Playground, Swimming Pool, Parking, Security, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105739404,Platinum Arena,2022,"RM 2,100 per month",Kuala Lumpur - Old Klang Road,Condominium,3,2,2,910 sq.ft.,Partially Furnished,"Jogging Track, Parking, Barbeque area, Swimming Pool, Multipurpose hall, Playground, Club house, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
106047697,Damansara Foresta,2016,"RM 2,050 per month",Kuala Lumpur - Sri Damansara,Condominium,3,2,3,1492 sq.ft.,Partially Furnished,"Jogging Track, Barbeque area, Parking, Security, Playground, Swimming Pool, Sauna, Gymnasium, Multipurpose hall",,
106040075,Majestic Maxim,2021,"RM 2,050 per month",Kuala Lumpur - Cheras,Service Residence,3,1,2,819 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",
105989310,Razak City Residences (RC Residence),2020,"RM 2,050 per month",Kuala Lumpur - Sungai Besi,Service Residence,3,1,3,1148 sq.ft.,Partially Furnished,"Security, Parking, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",
106050363,The Valley @ SkySierra,2023,"RM 2,000 per month",Kuala Lumpur - Setiawangsa,Condominium,2,,1,880 sq.ft.,Partially Furnished,"Gymnasium, Tennis Court, Lift, Parking, Jogging Track, Security, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Sauna","Air-Cond, Cooking Allowed",
106020049,Platinum Lake PV16,2013,"RM 2,000 per month",Kuala Lumpur - Setapak,Condominium,4,2,2,1313 sq.ft.,Partially Furnished,"Tennis Court, Sauna, Parking, Playground, Swimming Pool, Squash Court, Jogging Track, Club house, Minimart, Gymnasium, Barbeque area, Security",,
105862383,Three33 Residence,2020,"RM 2,000 per month",Kuala Lumpur - Kepong,Service Residence,3,1,2,850 sq.ft.,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Sauna, Security, Multipurpose hall, Playground, Barbeque area",,
103914583,The Holmes Bandar Tun Razak,2019,"RM 2,000 per month",Kuala Lumpur - Cheras,Condominium,3,2,2,1018 sq.ft.,Fully Furnished,"Lift, Security, Playground, Swimming Pool, Barbeque area, Parking, Multipurpose hall","Air-Cond, Cooking Allowed",
106044546,Legend Height,2020,"RM 2,000 per month",Kuala Lumpur - Segambut,Service Residence,4,2,2,1050 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Security",,
105940326,3 Residen @ Melawati,2010,"RM 2,000 per month",Kuala Lumpur - Taman Melawati,Condominium,2,2,2,1098 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Sauna, Parking, Security, Gymnasium, Multipurpose hall, Playground, Minimart","Air-Cond, Cooking Allowed, Washing Machine",
105774695,Villa Orkid,2013,"RM 2,000 per month",Kuala Lumpur - Segambut,Condominium,3,2,2,1600 sq.ft.,Fully Furnished,"Security, Swimming Pool, Jogging Track, Barbeque area, Parking, Playground, Gymnasium, Sauna, Lift, Minimart, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
105429518,Suasana Lumayan,2015,"RM 2,000 per month",Kuala Lumpur - Cheras,Condominium,4,1,2,1142 sq.ft.,Partially Furnished,"Security, Playground, Gymnasium, Sauna, Minimart, Lift, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",
105800640,Sofiya Residences,2019,"RM 2,000 per month",Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,862 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Minimart, Jogging Track, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",
106037524,Pantai Hillpark 5,,"RM 2,000 per month",Kuala Lumpur - Bangsar South,Condominium,3,1,2,1100 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Security, Tennis Court, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",
105798292,M Centura,2021,"RM 2,000 per month",Kuala Lumpur - Sentul,Service Residence,3,2,2,850 sq.ft.,Fully Furnished,"Barbeque area, Parking, Multipurpose hall, Playground, Swimming Pool, Security","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT",
105414396,Platinum Lake PV16,2013,"RM 2,000 per month",Kuala Lumpur - Setapak,Condominium,4,2,2,1313 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium, Parking, Club house, Lift","Air-Cond, Cooking Allowed, Washing Machine",
106012476,Casa Green (Bukit Jalil),2019,"RM 2,000 per month",Kuala Lumpur - Bukit Jalil,Condominium,3,2,3,1006 sq.ft.,Fully Furnished,"Gymnasium, Security, Multipurpose hall, Parking, Playground, Swimming Pool, Lift, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
105915190,Setia SKY Residences,2011,"RM 2,000 per month",Kuala Lumpur - KLCC,Condominium,1,1,1,764 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Club house, Parking, Security, Playground, Lift, Gymnasium, Barbeque area","Cooking Allowed, Air-Cond",
104763142,Platinum Lake PV 20,2014,"RM 2,000 per month",Kuala Lumpur - Setapak,Condominium,3,3,2,1473 sq.ft.,Fully Furnished,"Club house, Parking, Playground, Swimming Pool, Gymnasium, Security, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine",
106003812,Arte Plus Jalan Ampang,2018,"RM 2,000 per month",Kuala Lumpur - Ampang,Service Residence,2,1,2,760 sq.ft.,Fully Furnished,"Security, Playground, Parking, Jogging Track, Minimart, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",
105715481,VIVO Residential Suites @ 9 Seputeh,2018,"RM 2,000 per month",Kuala Lumpur - Old Klang Road,Service Residence,2,,2,775 sq.ft.,Partially Furnished,"Swimming Pool, Barbeque area, Security, Parking, Lift, Multipurpose hall, Tennis Court, Playground, Gymnasium, Jogging Track, Sauna, Minimart","Air-Cond, Cooking Allowed, Washing Machine",
103213720,Zen Suites @ Zetapark,2013,"RM 2,000 per month",Kuala Lumpur - Setapak,Service Residence,3,2,2,1010 sq.ft.,Partially Furnished,"Lift, Barbeque area, Parking, Playground, Swimming Pool, Jogging Track, Sauna, Multipurpose hall, Gymnasium, Security, Minimart","Air-Cond, Cooking Allowed",
105994320,Tiara Mutiara 2,2017,"RM 2,000 per month",Kuala Lumpur - Old Klang Road,Service Residence,3,1,2,933 sq.ft.,Fully Furnished,"Gymnasium, Parking, Sauna, Security, Swimming Pool, Lift, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Washing Machine",
105993871,Henna Residence  @ The Quartz WM,2021,"RM 2,000 per month",Kuala Lumpur - Wangsa Maju,Service Residence,2,1,2,690 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105991770,Vista Sentul Residences,2023,"RM 2,000 per month",Kuala Lumpur - Sentul,Service Residence,3,1,2,818 sq.ft.,Fully Furnished,"Lift, Security, Swimming Pool, Parking, Gymnasium, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
104594450,M Vertica,2023,"RM 2,000 per month",Kuala Lumpur - Cheras,Condominium,3,1,2,850 sq.ft.,Partially Furnished,"Lift, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Security, Jogging Track, Playground, Tennis Court, Gymnasium, Minimart",,
105804416,Savio @ Riana Dutamas,2019,"RM 2,000 per month",Kuala Lumpur - Segambut,Service Residence,3,2,2,802 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Jogging Track, Security, Gymnasium, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",
106032073,Razak City Residences (RC Residence),2020,"RM 1,999 per month",Kuala Lumpur - Sungai Besi,Service Residence,3,,2,1050 sq.ft.,Fully Furnished,"Barbeque area, Playground, Parking, Jogging Track, Lift, Swimming Pool, Security, Gymnasium",Air-Cond,
106017672,Infiniti 3 Residences,2017,"RM 1,999 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Swimming Pool, Tennis Court, Playground, Security, Lift, Barbeque area, Parking, Gymnasium",,
105995804,Henna Residence  @ The Quartz WM,2021,"RM 1,999 per month",Kuala Lumpur - Wangsa Maju,Condominium,2,1,1,700 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Security, Swimming Pool, Barbeque area, Minimart, Playground",,
105995695,Infiniti 3 Residences,2017,"RM 1,999 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Barbeque area, Tennis Court, Security, Gymnasium, Lift, Parking",,
104295069,M Centura,2021,"RM 1,980 per month",Kuala Lumpur - Sentul,Service Residence,3,1,2,850 sq.ft.,Fully Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
102317388,Arte Plus Jalan Ampang,2018,"RM 1,970 per month",Kuala Lumpur - Ampang,Service Residence,2,1,2,700 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Security, Lift, Swimming Pool, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",
105970636,Cubic Botanical,2022,"RM 1,950 per month",Kuala Lumpur - Bangsar South,Service Residence,2,1,1,518 sq.ft.,Fully Furnished,"Security, Sauna, Swimming Pool, Gymnasium, Parking, Playground, Barbeque area, Jogging Track, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Washing Machine",
106051953,Residensi Rampai,2016,"RM 1,900 per month",Kuala Lumpur - Setapak,Condominium,3,2,2,900 sq.ft.,Fully Furnished,"Security, Swimming Pool, Barbeque area, Playground, Gymnasium, Parking, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
106051086,Serini Melawati,2018,"RM 1,900 per month",Kuala Lumpur - Taman Melawati,Service Residence,2,2,2,836 sq.ft.,Not Furnished,"Minimart, Parking, Swimming Pool, Gymnasium, Security, Playground","Cooking Allowed, Air-Cond, Near KTM/LRT",
105733507,Neu Suites,2021,"RM 1,900 per month",Kuala Lumpur - Ampang,Service Residence,2,2,1,430 sq.ft.,Fully Furnished,"Lift, Parking, Playground, Swimming Pool, Security, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed",
104112294,Sentul Point Suite Apartment,2020,"RM 1,900 per month",Kuala Lumpur - Sentul,Service Residence,2,1,2,743 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Barbeque area, Playground, Swimming Pool, Multipurpose hall",,
106040668,Villa Wangsamas,2010,"RM 1,900 per month",Kuala Lumpur - Wangsa Maju,Condominium,3,,3,1267 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",
