ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
105899150,Semarak @ Taman Raintree,,"RM 1,300 per month",Selangor - Batu Caves,Apartment,3,1,2,1098 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Security, Lift, Barbeque area, Playground, Minimart, Gymnasium, Parking","Cooking Allowed, Near KTM/LRT"
104192006,Menara U2,2014,"RM 1,700 per month",Selangor - Shah Alam,Service Residence,2,,1,450 sq.ft.,Fully Furnished,"Security, Gymnasium, Squash Court, Multipurpose hall, Swimming Pool, Sauna",
106077090,Pangsapuri Dahlia @ Bandar Baru Klang,,RM 857 per month,Selangor - Klang,Apartment,3,,2,650 sq.ft.,Not Furnished,"Playground, Lift, Minimart","Cooking Allowed, Near KTM/LRT"
106076334,Residensi Melor,,RM 900 per month,Selangor - Bangi,Apartment,3,1,2,750 sq.ft.,Not Furnished,"Lift, Security, Parking",
106076229,Pangsapuri Putra Impian (Bangi),2019,"RM 1,100 per month",Selangor - Bangi,Apartment,3,2,3,1055 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Lift, Security, Playground",
106076289,Pangsapuri Alpinia,,"RM 1,400 per month",Selangor - Puchong,Apartment,3,2,2,900 sq.ft.,Partially Furnished,"Security, Lift, Parking, Playground",
106010850,Residensi Kajang Utama,2020,"RM 1,100 per month",Selangor - Kajang,Apartment,3,2,2,1119 sq.ft.,Not Furnished,"Multipurpose hall, Security, Playground, Lift, Parking",Near KTM/LRT
105207274,Hillpark Residence,2020,"RM 1,500 per month",Selangor - Semenyih,Service Residence,3,2,2,1000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Parking, Playground, Lift, Multipurpose hall","Cooking Allowed, Air-Cond"
106076190,LakePark Residence @ KL North,2018,"RM 2,500 per month",Selangor - Selayang,Service Residence,4,2,3,1548 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Squash Court, Playground, Lift, Multipurpose hall, Parking, Security","Air-Cond, Washing Machine, Cooking Allowed"
106076112,Kristal View,,"RM 2,000 per month",Selangor - Shah Alam,Condominium,4,2,2,1100 sq.ft.,Fully Furnished,,"Air-Cond, Washing Machine, Cooking Allowed"
105776273,99 Residence,2023,"RM 1,700 per month",Selangor - Batu Caves,Condominium,3,2,2,900 sq.ft.,Partially Furnished,"Sauna, Parking, Playground, Jogging Track, Barbeque area, Multipurpose hall, Security, Swimming Pool, Squash Court, Lift, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT"
106076019,Laman Impian Bandar Botanic,2017,"RM 1,400 per month",Selangor - Bandar Botanic,Townhouse Condo,3,2,2,900 sq.ft.,Partially Furnished,"Security, Playground, Parking, Minimart, Jogging Track",Cooking Allowed
106027918,Opal Residence,2023,"RM 1,500 per month",Selangor - Kajang,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Barbeque area, Lift, Multipurpose hall, Parking, Security, Gymnasium, Playground, Swimming Pool",Air-Cond
104745538,Amara Service Residences,2014,"RM 1,250 per month",Selangor - Batu Caves,Condominium,3,3,2,1012 sq.ft.,Partially Furnished,"Sauna, Barbeque area, Security, Lift, Gymnasium, Minimart, Swimming Pool","Cooking Allowed, Near KTM/LRT"
106075904,Venice Hill,2000,"RM 1,350 per month",Selangor - Cheras,Condominium,4,1,2,1557 sq.ft.,Not Furnished,"Swimming Pool, Security, Playground, Gymnasium, Parking, Minimart, Lift, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT"
106075351,Aspire Residence,2023,"RM 1,400 per month",Selangor - Cyberjaya,Apartment,3,2,2,900 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court",
106075295,Vista Bangi,2021,"RM 2,800 per month",Selangor - Kajang,Service Residence,3,,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
106075154,DK Impian,2021,"RM 1,050 per month",Selangor - Shah Alam,Service Residence,1,,1,400 sq.ft.,Fully Furnished,"Barbeque area, Security, Parking, Swimming Pool, Gymnasium, Playground","Air-Cond, Cooking Allowed, Washing Machine"
105912001,Lakeview Apartments,,"RM 1,000 per month",Selangor - Selayang,Apartment,3,1,2,870 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",
104313150,Seri Utama,,"RM 1,200 per month",Selangor - Puchong,Apartment,3,2,2,900 sq.ft.,Partially Furnished,,
105098724,Pangsapuri Sri Kemuning,,RM 800 per month,Selangor - Shah Alam,Apartment,3,1,2,750 sq.ft.,Not Furnished,"Security, Parking, Playground",Cooking Allowed
105744290,Karisma @ Eco Majestic,2018,"RM 1,400 per month",Selangor - Semenyih,Apartment,3,,2,800 sq.ft.,Fully Furnished,"Playground, Sauna, Parking, Security, Swimming Pool, Minimart, Gymnasium",
106074141,Apartment Lestari (Damansara Damai),,RM 600 per month,Selangor - Damansara Damai,Apartment,3,,2,650 sq.ft.,Not Furnished,"Playground, Security, Minimart, Parking",
105974758,Kita Ria @ Cybersouth,2024,"RM 1,200 per month",Selangor - Dengkil,Service Residence,3,2,2,901 sq.ft.,Not Furnished,"Gymnasium, Lift, Multipurpose hall, Parking, Playground, Swimming Pool, Security, Barbeque area",Cooking Allowed
105695164,Residensi Bistaria,2013,RM 950 per month,Selangor - Ampang,Apartment,3,1,2,950 sq.ft.,Not Furnished,"Minimart, Security, Swimming Pool, Lift, Parking, Playground, Gymnasium",Cooking Allowed
106072655,Taman Restu,,RM 550 per month,Selangor - Kajang,Flat,2,,1,700 sq.ft.,Not Furnished,Parking,Cooking Allowed
