ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
106101015,Twin Danga Residence,2018,"RM 1,600 per month",Johor - Johor Bahru,Service Residence,2,1,2,800 sq.ft.,Fully Furnished,"Gymnasium, Lift, Sauna, Multipurpose hall, Playground, Barbeque area, Parking, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine"
106100730,Jentayu Residensi @ Tampoi,2013,"RM 1,600 per month",Johor - Johor Bahru,Service Residence,3,1,2,1100 sq.ft.,Partially Furnished,"Jogging Track, Security, Playground, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Gymnasium",
106100886,Palazio,2013,"RM 1,100 per month",Johor - Johor Bahru,Service Residence,1,,1,484 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Tennis Court, Lift, Multipurpose hall, Security, Minimart, Playground, Sauna, Jogging Track",Air-Cond
106100776,The Seed @ Sutera Utama,2015,"RM 2,200 per month",Johor - Skudai,Duplex,3,,3,1240 sq.ft.,Fully Furnished,"Playground, Club house, Minimart, Swimming Pool, Parking, Security, Multipurpose hall, Gymnasium",
106100304,Pandan Residence,2016,"RM 1,700 per month",Johor - Tebrau,Condominium,2,,2,980 sq.ft.,Fully Furnished,"Minimart, Security, Swimming Pool, Barbeque area, Gymnasium",
106100482,Country Garden Central Park (Serviced Apartment),2017,"RM 1,700 per month",Johor - Tampoi,Service Residence,3,,1,593 sq.ft.,Fully Furnished,"Jogging Track, Lift, Multipurpose hall, Security, Minimart, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine"
106100382,SKS Pavillion Residences,2018,"RM 1,500 per month",Johor - Johor Bahru,Condominium,1,,1,1 sq.ft.,Partially Furnished,"Barbeque area, Security, Playground, Multipurpose hall, Parking, Minimart, Sauna, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine"
106099336,The Wadihana,,"RM 3,000 per month",Johor - Johor Bahru,Condominium,4,,3,1800 sq.ft.,Fully Furnished,"Minimart, Tennis Court, Jogging Track, Sauna, Playground, Squash Court, Barbeque area, Parking, Security, Swimming Pool, Gymnasium",
104959495,Royal Strand @ Country Garden Danga Bay,2017,"RM 2,500 per month",Johor - Johor Bahru,Condominium,3,1,3,1242 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Multipurpose hall, Security, Lift, Parking, Gymnasium, Tennis Court",
106099313,Setia Sky 88,2016,"RM 2,400 per month",Johor - Johor Bahru,Condominium,2,1,1,734 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Multipurpose hall, Club house, Jogging Track, Security, Playground, Barbeque area, Parking, Minimart, Lift, Sauna",
106099154,Molek Pine 3,2013,"RM 2,800 per month",Johor - Johor Bahru,Apartment,2,,2,1367 sq.ft.,Fully Furnished,"Parking, Lift, Security, Playground, Gymnasium, Minimart, Swimming Pool",
106098783,Marina Residence,2018,"RM 2,400 per month",Johor - Johor Bahru,Service Residence,3,,3,950 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Playground, Sauna, Security, Multipurpose hall",
106098456,Permas Ville Apartments,2005,"RM 1,200 per month",Johor - Johor Bahru,Apartment,1,1,1,500 sq.ft.,Fully Furnished,"Security, Swimming Pool, Sauna, Playground, Gymnasium, Jogging Track, Barbeque area, Minimart",
106098431,Royal Strand @ Country Garden Danga Bay,2017,"RM 2,200 per month",Johor - Johor Bahru,Condominium,2,,2,1 sq.ft.,Fully Furnished,"Parking, Security, Playground, Tennis Court, Swimming Pool, Gymnasium, Lift, Multipurpose hall","Air-Cond, Washing Machine"
106071627,R&F Princess Cove,2018,"RM 2,899 per month",Johor - Johor Bahru,Service Residence,2,,1,900 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
105312441,Sunway Citrine Residences,2017,"RM 1,350 per month",Johor - Iskandar Puteri,Service Residence,1,,1,788 sq.ft.,Fully Furnished,"Security, Lift, Parking, Swimming Pool, Minimart, Playground, Gymnasium, Multipurpose hall, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine"
106096868,8scape Residences @ Sutera,2018,"RM 1,800 per month",Johor - Johor Bahru,Apartment,2,,2,550 sq.ft.,Fully Furnished,"Playground, Gymnasium, Lift, Multipurpose hall, Tennis Court, Parking, Security, Swimming Pool, Barbeque area",Air-Cond
105957934,"Taman Daya, Jalan Enau 3",,"RM 2,000 per month",Johor - Johor Bahru,Others,4,2,2,1540 sq.ft.,Partially Furnished,,Cooking Allowed
106096372,Encorp Marina Puteri Harbour,2020,"RM 1,800 per month",Johor - Iskandar Puteri,Service Residence,1,1,1,550 sq.ft.,Fully Furnished,"Lift, Club house, Parking, Minimart, Swimming Pool, Gymnasium, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine"
106094892,Paragon Suites @ CIQ,2018,"RM 2,100 per month",Johor - Johor Bahru,Condominium,1,1,1,688 sq.ft.,Fully Furnished,"Playground, Gymnasium, Multipurpose hall, Swimming Pool, Security, Barbeque area, Club house, Parking, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
106094792,Sky Oasis Residences,2015,"RM 1,500 per month",Johor - Johor Bahru,Service Residence,3,,2,973 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine"
106094783,Sunway GRID Residence,2022,"RM 1,700 per month",Johor - Iskandar Puteri,Apartment,2,,1,735 sq.ft.,Partially Furnished,"Lift, Swimming Pool, Gymnasium, Parking, Minimart, Playground, Security, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine"
106094527,D Pristine @ Medini,2017,"RM 1,600 per month",Johor - Iskandar Puteri,Service Residence,1,2,1,620 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine"
106063811,Epic Residences,2016,"RM 1,800 per month",Johor - Johor Bahru,Apartment,1,,1,500 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Jogging Track, Multipurpose hall, Parking, Swimming Pool, Barbeque area, Lift, Sauna",
105526203,Marina Cove,2019,"RM 1,700 per month",Johor - Johor Bahru,Service Residence,1,,1,680 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Barbeque area, Multipurpose hall, Parking, Playground, Swimming Pool, Security, Lift",
106049921,Sri Akasia,2005,"RM 1,600 per month",Johor - Johor Bahru,Apartment,3,2,2,1119 sq.ft.,Fully Furnished,"Club house, Parking, Playground, Gymnasium, Sauna, Security, Minimart, Swimming Pool, Jogging Track, Barbeque area",
106093159,Lovell @ Country Garden Danga Bay,2017,"RM 2,200 per month",Johor - Johor Bahru,Condominium,2,1,2,880 sq.ft.,Fully Furnished,"Swimming Pool, Security, Parking, Gymnasium, Barbeque area, Multipurpose hall, Lift, Playground, Sauna, Minimart, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet"
106093096,AmberSide @ Country Garden Danga Bay,2017,"RM 1,700 per month",Johor - Johor Bahru,Condominium,1,,1,550 sq.ft.,Fully Furnished,"Lift, Multipurpose hall, Swimming Pool, Tennis Court, Security, Playground, Parking, Gymnasium, Barbeque area",
106053290,Royal Strand @ Country Garden Danga Bay,2017,"RM 2,200 per month",Johor - Johor Bahru,Condominium,2,2,2,890 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
106092441,Merpati Indah Apartment @ Bandar Putra Kulai,2022,"RM 1,400 per month",Johor - Kulai,Apartment,3,,2,936 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine"
106039733,Setia Tropika,,"RM 2,100 per month",Johor - Skudai,Others,3,,3,1240 sq.ft.,Fully Furnished,Security,"Air-Cond, Cooking Allowed"
106091882,Lovell @ Country Garden Danga Bay,2017,"RM 2,500 per month",Johor - Johor Bahru,Condominium,3,1,2,1260 sq.ft.,Partially Furnished,"Security, Gymnasium, Lift, Parking, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track, Playground","Air-Cond, Cooking Allowed, Washing Machine"
106091290,Havona,2019,"RM 1,200 per month",Johor - Johor Bahru,Apartment,1,,1,500 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Lift, Barbeque area, Security, Gymnasium, Playground",
106091265,The Seed @ Sutera Utama,2015,"RM 2,200 per month",Johor - Skudai,Condominium,3,1,3,1240 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Swimming Pool, Minimart, Club house, Playground, Gymnasium",
106051974,D'Secret Garden @ Kempas Indah,2017,"RM 1,800 per month",Johor - Johor Bahru,Service Residence,3,,2,1042 sq.ft.,Fully Furnished,"Sauna, Swimming Pool, Jogging Track, Barbeque area, Security, Gymnasium, Playground",
106090377,Encorp Marina Puteri Harbour,2020,"RM 1,600 per month",Johor - Iskandar Puteri,Service Residence,1,1,1,714 sq.ft.,Fully Furnished,"Lift, Minimart, Parking, Security, Playground, Gymnasium, Club house, Swimming Pool",
104552777,Molek Regency,2018,"RM 1,650 per month",Johor - Johor Bahru,Condominium,1,1,1,395 sq.ft.,Fully Furnished,"Security, Jogging Track, Sauna, Barbeque area, Multipurpose hall, Parking, Playground, Gymnasium, Swimming Pool, Tennis Court, Lift, Minimart, Club house","Air-Cond, Cooking Allowed, Internet, Washing Machine"
105958960,Midori Green @ Austin Heights,2016,"RM 2,000 per month",Johor - Johor Bahru,Service Residence,3,2,2,1033 sq.ft.,Fully Furnished,"Gymnasium, Minimart, Lift, Sauna, Security, Parking, Playground, Swimming Pool, Multipurpose hall, Club house, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine"
104541237,D'Rich @ Nusa Duta,2014,"RM 2,050 per month",Johor - Johor Bahru,Condominium,3,1,3,1356 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Security, Swimming Pool, Barbeque area, Playground, Multipurpose hall, Lift, Parking, Minimart, Club house","Cooking Allowed, Air-Cond, Washing Machine"
106089962,Permas Ville Apartments,2005,"RM 1,800 per month",Johor - Johor Bahru,Apartment,3,,2,1300 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Sauna, Security, Minimart, Playground, Jogging Track, Swimming Pool, Parking, Lift",
102210894,D'Summit Residences,2018,"RM 1,500 per month",Johor - Johor Bahru,Service Residence,2,1,2,764 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Playground, Barbeque area, Security, Lift, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine"
106089028,8scape Residences @ Sutera,2018,"RM 1,800 per month",Johor - Johor Bahru,Apartment,2,,2,808 sq.ft.,Fully Furnished,"Parking, Playground, Tennis Court, Lift, Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall",
106088616,Prima Regency Service Apartment,2002,"RM 1,200 per month",Johor - Johor Bahru,Service Residence,1,,1,600 sq.ft.,Fully Furnished,"Parking, Jogging Track, Barbeque area, Squash Court, Security, Swimming Pool, Gymnasium",
106088083,Prima Regency Service Apartment,2002,"RM 1,500 per month",Johor - Johor Bahru,Service Residence,3,,2,1100 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Barbeque area, Parking, Swimming Pool, Gymnasium, Security",
